,attendance,away_conference,away_id,away_line_scores,away_points,away_post_win_prob,away_team,conference_game,excitement_index,home_conference,home_id,home_line_scores,home_points,home_post_win_prob,home_team,id,neutral_site,season,season_type,start_date,start_time_tbd,venue,venue_id,week
0,45925,,304,"[7, 0, 7, 0]",14,0.00015317483583132674,Idaho State,False,0.0989172586999997,Pac-12,254,"[14, 21, 14, 7]",56,0.9998468251641687,Utah,400548256,False,2014,regular,2014-08-28T19:30:00.000Z,,Rice-Eccles Stadium,587,1
1,30927,Big Ten,164,"[7, 14, 3, 17]",41,0.08741061690242047,Rutgers,False,6.70382213589999,Pac-12,265,"[3, 14, 14, 7]",38,0.9125893830975795,Washington State,400547993,False,2014,regular,2014-08-28T22:00:00.000Z,,CenturyLink Field,3673,1
2,52133,,2692,"[0, 0, 7, 7]",14,4.673110432018568e-05,Weber State,False,0.0848473633000005,Pac-12,9,"[17, 14, 14, 0]",45,0.9999532688956798,Arizona State,400548255,False,2014,regular,2014-08-28T22:30:00.000Z,,Sun Devil Stadium,3947,1
3,63363,Mountain West,36,"[0, 7, 7, 17]",31,0.9858282749537534,Colorado State,False,4.7176177095,Pac-12,38,"[7, 3, 7, 0]",17,0.014171725046246602,Colorado,400548171,True,2014,regular,2014-08-29T21:00:00.000Z,,Sports Authority Field at Mile High,3937,1
4,50103,Mountain West,2439,"[0, 6, 7, 0]",13,2.6665916582180316e-05,UNLV,False,2.8632631514,Pac-12,12,"[14, 10, 24, 10]",58,0.9999733340834178,Arizona,400548177,False,2014,regular,2014-08-29T22:30:00.000Z,,Arizona Stadium,3619,1
5,44749,Pac-12,26,"[0, 21, 7, 0]",28,0.8680452951860966,UCLA,False,6.12967389849999,ACC,258,"[0, 10, 7, 3]",20,0.1319547048139033,Virginia,400547820,False,2014,regular,2014-08-30T12:00:00.000Z,,Scott Stadium,3923,1
6,34228,Pac-12,25,"[14, 10, 7, 0]",31,0.9019155622439329,California,False,4.322898952,Big Ten,77,"[0, 7, 14, 3]",24,0.09808443775606712,Northwestern,400547975,False,2014,regular,2014-08-30T15:30:00.000Z,,Ryan Field,3911,1
7,40309,,2502,"[0, 14, 0, 0]",14,0.0033397443078464484,Portland State,False,1.16666252329999,Pac-12,204,"[6, 7, 13, 3]",29,0.9966602556921536,Oregon State,400548258,False,2014,regular,2014-08-30T16:00:00.000Z,,Reser Stadium,3893,1
8,49509,,302,"[0, 0, 0, 0]",0,,UC Davis,False,0.0098962721000001,Pac-12,24,"[14, 24, 0, 7]",45,,Stanford,400548259,False,2014,regular,2014-08-30T16:00:00.000Z,,Stanford Stadium,3940,1
9,76037,Mountain West,278,"[0, 7, 6, 0]",13,0.00011335639783371931,Fresno State,False,2.2454610712,Pac-12,30,"[21, 10, 21, 0]",52,0.9998866436021663,USC,400548172,False,2014,regular,2014-08-30T19:30:00.000Z,,Los Angeles Memorial Coliseum,477,1
10,57388,,233,"[3, 10, 0, 0]",13,1.056421309864053e-05,South Dakota,False,0.0290443508000007,Pac-12,2483,"[21, 20, 7, 14]",62,0.9999894357869014,Oregon,400548257,False,2014,regular,2014-08-30T22:30:00.000Z,,Autzen Stadium,3626,1
11,0,Pac-12,264,"[7, 10, 0, 0]",17,,Washington,False,,Mountain West,62,"[10, 0, 3, 3]",16,,Hawai'i,400548173,False,2014,regular,2014-08-30T22:30:00.000Z,,Aloha Stadium,3610,1
12,33067,Pac-12,254,"[21, 3, 7, 14]",45,0.9959423606235114,Utah,False,2.65549961019999,Mountain West,36,"[10, 0, 0, 0]",10,0.0040576393764886485,Colorado State,400610221,True,2014,postseason,2014-12-20T15:30:00.000Z,,Sam Boyd Stadium,3914,1
13,47809,Pac-12,9,"[10, 10, 10, 6]",36,0.9743901185643031,Arizona State,False,5.0064762602,ACC,150,"[3, 14, 0, 14]",31,0.025609881435696858,Duke,400610211,True,2014,postseason,2014-12-27T14:00:00.000Z,,Sun Bowl Stadium,3946,1
