,attendance,away_conference,away_id,away_line_scores,away_points,away_post_win_prob,away_team,conference_game,excitement_index,home_conference,home_id,home_line_scores,home_points,home_post_win_prob,home_team,id,neutral_site,season,season_type,start_date,start_time_tbd,venue,venue_id,week
0,82847,SEC,245,"[10, 21, 14, 7]",52,0.9943481548066189,Texas A&M,True,3.5531582091,SEC,2579,"[7, 7, 14, 0]",28,0.005651845193381177,South Carolina,400548402,False,2014,regular,2014-08-28T18:00:00.000Z,,Williams-Brice Stadium,3994,1
1,32823,Mountain West,68,"[0, 3, 3, 7]",13,,Boise State,False,3.29355607419999,SEC,145,"[7, 0, 0, 28]",35,,Ole Miss,400548169,True,2014,regular,2014-08-28T20:00:00.000Z,,Georgia Dome,3495,1
2,31731,American Athletic,218,"[7, 14, 13, 3]",37,0.8824100920451146,Temple,False,3.7421833866,SEC,238,"[0, 7, 0, 0]",7,0.1175899079548855,Vanderbilt,400547640,False,2014,regular,2014-08-28T22:50:00.000Z,,Vanderbilt Stadium,3973,1
3,50398,,2630,"[0, 0, 0, 14]",14,6.278002614212852e-06,UT Martin,False,0.5280715345,SEC,96,"[14, 21, 17, 7]",59,0.9999937219973858,Kentucky,400548400,False,2014,regular,2014-08-30T12:00:00.000Z,,Commonwealth Stadium,3683,1
4,60589,,2571,"[7, 3, 8, 0]",18,0.011427152837937826,South Dakota State,False,2.0630969957,SEC,142,"[21, 0, 7, 10]",38,0.9885728471620622,Missouri,400548401,False,2014,regular,2014-08-30T15:30:00.000Z,,Faurot Field,3838,1
5,70502,Big 12,277,"[3, 14, 3, 3]",23,0.009347264062759209,West Virginia,False,6.1420579175,SEC,333,"[3, 17, 10, 3]",33,0.9906527359372408,Alabama,400547835,True,2014,regular,2014-08-30T15:30:00.000Z,,Georgia Dome,3495,1
6,87451,SEC,8,"[7, 14, 0, 0]",21,0.0013439663545282698,Arkansas,True,1.90370756969999,SEC,2,"[14, 7, 14, 10]",45,0.9986560336454717,Auburn,400548398,False,2014,regular,2014-08-30T16:00:00.000Z,,Jordan-Hare Stadium,3785,1
7,92746,ACC,228,"[7, 14, 0, 0]",21,0.018266382698954975,Clemson,False,6.4694213274,SEC,61,"[14, 7, 3, 21]",45,0.981733617301045,Georgia,400547740,False,2014,regular,2014-08-30T17:30:00.000Z,,Sanford Stadium,3917,1
8,61889,Conference USA,2572,"[0, 0, 0, 0]",0,4.595422447950526e-05,Southern Mississippi,False,0.3808015915,SEC,344,"[7, 21, 14, 7]",49,0.9999540457755205,Mississippi State,400548009,False,2014,regular,2014-08-30T19:30:00.000Z,,Davis Wade Stadium,3693,1
9,71599,Big Ten,275,"[10, 7, 7, 0]",24,0.19366817323805308,Wisconsin,False,5.8741382066,SEC,99,"[7, 0, 6, 15]",28,0.8063318267619469,LSU,400548000,True,2014,regular,2014-08-30T21:00:00.000Z,,NRG Stadium,3891,1
10,102455,Mountain West,328,"[0, 0, 0, 7]",7,0.0006497632678018617,Utah State,False,2.7510668131,SEC,2633,"[14, 3, 7, 14]",38,0.9993502367321981,Tennessee,400548178,False,2014,regular,2014-08-31T19:00:00.000Z,,Neyland Stadium,3853,1
