,_year,_team,_conference,_division,_total,_conference_games,_home_games,_away_games,discriminator
20,2014,Clemson,ACC,Atlantic,"[{'games': 13, 'losses': 3, 'ties': 0, 'wins': 10}]","[{'games': 8, 'losses': 2, 'ties': 0, 'wins': 6}]","[{'games': 7, 'losses': 0, 'ties': 0, 'wins': 7}]","[{'games': 5, 'losses': 3, 'ties': 0, 'wins': 2}]",
21,2014,Colorado,Pac-12,South,"[{'games': 12, 'losses': 10, 'ties': 0, 'wins': 2}]","[{'games': 9, 'losses': 9, 'ties': 0, 'wins': 0}]","[{'games': 6, 'losses': 5, 'ties': 0, 'wins': 1}]","[{'games': 5, 'losses': 4, 'ties': 0, 'wins': 1}]",
22,2014,Colorado State,Mountain West,Mountain,"[{'games': 13, 'losses': 3, 'ties': 0, 'wins': 10}]","[{'games': 8, 'losses': 2, 'ties': 0, 'wins': 6}]","[{'games': 6, 'losses': 0, 'ties': 0, 'wins': 6}]","[{'games': 5, 'losses': 2, 'ties': 0, 'wins': 3}]",
23,2014,Connecticut,American Athletic,,"[{'games': 12, 'losses': 10, 'ties': 0, 'wins': 2}]","[{'games': 8, 'losses': 7, 'ties': 0, 'wins': 1}]","[{'games': 7, 'losses': 5, 'ties': 0, 'wins': 2}]","[{'games': 4, 'losses': 4, 'ties': 0, 'wins': 0}]",
24,2014,Duke,ACC,Coastal,"[{'games': 13, 'losses': 4, 'ties': 0, 'wins': 9}]","[{'games': 8, 'losses': 3, 'ties': 0, 'wins': 5}]","[{'games': 7, 'losses': 2, 'ties': 0, 'wins': 5}]","[{'games': 5, 'losses': 1, 'ties': 0, 'wins': 4}]",
25,2014,East Carolina,American Athletic,,"[{'games': 13, 'losses': 5, 'ties': 0, 'wins': 8}]","[{'games': 8, 'losses': 3, 'ties': 0, 'wins': 5}]","[{'games': 6, 'losses': 1, 'ties': 0, 'wins': 5}]","[{'games': 6, 'losses': 3, 'ties': 0, 'wins': 3}]",
26,2014,Eastern Michigan,Mid-American,West,"[{'games': 12, 'losses': 10, 'ties': 0, 'wins': 2}]","[{'games': 8, 'losses': 7, 'ties': 0, 'wins': 1}]","[{'games': 5, 'losses': 3, 'ties': 0, 'wins': 2}]","[{'games': 7, 'losses': 7, 'ties': 0, 'wins': 0}]",
27,2014,Florida,SEC,East,"[{'games': 12, 'losses': 5, 'ties': 0, 'wins': 7}]","[{'games': 8, 'losses': 4, 'ties': 0, 'wins': 4}]","[{'games': 6, 'losses': 3, 'ties': 0, 'wins': 3}]","[{'games': 4, 'losses': 2, 'ties': 0, 'wins': 2}]",
28,2014,Florida Atlantic,Conference USA,East,"[{'games': 12, 'losses': 9, 'ties': 0, 'wins': 3}]","[{'games': 8, 'losses': 6, 'ties': 0, 'wins': 2}]","[{'games': 5, 'losses': 2, 'ties': 0, 'wins': 3}]","[{'games': 7, 'losses': 7, 'ties': 0, 'wins': 0}]",
29,2014,Florida International,Conference USA,East,"[{'games': 12, 'losses': 8, 'ties': 0, 'wins': 4}]","[{'games': 8, 'losses': 5, 'ties': 0, 'wins': 3}]","[{'games': 8, 'losses': 5, 'ties': 0, 'wins': 3}]","[{'games': 4, 'losses': 3, 'ties': 0, 'wins': 1}]",
30,2014,Florida State,ACC,Atlantic,"[{'games': 14, 'losses': 1, 'ties': 0, 'wins': 13}]","[{'games': 9, 'losses': 0, 'ties': 0, 'wins': 9}]","[{'games': 7, 'losses': 0, 'ties': 0, 'wins': 7}]","[{'games': 4, 'losses': 0, 'ties': 0, 'wins': 4}]",
31,2014,Fresno State,Mountain West,West,"[{'games': 14, 'losses': 8, 'ties': 0, 'wins': 6}]","[{'games': 9, 'losses': 4, 'ties': 0, 'wins': 5}]","[{'games': 6, 'losses': 2, 'ties': 0, 'wins': 4}]","[{'games': 7, 'losses': 5, 'ties': 0, 'wins': 2}]",
32,2014,Georgia,SEC,East,"[{'games': 13, 'losses': 3, 'ties': 0, 'wins': 10}]","[{'games': 8, 'losses': 2, 'ties': 0, 'wins': 6}]","[{'games': 7, 'losses': 1, 'ties': 0, 'wins': 6}]","[{'games': 4, 'losses': 1, 'ties': 0, 'wins': 3}]",
33,2014,Georgia Southern,Sun Belt,,"[{'games': 12, 'losses': 3, 'ties': 0, 'wins': 9}]","[{'games': 8, 'losses': 0, 'ties': 0, 'wins': 8}]","[{'games': 5, 'losses': 0, 'ties': 0, 'wins': 5}]","[{'games': 7, 'losses': 3, 'ties': 0, 'wins': 4}]",
34,2014,Georgia State,Sun Belt,,"[{'games': 12, 'losses': 11, 'ties': 0, 'wins': 1}]","[{'games': 8, 'losses': 8, 'ties': 0, 'wins': 0}]","[{'games': 6, 'losses': 5, 'ties': 0, 'wins': 1}]","[{'games': 6, 'losses': 6, 'ties': 0, 'wins': 0}]",
35,2014,Georgia Tech,ACC,Coastal,"[{'games': 14, 'losses': 3, 'ties': 0, 'wins': 11}]","[{'games': 9, 'losses': 3, 'ties': 0, 'wins': 6}]","[{'games': 6, 'losses': 1, 'ties': 0, 'wins': 5}]","[{'games': 6, 'losses': 1, 'ties': 0, 'wins': 5}]",
36,2014,Hawai'i,Mountain West,West,"[{'games': 13, 'losses': 9, 'ties': 0, 'wins': 4}]","[{'games': 8, 'losses': 5, 'ties': 0, 'wins': 3}]","[{'games': 7, 'losses': 4, 'ties': 0, 'wins': 3}]","[{'games': 6, 'losses': 5, 'ties': 0, 'wins': 1}]",
37,2014,Houston,American Athletic,,"[{'games': 13, 'losses': 5, 'ties': 0, 'wins': 8}]","[{'games': 8, 'losses': 3, 'ties': 0, 'wins': 5}]","[{'games': 7, 'losses': 3, 'ties': 0, 'wins': 4}]","[{'games': 5, 'losses': 2, 'ties': 0, 'wins': 3}]",
38,2014,Idaho,Sun Belt,,"[{'games': 11, 'losses': 10, 'ties': 0, 'wins': 1}]","[{'games': 8, 'losses': 7, 'ties': 0, 'wins': 1}]","[{'games': 5, 'losses': 4, 'ties': 0, 'wins': 1}]","[{'games': 6, 'losses': 6, 'ties': 0, 'wins': 0}]",
39,2014,Illinois,Big Ten,West,"[{'games': 13, 'losses': 7, 'ties': 0, 'wins': 6}]","[{'games': 8, 'losses': 5, 'ties': 0, 'wins': 3}]","[{'games': 7, 'losses': 2, 'ties': 0, 'wins': 5}]","[{'games': 5, 'losses': 4, 'ties': 0, 'wins': 1}]",
40,2014,Indiana,Big Ten,East,"[{'games': 12, 'losses': 8, 'ties': 0, 'wins': 4}]","[{'games': 8, 'losses': 7, 'ties': 0, 'wins': 1}]","[{'games': 6, 'losses': 3, 'ties': 0, 'wins': 3}]","[{'games': 6, 'losses': 5, 'ties': 0, 'wins': 1}]",
41,2014,Iowa,Big Ten,West,"[{'games': 13, 'losses': 6, 'ties': 0, 'wins': 7}]","[{'games': 8, 'losses': 4, 'ties': 0, 'wins': 4}]","[{'games': 7, 'losses': 3, 'ties': 0, 'wins': 4}]","[{'games': 5, 'losses': 2, 'ties': 0, 'wins': 3}]",
42,2014,Iowa State,Big 12,,"[{'games': 12, 'losses': 10, 'ties': 0, 'wins': 2}]","[{'games': 9, 'losses': 9, 'ties': 0, 'wins': 0}]","[{'games': 7, 'losses': 6, 'ties': 0, 'wins': 1}]","[{'games': 5, 'losses': 4, 'ties': 0, 'wins': 1}]",
43,2014,Kansas,Big 12,,"[{'games': 12, 'losses': 9, 'ties': 0, 'wins': 3}]","[{'games': 9, 'losses': 8, 'ties': 0, 'wins': 1}]","[{'games': 6, 'losses': 3, 'ties': 0, 'wins': 3}]","[{'games': 6, 'losses': 6, 'ties': 0, 'wins': 0}]",
44,2014,Kansas State,Big 12,,"[{'games': 13, 'losses': 4, 'ties': 0, 'wins': 9}]","[{'games': 9, 'losses': 2, 'ties': 0, 'wins': 7}]","[{'games': 7, 'losses': 1, 'ties': 0, 'wins': 6}]","[{'games': 5, 'losses': 2, 'ties': 0, 'wins': 3}]",
45,2014,Kent State,Mid-American,East,"[{'games': 11, 'losses': 9, 'ties': 0, 'wins': 2}]","[{'games': 7, 'losses': 6, 'ties': 0, 'wins': 1}]","[{'games': 6, 'losses': 4, 'ties': 0, 'wins': 2}]","[{'games': 5, 'losses': 5, 'ties': 0, 'wins': 0}]",
46,2014,Kentucky,SEC,East,"[{'games': 12, 'losses': 7, 'ties': 0, 'wins': 5}]","[{'games': 8, 'losses': 6, 'ties': 0, 'wins': 2}]","[{'games': 7, 'losses': 2, 'ties': 0, 'wins': 5}]","[{'games': 5, 'losses': 5, 'ties': 0, 'wins': 0}]",
47,2014,Louisiana,Sun Belt,,"[{'games': 13, 'losses': 4, 'ties': 0, 'wins': 9}]","[{'games': 8, 'losses': 1, 'ties': 0, 'wins': 7}]","[{'games': 6, 'losses': 2, 'ties': 0, 'wins': 4}]","[{'games': 6, 'losses': 2, 'ties': 0, 'wins': 4}]",
48,2014,Louisiana Monroe,Sun Belt,,"[{'games': 12, 'losses': 8, 'ties': 0, 'wins': 4}]","[{'games': 8, 'losses': 5, 'ties': 0, 'wins': 3}]","[{'games': 5, 'losses': 2, 'ties': 0, 'wins': 3}]","[{'games': 7, 'losses': 6, 'ties': 0, 'wins': 1}]",
49,2014,Louisiana Tech,Conference USA,West,"[{'games': 14, 'losses': 5, 'ties': 0, 'wins': 9}]","[{'games': 9, 'losses': 2, 'ties': 0, 'wins': 7}]","[{'games': 5, 'losses': 1, 'ties': 0, 'wins': 4}]","[{'games': 8, 'losses': 4, 'ties': 0, 'wins': 4}]",
50,2014,Louisville,ACC,Atlantic,"[{'games': 13, 'losses': 4, 'ties': 0, 'wins': 9}]","[{'games': 8, 'losses': 3, 'ties': 0, 'wins': 5}]","[{'games': 6, 'losses': 1, 'ties': 0, 'wins': 5}]","[{'games': 6, 'losses': 2, 'ties': 0, 'wins': 4}]",
51,2014,LSU,SEC,West,"[{'games': 13, 'losses': 5, 'ties': 0, 'wins': 8}]","[{'games': 8, 'losses': 4, 'ties': 0, 'wins': 4}]","[{'games': 7, 'losses': 2, 'ties': 0, 'wins': 5}]","[{'games': 4, 'losses': 2, 'ties': 0, 'wins': 2}]",
52,2014,Marshall,Conference USA,East,"[{'games': 14, 'losses': 1, 'ties': 0, 'wins': 13}]","[{'games': 9, 'losses': 1, 'ties': 0, 'wins': 8}]","[{'games': 7, 'losses': 1, 'ties': 0, 'wins': 6}]","[{'games': 6, 'losses': 0, 'ties': 0, 'wins': 6}]",
53,2014,Maryland,Big Ten,East,"[{'games': 13, 'losses': 6, 'ties': 0, 'wins': 7}]","[{'games': 8, 'losses': 4, 'ties': 0, 'wins': 4}]","[{'games': 6, 'losses': 4, 'ties': 0, 'wins': 2}]","[{'games': 6, 'losses': 1, 'ties': 0, 'wins': 5}]",
54,2014,Memphis,American Athletic,,"[{'games': 13, 'losses': 3, 'ties': 0, 'wins': 10}]","[{'games': 8, 'losses': 1, 'ties': 0, 'wins': 7}]","[{'games': 6, 'losses': 1, 'ties': 0, 'wins': 5}]","[{'games': 6, 'losses': 2, 'ties': 0, 'wins': 4}]",
55,2014,Miami,ACC,Coastal,"[{'games': 13, 'losses': 7, 'ties': 0, 'wins': 6}]","[{'games': 8, 'losses': 5, 'ties': 0, 'wins': 3}]","[{'games': 7, 'losses': 2, 'ties': 0, 'wins': 5}]","[{'games': 5, 'losses': 4, 'ties': 0, 'wins': 1}]",
56,2014,Miami (OH),Mid-American,East,"[{'games': 12, 'losses': 10, 'ties': 0, 'wins': 2}]","[{'games': 8, 'losses': 6, 'ties': 0, 'wins': 2}]","[{'games': 6, 'losses': 4, 'ties': 0, 'wins': 2}]","[{'games': 6, 'losses': 6, 'ties': 0, 'wins': 0}]",
57,2014,Michigan,Big Ten,East,"[{'games': 12, 'losses': 7, 'ties': 0, 'wins': 5}]","[{'games': 8, 'losses': 5, 'ties': 0, 'wins': 3}]","[{'games': 7, 'losses': 3, 'ties': 0, 'wins': 4}]","[{'games': 5, 'losses': 4, 'ties': 0, 'wins': 1}]",
58,2014,Michigan State,Big Ten,East,"[{'games': 13, 'losses': 2, 'ties': 0, 'wins': 11}]","[{'games': 8, 'losses': 1, 'ties': 0, 'wins': 7}]","[{'games': 7, 'losses': 1, 'ties': 0, 'wins': 6}]","[{'games': 5, 'losses': 1, 'ties': 0, 'wins': 4}]",
59,2014,Middle Tennessee,Conference USA,East,"[{'games': 12, 'losses': 6, 'ties': 0, 'wins': 6}]","[{'games': 8, 'losses': 3, 'ties': 0, 'wins': 5}]","[{'games': 6, 'losses': 1, 'ties': 0, 'wins': 5}]","[{'games': 6, 'losses': 5, 'ties': 0, 'wins': 1}]",
60,2014,Minnesota,Big Ten,West,"[{'games': 13, 'losses': 5, 'ties': 0, 'wins': 8}]","[{'games': 8, 'losses': 3, 'ties': 0, 'wins': 5}]","[{'games': 7, 'losses': 1, 'ties': 0, 'wins': 6}]","[{'games': 5, 'losses': 3, 'ties': 0, 'wins': 2}]",
61,2014,Mississippi State,SEC,West,"[{'games': 13, 'losses': 3, 'ties': 0, 'wins': 10}]","[{'games': 8, 'losses': 2, 'ties': 0, 'wins': 6}]","[{'games': 7, 'losses': 0, 'ties': 0, 'wins': 7}]","[{'games': 5, 'losses': 2, 'ties': 0, 'wins': 3}]",
62,2014,Missouri,SEC,East,"[{'games': 14, 'losses': 3, 'ties': 0, 'wins': 11}]","[{'games': 9, 'losses': 2, 'ties': 0, 'wins': 7}]","[{'games': 7, 'losses': 2, 'ties': 0, 'wins': 5}]","[{'games': 5, 'losses': 0, 'ties': 0, 'wins': 5}]",
63,2014,Navy,FBS Independents,,"[{'games': 13, 'losses': 5, 'ties': 0, 'wins': 8}]","[{'games': 0, 'losses': 0, 'ties': 0, 'wins': 0}]","[{'games': 5, 'losses': 2, 'ties': 0, 'wins': 3}]","[{'games': 4, 'losses': 1, 'ties': 0, 'wins': 3}]",
64,2014,NC State,ACC,Atlantic,"[{'games': 13, 'losses': 5, 'ties': 0, 'wins': 8}]","[{'games': 8, 'losses': 5, 'ties': 0, 'wins': 3}]","[{'games': 7, 'losses': 3, 'ties': 0, 'wins': 4}]","[{'games': 5, 'losses': 2, 'ties': 0, 'wins': 3}]",
