Rank,Team,Record,SoS,SoS Rank,ELO,Change
1,Alabama,2-0,59.0,72,1570.98,1
2,Ohio State,2-0,62.0,75,1569.94,2
3,Oklahoma,2-0,58.667,71,1565.92,-2
4,Wisconsin,2-0,74.0,107,1564.76,1
5,Boise St,2-0,67.333,95,1561.62,1
6,Penn State,2-0,47.333,43,1559.18,4
7,Stanford,2-0,44.0,33,1553.4,1
8,Iowa,2-0,62.667,77,1548.11,3
9,Central Florida,2-0,84.667,129,1548.06,-6
10,Washington St,2-0,73.667,105,1547.54,7
11,Georgia,2-0,63.0,80,1546.57,17
12,Duke,2-0,47.0,41,1546.43,6
13,Houston,2-0,77.333,114,1546.43,8
14,Vanderbilt,2-0,64.333,83,1544.72,17
15,Hawai`i,3-0,76.25,110,1542.26,4
16,Notre Dame,2-0,49.667,48,1541.83,0
17,Minnesota,2-0,56.0,64,1540.05,5
18,Oklahoma St,2-0,82.333,121,1539.77,20
19,Arizona St,2-0,56.333,65,1539.19,-5
20,Kentucky,2-0,67.667,96,1538.33,12
21,TCU,2-0,83.667,125,1537.72,18
22,North Carolina St,2-0,77.333,113,1535.51,25
23,Mississippi St,2-0,73.0,104,1535.32,20
24,Boston College,2-0,84.0,127,1533.57,-11
25,Colorado,2-0,64.333,84,1533.23,5
26,Virginia Tech,2-0,72.0,103,1533.0,27
27,LSU,2-0,67.0,94,1532.2,23
28,South Florida,2-0,71.0,102,1532.03,14
29,Missouri,2-0,75.0,108,1531.5,23
30,Oregon,2-0,85.0,130,1531.35,-15
31,Auburn,2-0,63.333,81,1529.95,-11
32,Maryland,2-0,60.667,74,1528.51,27
33,Clemson,2-0,65.0,90,1528.24,0
34,Indiana,2-0,50.333,51,1527.81,1
35,West Virginia,2-0,78.333,116,1527.08,-11
36,Cincinnati,2-0,75.0,109,1526.9,21
37,Mississippi,2-0,73.667,106,1526.55,-12
38,North Texas,2-0,83.667,126,1526.53,-12
39,Utah,2-0,81.0,118,1524.97,10
40,California,2-0,62.667,79,1524.39,1
41,Marshall,2-0,80.333,117,1523.71,-12
42,Fresno St,1-1,41.0,27,1521.94,-35
43,Wake Forest,2-0,69.667,100,1521.14,-9
44,Buffalo,2-0,76.333,111,1521.0,11
45,Appalachian St,1-1,39.0,24,1520.26,35
46,Louisiana Tech,2-0,82.333,120,1519.53,-9
47,Michigan,1-1,44.667,36,1518.34,40
48,Syracuse,2-0,83.0,123,1516.39,-4
49,Georgia Southern,2-0,84.0,128,1513.57,37
50,Michigan St,1-1,24.0,11,1513.4,-27
51,Baylor,2-0,83.333,124,1512.72,33
52,Southern Cal,1-1,25.0,13,1512.29,-43
53,Toledo,1-0,65.0,87,1512.1,-8
54,Ohio U.,1-0,65.0,86,1510.48,-8
55,Utah St,1-1,58.667,70,1509.4,39
56,Memphis,1-1,70.667,101,1508.69,-16
57,Eastern Michigan,2-0,69.0,99,1508.35,8
58,Texas,1-1,41.667,29,1507.57,27
59,Illinois,2-0,78.0,115,1505.68,9
60,South Carolina,1-1,28.0,15,1505.51,-48
61,Washington,1-1,53.333,58,1502.74,11
62,Northwestern,1-1,29.333,17,1502.19,-35
63,Florida Atlantic,1-1,29.0,16,1500.34,30
64,Louisiana-Monroe,2-0,65.333,91,1498.95,15
65,Akron,1-0,65.0,88,1498.31,13
66,Texas A&M;,1-1,54.0,59,1497.54,-10
67,Southern Miss,1-1,64.333,85,1497.02,0
68,Florida Int'l,1-1,54.0,60,1496.47,32
69,Louisiana-Lafayette,1-0,65.0,89,1495.75,6
70,UNLV,1-1,59.667,73,1495.6,43
71,Brigham Young,1-1,49.333,47,1494.79,-11
72,Miami FL,1-1,52.0,56,1492.52,-24
73,East Carolina,1-1,82.667,122,1491.89,16
74,Kansas,1-1,81.667,119,1491.52,43
75,Coastal Carolina,1-1,52.0,55,1490.5,45
76,Iowa St,0-1,3.5,1,1489.56,-22
77,Rutgers,1-1,36.333,21,1489.02,-41
78,Purdue,0-2,39.0,23,1488.54,3
79,Troy,1-1,44.667,37,1487.41,20
80,Tulane,1-1,57.333,67,1487.08,16
81,Army,1-1,47.0,42,1486.82,16
82,San Diego St,1-1,45.333,39,1486.63,13
83,Navy,1-1,23.0,10,1486.38,18
84,Georgia Tech,1-1,52.333,57,1486.35,-23
85,Virginia,1-1,54.333,61,1486.35,-11
86,Air Force,1-1,64.0,82,1484.53,-16
87,Florida St,1-1,51.667,54,1483.51,-24
88,Louisville,1-1,43.333,30,1483.46,16
89,Florida,1-1,49.667,49,1483.19,-20
90,Kansas St,1-1,50.667,53,1482.57,-32
91,Arkansas St,1-1,43.333,31,1481.1,-40
92,Texas Tech,1-1,55.333,63,1480.52,18
93,Middle Tennessee St,1-1,47.667,45,1480.34,16
94,Nebraska,0-1,12.0,3,1479.92,-11
95,Tulsa,1-1,62.333,76,1478.52,-18
96,Wyoming,1-2,41.0,26,1477.76,-30
97,Arkansas,1-1,76.667,112,1477.63,-21
98,Alabama-Birmingham,1-1,68.0,97,1477.23,-36
99,Pittsburgh,1-1,45.0,38,1476.74,-35
100,Temple,0-2,57.667,68,1474.75,-12
101,Colorado St,1-2,33.5,20,1474.74,26
102,Nevada,1-1,47.667,44,1474.05,-29
103,Georgia St,1-1,50.333,52,1473.41,-32
104,Ball St,1-1,48.333,46,1473.38,-14
105,Kent St,1-1,62.667,78,1472.33,11
106,Tennessee,1-1,54.667,62,1472.16,12
107,New Mexico,1-1,44.333,34,1471.37,-25
108,Idaho,1-1,57.0,66,1468.3,14
109,Texas St-San Marcos,1-1,68.667,98,1465.14,15
110,Arizona,0-2,27.333,14,1464.48,-18
111,Oregon St,1-1,43.667,32,1463.08,14
112,Miami OH,0-2,25.0,12,1461.19,-14
113,UNC-Charlotte,1-1,58.0,69,1460.33,-22
114,Northern Illinois,0-2,15.0,5,1459.17,-6
115,UCLA,0-2,12.333,4,1458.94,-9
116,Central Michigan,0-2,30.667,18,1455.17,-14
117,Western Kentucky,0-2,44.333,35,1454.33,-2
118,South Alabama,0-2,20.667,8,1454.04,-13
119,North Carolina,0-2,37.0,22,1452.49,-12
120,Western Michigan,0-2,31.0,19,1451.61,-17
121,Texas-San Antonio,0-2,22.667,9,1451.43,-7
122,SMU,0-2,19.0,6,1451.23,-11
123,Massachusetts,1-2,50.25,50,1451.0,-11
124,Rice,1-2,39.0,25,1447.94,-5
125,Connecticut,0-2,4.0,2,1440.39,-4
126,Bowling Green,0-2,20.0,7,1438.62,-3
127,San José St,0-2,46.333,40,1437.74,-1
128,New Mexico St,0-3,41.25,28,1424.24,0
129,UTEP,0-2,66.333,93,1422.64,0
130,Old Dominion,0-2,65.667,92,1415.57,0
