Rank,Team,Record,SoS,SoS Rank,ELO,Change
1,Alabama,8-0,67.889,90,1675.41,0
2,Clemson,7-0,55.0,33,1634.1,3
3,Michigan,7-1,49.222,21,1629.68,1
4,Notre Dame,7-0,58.375,52,1627.66,-1
5,Central Florida,7-0,86.375,126,1620.37,1
6,Oklahoma,6-1,52.125,26,1618.9,1
7,Fresno St,6-1,85.5,125,1613.79,1
8,Ohio State,7-1,67.556,87,1608.99,-6
9,LSU,7-1,44.333,10,1607.38,1
10,Iowa,6-1,62.25,67,1596.68,7
11,Penn State,5-2,56.5,40,1593.97,2
12,Georgia,6-1,62.25,68,1593.7,-3
13,Texas,6-1,58.0,48,1586.47,-1
14,South Florida,7-0,95.875,129,1584.31,2
15,Washington St,6-1,76.5,109,1584.11,7
16,Purdue,4-3,52.0,25,1582.44,17
17,Appalachian St,5-1,72.286,97,1582.07,3
18,Florida,6-1,61.25,64,1581.98,-4
19,Utah St,6-1,82.875,120,1581.3,-1
20,Washington,6-2,57.444,45,1580.77,4
21,Kentucky,6-1,62.5,69,1577.63,0
22,Wisconsin,5-2,59.375,53,1577.61,5
23,Buffalo,7-1,75.444,106,1574.9,5
24,Houston,6-1,88.125,127,1574.03,2
25,Alabama-Birmingham,6-1,77.625,110,1571.27,5
26,Boise St,5-2,72.875,99,1566.28,6
27,North Carolina St,5-1,51.714,23,1562.36,-16
28,Utah,5-2,52.75,29,1561.9,11
29,Cincinnati,6-1,74.625,102,1559.83,-14
30,Temple,5-3,67.667,88,1558.17,12
31,West Virginia,5-1,67.714,89,1554.69,-2
32,North Texas,6-2,82.222,119,1552.76,-13
33,Miami FL,5-2,58.375,51,1551.34,-2
34,Texas Tech,5-2,60.625,61,1547.89,15
35,Army,5-2,56.25,37,1547.57,3
36,Georgia Southern,6-1,83.5,121,1547.17,9
37,Texas A&M;,5-2,51.875,24,1546.94,-3
38,Virginia,5-2,60.375,60,1546.85,12
39,San Diego St,6-1,67.5,86,1546.68,2
40,Boston College,5-2,64.875,76,1543.32,-3
41,Oregon,5-2,67.375,85,1542.94,-18
42,Auburn,5-3,59.889,57,1542.41,11
43,Duke,5-2,57.25,44,1539.02,-18
44,Stanford,5-2,45.5,12,1538.24,8
45,Marshall,5-2,76.0,108,1533.83,15
46,Syracuse,5-2,69.125,91,1531.85,5
47,Iowa St,3-3,39.429,4,1530.79,-1
48,Missouri,4-3,48.875,20,1527.59,19
49,Florida Int'l,5-2,84.0,122,1526.62,7
50,Colorado,5-2,71.625,96,1525.75,-15
51,Mississippi St,4-3,46.625,15,1525.25,-15
52,Michigan St,4-3,43.875,9,1525.07,-12
53,Western Michigan,6-2,74.889,103,1524.89,11
54,Troy,5-2,84.625,123,1520.82,0
55,Louisiana Tech,5-2,66.75,81,1519.05,7
56,Virginia Tech,4-2,64.714,74,1518.17,-1
57,Northwestern,4-3,53.0,30,1515.86,6
58,Southern Cal,4-3,42.625,7,1515.32,-14
59,Florida St,4-3,67.25,84,1515.0,15
60,Oklahoma St,4-3,65.0,78,1512.6,-3
61,Hawai`i,6-2,88.889,128,1512.53,-3
62,South Carolina,3-3,40.857,5,1511.35,-3
63,Maryland,4-3,48.875,19,1508.94,-16
64,Ohio U.,4-3,79.375,115,1507.37,12
65,Mississippi,5-3,59.667,56,1507.34,-17
66,Memphis,4-4,80.222,117,1506.03,-23
67,Miami OH,3-5,65.667,79,1498.47,-2
68,Brigham Young,4-3,51.625,22,1497.11,2
69,Baylor,4-3,58.125,50,1496.58,2
70,Arizona St,3-4,53.25,31,1495.52,-9
71,Southern Miss,3-3,75.429,105,1495.23,11
72,Arkansas St,4-3,64.875,75,1494.13,12
73,Eastern Michigan,4-4,57.444,46,1493.87,16
74,Northern Illinois,4-3,56.75,41,1491.05,1
75,Middle Tennessee St,4-3,63.0,70,1489.35,11
76,Kansas St,3-4,56.375,39,1488.85,2
77,Air Force,3-4,72.375,98,1488.18,8
78,Indiana,4-4,43.222,8,1487.24,-10
79,Georgia Tech,3-4,64.0,73,1485.38,0
80,California,4-3,80.75,118,1482.4,14
81,TCU,3-4,41.375,6,1481.69,-15
82,Toledo,3-4,61.0,63,1476.36,-10
83,Louisiana-Lafayette,3-4,64.875,77,1475.79,-6
84,Florida Atlantic,3-4,56.0,36,1474.43,-15
85,Pittsburgh,3-4,46.875,17,1472.4,3
86,Coastal Carolina,4-3,70.25,94,1469.64,9
87,Arizona,3-5,66.778,82,1466.77,0
88,Vanderbilt,3-5,45.889,13,1464.27,-5
89,New Mexico,3-4,77.625,111,1463.71,-9
90,Minnesota,3-4,46.25,14,1461.34,-17
91,Wake Forest,3-4,56.375,38,1458.19,-10
92,Tennessee,3-4,44.5,11,1455.5,-2
93,Tulane,2-5,55.25,34,1452.14,-1
94,Akron,3-3,63.143,71,1451.45,5
95,UCLA,2-5,34.0,1,1447.96,8
96,Illinois,3-4,54.0,32,1447.69,-5
97,Louisiana-Monroe,4-4,74.111,101,1446.58,12
98,Nevada,3-4,66.125,80,1443.93,4
99,SMU,3-4,55.25,35,1442.71,11
100,Kansas,2-5,70.0,93,1438.9,-7
101,Nebraska,1-6,35.625,2,1438.79,17
102,UNC-Charlotte,3-4,73.625,100,1436.31,-6
