,_id,_season,_week,_season_type,_start_date,_neutral_site,_conference_game,_home_id,_home_team,_home_points,_away_id,_away_team,_away_points,home_recent_week,home_elo,away_recent_week,away_elo,home_expected,away_expected,mov_multiplier,new_home_elo,new_away_elo,home_elo_change,away_elo_change,home_won,played,home_fbs,away_fbs,fbs_count
53,401112245.0,2019.0,1.0,regular,2019-08-31T20:00:00.000Z,False,False,24.0,Stanford,17.0,77.0,Northwestern,7.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,2.3978952727983707,1520.0308500892684,1479.9691499107316,20.03085008926837,-20.03085008926837,True,True,True,True,2
54,401112434.0,2019.0,1.0,regular,2019-08-31T22:00:00.000Z,False,False,2335.0,Liberty,0.0,183.0,Syracuse,24.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,3.2188758248682006,1468.9491572147024,1531.0508427852976,-31.05084278529762,31.05084278529762,False,True,True,True,2
55,401121935.0,2019.0,1.0,regular,2019-08-31T22:00:00.000Z,False,False,2653.0,Troy,43.0,2097.0,Campbell,14.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,3.929954957802911,1509.6296213960768,1194.3703786039232,9.6296213960768,-9.6296213960768,True,True,True,False,1
56,401114245.0,2019.0,1.0,regular,2019-08-31T22:00:00.000Z,False,False,2636.0,UT San Antonio,35.0,2916.0,Incarnate Word,7.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,3.8907829968331114,1509.5336378141956,1194.4663621858044,9.533637814195572,-9.533637814195572,True,True,True,False,1
57,401117495.0,2019.0,1.0,regular,2019-08-31T22:00:00.000Z,False,False,167.0,New Mexico,39.0,2534.0,Sam Houston State,31.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,2.538809910787649,1506.2208800100752,1197.7791199899248,6.220880010075234,-6.220880010075234,True,True,True,False,1
58,401114240.0,2019.0,1.0,regular,2019-08-31T22:30:00.000Z,False,False,276.0,Marshall,56.0,2678.0,VMI,17.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,4.262360713787111,1510.4441196827934,1193.5558803172066,10.44411968279337,-10.44411968279337,True,True,True,False,1
59,401114174.0,2019.0,1.0,regular,2019-08-31T22:30:00.000Z,False,False,25.0,California,27.0,302.0,UC Davis,13.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,3.1290496021138985,1507.6671522501995,1196.3328477498005,7.667152250199479,-7.667152250199479,True,True,True,False,1
60,401114242.0,2019.0,1.0,regular,2019-08-31T23:00:00.000Z,False,False,295.0,Old Dominion,24.0,2450.0,Norfolk State,21.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,1.6018107113780249,1503.9249382917544,1200.0750617082456,3.9249382917544153,-3.9249382917544153,True,True,True,False,1
61,401114243.0,2019.0,1.0,regular,2019-08-31T23:00:00.000Z,False,False,2572.0,Southern Mississippi,38.0,2016.0,Alcorn State,10.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,3.8907829968331114,1509.5336378141956,1194.4663621858044,9.533637814195572,-9.533637814195572,True,True,True,False,1
62,401117858.0,2019.0,1.0,regular,2019-08-31T23:00:00.000Z,False,False,2032.0,Arkansas State,30.0,2567.0,SMU,37.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,2.0794415416798357,1479.940694855925,1520.059305144075,-20.059305144075097,20.059305144075097,False,True,True,True,2
63,401119257.0,2019.0,1.0,regular,2019-08-31T23:00:00.000Z,False,False,2459.0,Northern Illinois,24.0,2287.0,Illinois State,10.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,3.1290496021138985,1507.6671522501995,1196.3328477498005,7.667152250199479,-7.667152250199479,True,True,True,False,1
64,401112106.0,2019.0,1.0,regular,2019-08-31T23:00:00.000Z,False,False,2306.0,Kansas State,49.0,2447.0,Nicholls,14.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,4.140620622165674,1510.1458183018296,1193.8541816981704,10.14581830182965,-10.14581830182965,True,True,True,False,1
65,401112073.0,2019.0,1.0,regular,2019-08-31T23:00:00.000Z,False,False,239.0,Baylor,56.0,2617.0,Stephen F. Austin,17.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,4.262360713787111,1510.4441196827934,1193.5558803172066,10.44411968279337,-10.44411968279337,True,True,True,False,1
66,401119258.0,2019.0,1.0,regular,2019-08-31T23:00:00.000Z,False,False,2711.0,Western Michigan,48.0,2405.0,Monmouth,13.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,4.140620622165674,1510.1458183018296,1193.8541816981704,10.14581830182965,-10.14581830182965,True,True,True,False,1
67,401110722.0,2019.0,1.0,regular,2019-08-31T23:30:00.000Z,True,False,2.0,Auburn,27.0,2483.0,Oregon,21.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,1.9459101490553132,1516.2551863399042,1483.7448136600958,16.255186339904185,-16.255186339904185,True,True,True,True,2
68,401112222.0,2019.0,1.0,regular,2019-08-31T23:30:00.000Z,False,False,130.0,Michigan,40.0,2393.0,Middle Tennessee,21.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,2.995732273553991,1525.024889435273,1474.975110564727,25.024889435273053,-25.024889435273053,True,True,True,True,2
69,401110725.0,2019.0,1.0,regular,2019-08-31T23:30:00.000Z,False,False,99.0,LSU,55.0,290.0,Georgia Southern,3.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,3.970291913552122,1533.1658863642474,1466.8341136357526,33.1658863642474,-33.1658863642474,True,True,True,True,2
70,401114241.0,2019.0,1.0,regular,2019-08-31T23:30:00.000Z,False,False,249.0,North Texas,51.0,2000.0,Abilene Christian,31.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,3.5178305477896696,1508.6197874211023,1195.3802125788977,8.619787421102274,-8.619787421102274,True,True,True,False,1
71,401110728.0,2019.0,1.0,regular,2019-08-31T23:30:00.000Z,False,False,2751.0,Wyoming,37.0,142.0,Missouri,31.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,1.9459101490553132,1516.2551863399042,1483.7448136600958,16.255186339904185,-16.255186339904185,True,True,True,True,2
72,401112191.0,2019.0,1.0,regular,2019-08-31T23:30:00.000Z,False,False,2294.0,Iowa,38.0,193.0,Miami (OH),14.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,3.2188758248682006,1526.88892206233,1473.11107793767,26.88892206233004,-26.88892206233004,True,True,True,True,2
73,401110732.0,2019.0,1.0,regular,2019-08-31T23:30:00.000Z,False,True,238.0,Vanderbilt,6.0,61.0,Georgia,30.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,3.2188758248682006,1468.9491572147024,1531.0508427852976,-31.05084278529762,31.05084278529762,False,True,True,True,2
74,401112433.0,2019.0,1.0,regular,2019-08-31T23:30:00.000Z,False,True,221.0,Pittsburgh,14.0,258.0,Virginia,30.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,2.833213344056216,1472.669445200764,1527.330554799236,-27.330554799236097,27.330554799236097,False,True,True,True,2
75,401114244.0,2019.0,1.0,regular,2019-09-01T00:00:00.000Z,False,False,2638.0,UTEP,36.0,2277.0,Houston Baptist,34.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,1.2694049553938245,1503.1104400050376,1200.8895599949624,3.110440005037617,-3.110440005037617,True,True,True,False,1
76,401112135.0,2019.0,1.0,regular,2019-09-01T00:00:00.000Z,False,False,251.0,Texas,45.0,2348.0,Louisiana Tech,14.0,0,1500,0,1500,0.5359159269451023,0.4640840730548977,3.4657359027997265,1528.95107101027,1471.04892898973,28.95107101026997,-28.95107101026997,True,True,True,True,2
77,401112129.0,2019.0,1.0,regular,2019-09-01T00:00:00.000Z,False,False,2628.0,TCU,39.0,2029.0,Arkansas-Pine Bluff,7.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,4.040082266400345,1509.8994678188853,1194.1005321811147,9.899467818885341,-9.899467818885341,True,True,True,False,1
78,401128468.0,2019.0,1.0,regular,2019-09-01T00:00:00.000Z,False,False,2433.0,Louisiana Monroe,31.0,2755.0,Grambling,9.0,0,1500,0,1204,0.8638714763418578,0.13612852365814215,3.622944997397127,1508.8773507682258,1195.1226492317742,8.877350768225824,-8.877350768225824,True,True,True,False,1
