Game ID,Home,Home Elo,Home Score,Away,Away Elo,Away Score,Obs. Spread,Pred. Spread,Elo Diff.,Home Win,Away Win
376,Troy,1507.77,35,Akron,1242.49,7,28,26.53,265.28,1,0
377,Southern Miss,1466.81,7,Alabama,1730.52,49,42,26.37,263.71,0,1
378,Grambling St,1413.49,20,Alabama St,1331.46,23,3,8.2,82.03,0,1
379,South Alabama,1319.7,3,Alabama-Birmingham,1471.39,35,32,15.17,151.68,0,1
380,Lafayette,1255.7,7,Albany NY,1471.51,36,29,21.58,215.81,0,1
381,Prairie View A&M,1385.85,41,Alcorn St,1455.03,45,4,6.92,69.18,0,1
382,Colorado,1455.02,34,Arizona St,1519.73,31,3,6.47,64.71,1,0
384,Southern Illinois,1464.33,28,Arkansas St,1516.71,41,13,5.24,52.38,0,1
385,Morgan St,1260.87,21,Army,1499.6,52,31,23.87,238.73,0,1
386,Washington,1588.25,45,Brigham Young,1541.81,19,26,4.64,46.44,1,0
387,Brown,1318.72,35,Bryant,1267.87,30,5,5.09,50.85,1,0
388,Temple,1539.7,22,Buffalo,1541.82,38,16,0.21,2.13,0,1
389,Davidson,1443.82,29,Campbell,1388.35,31,2,5.55,55.47,0,1
390,James Madison,1627.06,37,Chattanooga,1373.88,14,23,25.32,253.18,1,0
391,UNC-Charlotte,1414.8,10,Clemson,1767.37,52,42,35.26,352.57,0,1
392,Maine,1401.49,35,Colgate,1271.22,21,14,13.03,130.27,1,0
393,Toledo,1442.01,41,Colorado St,1451.19,35,6,0.92,9.18,1,0
394,Duquesne,1350.67,35,Dayton,1459.86,31,4,10.92,109.19,1,0
395,Pennsylvania,1368.22,27,Delaware,1341.12,28,1,2.71,27.1,0,1
396,Howard,1200.94,24,Delaware St,1187.72,9,15,1.32,13.22,1,0
397,William & Mary,1366.01,7,East Carolina,1425.53,19,12,5.95,59.52,0,1
398,Austin Peay,1523.1,14,East Tennessee St,1283.31,20,6,23.98,239.8,0,1
399,Central Conn St,1543.52,29,Eastern Michigan,1468.97,34,5,7.45,74.54,0,1
400,Tennessee,1572.29,3,Florida,1675.82,34,31,10.35,103.53,0,1
401,Southern U.,1406.27,21,Florida A&M,1455.32,27,6,4.91,49.05,0,1
402,Wagner,1197.3,7,Florida Atlantic,1528.24,42,35,33.09,330.94,0,1
403,Louisville,1552.26,24,Florida St,1557.52,35,11,0.53,5.26,0,1
404,Sacramento St,1510.47,20,Fresno St,1461.2,34,14,4.93,49.27,0,1
405,Mercer,1289.67,10,Furman,1483.81,45,35,19.41,194.14,0,1
406,Notre Dame,1663.92,17,Georgia,1729.6,23,6,6.57,65.67,0,1
407,Central Arkansas,1434.53,16,Hawai`i,1531.49,35,19,9.7,96.96,0,1
408,Northwestern St,1259.83,21,Houston Baptist,1301.82,48,27,4.2,41.99,0,1
409,Eastern Washington,1414.82,27,Idaho,1351.29,35,8,6.35,63.53,0,1
410,Nebraska,1503.07,42,Illinois,1528.31,38,4,2.52,25.24,1,0
411,Northern Arizona,1301.02,27,Illinois St,1459.0,40,13,15.8,157.98,0,1
412,Connecticut,1343.13,3,Indiana,1579.29,38,35,23.62,236.16,0,1
413,Eastern Illinois,1218.84,6,Indiana St,1374.3,16,10,15.55,155.46,0,1
414,Louisiana-Monroe,1455.67,20,Iowa St,1627.41,72,52,17.17,171.74,0,1
415,Dartmouth,1571.81,35,Jacksonville FL,1244.32,6,29,32.75,327.49,1,0
416,North Alabama,1306.46,12,Jacksonville St,1360.37,30,18,5.39,53.91,0,1
417,West Virginia,1455.98,29,Kansas,1431.23,24,5,2.47,24.75,1,0
418,Bowling Green,1340.8,20,Kent St,1449.07,62,42,10.83,108.28,0,1
419,Hampton,1311.8,27,Liberty,1487.55,62,35,17.57,175.75,0,1
421,Cornell NY,1400.85,21,Marist,1278.23,7,14,12.26,122.62,1,0
422,Coastal Carolina,1455.26,62,Massachusetts,1235.37,28,34,21.99,219.89,1,0
423,Central Michigan,1512.82,12,Miami FL,1553.87,17,5,4.11,41.06,0,1
424,California,1503.04,28,Mississippi,1507.86,20,8,0.48,4.83,1,0
425,Kentucky,1571.23,13,Mississippi St,1524.09,28,15,4.71,47.15,0,1
427,South Carolina,1484.79,14,Missouri,1530.34,34,20,4.56,45.55,0,1
428,Kennesaw St,1521.46,35,Missouri St,1234.4,24,11,28.71,287.05,1,0
430,Monmouth NJ,1531.41,27,Montana,1513.19,47,20,1.82,18.23,0,1
431,Norfolk St,1370.73,21,Montana St,1523.76,56,35,15.3,153.03,0,1
432,Morehead St,1279.54,7,Murray St,1302.9,59,52,2.34,23.36,0,1
433,Rhode Island,1265.27,24,New Hampshire,1429.99,27,3,16.47,164.72,0,1
434,New Mexico St,1356.47,52,New Mexico,1330.43,55,3,2.6,26.04,0,1
435,Appalachian St,1675.51,34,North Carolina,1509.9,31,3,16.56,165.6,1,0
437,Ball St,1452.32,23,North Carolina St,1450.19,34,11,0.21,2.13,0,1
438,UC-Davis,1371.51,16,North Dakota St,1649.89,27,11,27.84,278.37,0,1
439,Texas-San Antonio,1309.18,3,North Texas,1359.26,45,42,5.01,50.08,0,1
440,South Dakota,1402.91,14,Northern Colorado,1193.32,6,8,20.96,209.59,1,0
441,Idaho St,1234.34,6,Northern Iowa,1482.79,13,7,24.85,248.45,0,1
442,Michigan St,1522.86,31,Northwestern,1432.86,10,21,9.0,90.0,1,0
443,Miami OH,1500.73,5,Ohio State,1782.52,76,71,28.18,281.79,0,1
444,Louisiana-Lafayette,1640.8,45,Ohio U.,1495.01,25,20,14.58,145.79,1,0
445,Central Florida,1641.4,34,Pittsburgh,1514.67,35,1,12.67,126.72,0,1
447,Eastern Kentucky,1425.8,35,Presbyterian,1227.45,10,25,19.84,198.35,1,0
448,Butler,1228.19,7,Princeton,1507.98,49,42,27.98,279.78,0,1
449,Baylor,1665.52,21,Rice,1298.96,13,8,36.66,366.56,1,0
450,Boston College,1523.54,30,Rutgers,1370.35,16,14,15.32,153.19,1,0
451,Incarnate Word,1316.83,6,Sam Houston St,1466.68,45,39,14.98,149.85,0,1
452,Alabama A&M,1345.26,21,Samford,1367.68,55,34,2.24,22.42,0,1
453,Harvard,1410.22,23,San Diego,1539.52,31,8,12.93,129.31,0,1
454,Utah St,1497.19,23,San Diego St,1564.75,17,6,6.76,67.56,1,0
455,Lamar,1241.53,34,SE Louisiana,1491.06,45,11,24.95,249.53,0,1
457,Southern Utah,1232.93,7,South Dakota St,1522.58,43,36,28.96,289.64,0,1
458,Columbia,1313.66,31,St Francis PA,1360.67,14,17,4.7,47.01,1,0
459,Oregon,1675.71,21,Stanford,1445.65,6,15,23.01,230.07,1,0
460,Nicholls St,1436.93,48,Stephen F. Austin,1263.01,30,18,17.39,173.92,1,0
462,Fordham,1279.64,10,Stony Brook,1344.29,45,35,6.47,64.66,0,1
463,Western Michigan,1541.63,33,Syracuse,1463.14,52,19,7.85,78.49,0,1
464,SMU,1601.76,41,TCU,1526.55,38,3,7.52,75.2,1,0
465,Arkansas-Pine Bluff,1339.69,37,Tennessee St,1246.86,31,6,9.28,92.82,1,0
466,Oklahoma St,1613.62,30,Texas,1537.72,36,6,7.59,75.91,0,1
467,Auburn,1654.33,28,Texas A&M,1613.82,20,8,4.05,40.52,1,0
468,Georgia St,1534.13,34,Texas St-San Marcos,1352.08,37,3,18.21,182.06,0,1
469,Charleston Southern,1362.14,13,The Citadel,1409.07,22,9,4.69,46.92,0,1
470,Villanova,1512.39,52,Towson,1463.92,45,7,4.85,48.46,1,0
472,Wyoming,1574.5,21,Tulsa,1388.96,24,3,18.55,185.54,0,1
473,Nevada,1475.66,37,UTEP,1209.29,21,16,26.64,266.37,1,0
474,LSU,1743.48,66,Vanderbilt,1412.55,38,28,33.09,330.92,1,0
475,Old Dominion,1249.03,17,Virginia,1600.93,28,11,35.19,351.9,0,1
476,Robert Morris PA,1385.08,31,VMI,1315.06,21,10,7.0,70.02,1,0
477,Elon,1392.53,7,Wake Forest,1582.47,49,42,18.99,189.94,0,1
478,UCLA,1456.93,67,Washington St,1552.18,63,4,9.53,95.26,1,0
479,Tennessee Tech,1320.22,38,Western Illinois,1229.84,24,14,9.04,90.38,1,0
480,Michigan,1688.55,14,Wisconsin,1683.44,35,21,0.51,5.11,0,1
481,Gardner-Webb,1255.48,10,Wofford,1509.68,49,39,25.42,254.2,0,1
482,Holy Cross,1405.18,10,Yale,1543.33,23,13,13.82,138.16,0,1
483,Navy,1600.05,23,Memphis,1667.3,35,12,6.73,67.25,0,1
484,Delaware St,1187.72,0,North Carolina A&T,1487.58,37,37,29.99,299.85,0,1
486,Arizona St,1519.73,24,California,1503.04,17,7,1.67,16.69,1,0
487,Brown,1318.72,7,Harvard,1410.22,42,35,9.15,91.49,0,1
488,Penn State,1676.97,59,Maryland,1423.66,0,59,25.33,253.31,1,0
489,Duke,1435.8,45,Virginia Tech,1611.9,10,35,17.61,176.1,1,0
490,Mississippi,1507.86,31,Alabama,1730.52,59,28,22.27,222.66,0,1
492,William & Mary,1366.01,31,Albany NY,1471.51,39,8,10.55,105.5,0,1
494,Coastal Carolina,1455.26,37,Appalachian St,1675.51,56,19,22.02,220.24,0,1
495,UCLA,1456.93,17,Arizona,1422.92,20,3,3.4,34.01,0,1
496,Southern U.,1406.27,31,Arkansas-Pine Bluff,1339.69,7,24,6.66,66.59,1,0
497,Mississippi St,1524.09,23,Auburn,1654.33,56,33,13.02,130.25,0,1
498,Jacksonville St,1360.37,33,Austin Peay,1523.1,52,19,16.27,162.73,0,1
499,Iowa St,1627.41,21,Baylor,1665.52,23,2,3.81,38.11,0,1
500,Wake Forest,1582.47,27,Boston College,1523.54,24,3,5.89,58.93,1,0
501,St Francis PA,1360.67,16,Bryant,1267.87,6,10,9.28,92.8,1,0
502,Princeton,1507.98,56,Bucknell,1242.48,23,33,26.55,265.5,1,0
503,Connecticut,1343.13,21,Central Florida,1641.4,56,35,29.83,298.27,0,1
504,Western Carolina,1248.32,36,Chattanooga,1373.88,60,24,12.56,125.56,0,1
505,Georgetown DC,1340.76,24,Columbia,1313.66,10,14,2.71,27.1,1,0
506,Colgate,1271.22,3,Dartmouth,1571.81,38,35,30.06,300.6,0,1
507,Tennessee Tech,1320.22,40,Eastern Illinois,1218.84,29,11,10.14,101.38,1,0
508,Tennessee St,1246.86,16,Eastern Kentucky,1425.8,42,26,17.89,178.94,0,1
510,James Madison,1627.06,45,Elon,1392.53,10,35,23.45,234.53,1,0
511,Towson,1463.92,0,Florida,1675.82,38,38,21.19,211.89,0,1
512,North Carolina St,1450.19,13,Florida St,1557.52,31,18,10.73,107.33,0,1
513,Richmond,1375.92,16,Fordham,1279.64,23,7,9.63,96.29,0,1
514,East Tennessee St,1283.31,10,Furman,1483.81,17,7,20.05,200.5,0,1
515,Louisiana-Lafayette,1640.8,37,Georgia Southern,1502.44,24,13,13.84,138.36,1,0
517,Texas Southern,1138.0,31,Houston Baptist,1301.82,68,37,16.38,163.82,0,1
518,Bethune-Cookman,1398.87,37,Howard,1200.94,29,8,19.79,197.92,1,0
519,Portland St,1346.32,24,Idaho St,1234.34,51,27,11.2,111.99,0,1
520,Abilene Christian,1354.72,24,Incarnate Word,1316.83,31,7,3.79,37.89,0,1
521,Middle Tennessee St,1385.64,3,Iowa,1627.71,48,45,24.21,242.07,0,1
525,Pennsylvania,1368.22,28,Lafayette,1255.7,24,4,11.25,112.52,1,0
526,Stephen F. Austin,1263.01,24,Lamar,1241.53,17,7,2.15,21.48,1,0
528,New Mexico,1330.43,10,Liberty,1487.55,17,7,15.71,157.12,0,1
529,South Alabama,1319.7,17,Louisiana-Monroe,1455.67,30,13,13.6,135.97,0,1
530,Drake,1376.03,41,Marist,1278.23,17,24,9.78,97.8,1,0
531,Cincinnati,1625.38,52,Marshall,1454.56,14,38,17.08,170.82,1,0
532,Akron,1242.49,29,Massachusetts,1235.37,37,8,0.71,7.12,0,1
533,Sam Houston St,1466.68,28,McNeese St,1397.83,17,11,6.89,68.86,1,0
534,Campbell,1388.35,34,Mercer,1289.67,27,7,9.87,98.68,1,0
535,Buffalo,1541.82,20,Miami OH,1500.73,34,14,4.11,41.1,0,1
536,Rutgers,1370.35,0,Michigan,1688.55,52,52,31.82,318.19,0,1
537,Indiana,1579.29,31,Michigan St,1522.86,40,9,5.64,56.43,0,1
538,Northern Arizona,1301.02,31,Montana St,1523.76,49,18,22.27,222.74,0,1
539,North Carolina Central,1272.68,27,Morgan St,1260.87,17,10,1.18,11.81,1,0
540,Ohio State,1782.52,48,Nebraska,1503.07,7,41,27.95,279.45,1,0
541,Hawai`i,1531.49,54,Nevada,1475.66,3,51,5.58,55.83,1,0
542,Duquesne,1350.67,6,New Hampshire,1429.99,23,17,7.93,79.32,0,1
543,Fresno St,1461.2,30,New Mexico St,1356.47,17,13,10.47,104.74,1,0
544,Florida A&M,1455.32,30,Norfolk St,1370.73,28,2,8.46,84.59,1,0
545,Presbyterian,1227.45,21,North Alabama,1306.46,41,20,7.9,79.01,0,1
546,Clemson,1767.37,21,North Carolina,1509.9,20,1,25.75,257.47,1,0
547,Houston,1457.12,46,North Texas,1359.26,25,21,9.79,97.86,1,0
548,Idaho,1351.29,24,Northern Colorado,1193.32,27,3,15.8,157.98,0,1
549,SE Louisiana,1491.06,44,Northwestern St,1259.83,27,17,23.12,231.23,1,0
550,Virginia,1600.93,20,Notre Dame,1663.92,35,15,6.3,62.99,0,1
551,Texas Tech,1506.64,16,Oklahoma,1674.73,55,39,16.81,168.09,0,1
552,Kansas St,1586.54,13,Oklahoma St,1613.62,26,13,2.71,27.08,0,1
553,East Carolina,1425.53,24,Old Dominion,1249.03,21,3,17.65,176.5,1,0
554,Stanford,1445.65,31,Oregon St,1507.36,28,3,6.17,61.71,1,0
555,Delaware,1341.12,14,Pittsburgh,1514.67,17,3,17.35,173.55,0,1
556,Grambling St,1413.49,36,Prairie View A&M,1385.85,42,6,2.76,27.64,0,1
557,Minnesota,1670.26,38,Purdue,1468.85,31,7,20.14,201.41,1,0
558,Stony Brook,1344.29,31,Rhode Island,1265.27,27,4,7.9,79.02,1,0
559,Louisiana Tech,1485.98,23,Rice,1298.96,20,3,18.7,187.02,1,0
560,The Citadel,1409.07,55,Samford,1367.68,61,6,4.14,41.38,0,1
561,Kentucky,1571.23,7,South Carolina,1484.79,24,17,8.64,86.44,0,1
562,SMU,1601.76,48,South Florida,1456.26,21,27,14.55,145.49,1,0
563,UTEP,1209.29,13,Southern Miss,1466.81,31,18,25.75,257.52,0,1
564,Cal Poly SLO,1283.16,24,Southern Utah,1232.93,21,3,5.02,50.23,1,0
566,Holy Cross,1405.18,3,Syracuse,1463.14,41,38,5.8,57.96,0,1
567,Kansas,1431.23,14,TCU,1526.55,51,37,9.53,95.32,0,1
568,Georgia Tech,1387.92,2,Temple,1539.7,24,22,15.18,151.77,0,1
569,Murray St,1302.9,7,Tennessee-Martin,1406.89,40,33,10.4,103.99,0,1
570,Arkansas,1390.88,27,Texas A&M,1613.82,31,4,22.29,222.94,0,1
571,Nicholls St,1436.93,3,Texas St-San Marcos,1352.08,24,21,8.49,84.85,0,1
572,Brigham Young,1541.81,21,Toledo,1442.01,28,7,9.98,99.8,0,1
573,Arkansas St,1516.71,50,Troy,1507.77,43,7,0.89,8.94,1,0
574,Montana,1513.19,45,UC-Davis,1371.51,20,25,14.17,141.67,1,0
575,Florida Atlantic,1528.24,45,UNC-Charlotte,1414.8,27,18,11.34,113.44,1,0
576,Washington St,1552.18,13,Utah,1703.18,38,25,15.1,151.0,0,1
577,Colorado St,1451.19,24,Utah St,1497.19,34,10,4.6,46.0,0,1
579,Northern Illinois,1388.32,18,Vanderbilt,1412.55,24,6,2.42,24.24,0,1
580,Maine,1401.49,17,Villanova,1512.39,33,16,11.09,110.9,0,1
581,Wofford,1509.68,51,VMI,1315.06,36,15,19.46,194.62,1,0
583,Southern Cal,1598.89,14,Washington,1588.25,28,14,1.06,10.64,0,1
584,Northern Iowa,1482.79,17,Weber St,1505.75,29,12,2.3,22.96,0,1
585,Alabama-Birmingham,1471.39,13,Western Kentucky,1493.81,20,7,2.24,22.42,0,1
586,Central Michigan,1512.82,15,Western Michigan,1541.63,31,16,2.88,28.81,0,1
587,Northwestern,1432.86,15,Wisconsin,1683.44,24,9,25.06,250.58,0,1
588,UNLV,1375.75,17,Wyoming,1574.5,53,36,19.87,198.75,0,1
589,Cornell NY,1400.85,16,Yale,1543.33,27,11,14.25,142.48,0,1
590,Robert Morris PA,1385.08,10,Youngstown St,1407.51,45,35,2.24,22.43,0,1
591,Temple,1539.7,27,East Carolina,1425.53,17,10,11.42,114.17,1,0
592,Georgia Southern,1502.44,20,South Alabama,1319.7,17,3,18.27,182.74,1,0
593,Central Florida,1641.4,24,Cincinnati,1625.38,27,3,1.6,16.01,0,1
594,Dartmouth,1571.81,28,Pennsylvania,1368.22,15,13,20.36,203.59,1,0
596,Texas Southern,1138.0,28,Alabama A&M,1345.26,35,7,20.73,207.26,0,1
597,Alcorn St,1455.03,35,Alabama St,1331.46,7,28,12.36,123.57,1,0
598,Rice,1298.96,20,Alabama-Birmingham,1471.39,35,15,17.24,172.43,0,1
600,Tulane,1523.84,42,Army,1499.6,33,9,2.42,24.24,1,0
601,Morgan St,1260.87,20,Bethune-Cookman,1398.87,31,11,13.8,138.0,0,1
602,Rhode Island,1265.27,31,Brown,1318.72,28,3,5.35,53.46,1,0
603,Holy Cross,1405.18,21,Bucknell,1242.48,14,7,16.27,162.7,1,0
604,Ohio U.,1495.01,21,Buffalo,1541.82,20,1,4.68,46.81,1,0
605,Montana St,1523.76,34,Cal Poly SLO,1283.16,28,6,24.06,240.6,1,0
606,Presbyterian,1227.45,14,Campbell,1388.35,28,14,16.09,160.9,0,1
607,Eastern Michigan,1468.97,16,Central Michigan,1512.82,42,26,4.38,43.84,0,1
609,Lehigh,1284.05,21,Colgate,1271.22,14,7,1.28,12.84,1,0
610,Arizona,1422.92,35,Colorado,1455.02,30,5,3.21,32.1,1,0
611,San Diego St,1564.75,24,Colorado St,1451.19,10,14,11.36,113.55,1,0
612,South Florida,1456.26,48,Connecticut,1343.13,22,26,11.31,113.13,1,0
613,Georgetown DC,1340.76,14,Cornell NY,1400.85,8,6,6.01,60.09,1,0
614,Jacksonville FL,1244.32,28,Dayton,1459.86,56,28,21.55,215.54,0,1
615,South Carolina St,1470.18,38,Delaware St,1187.72,24,14,28.25,282.46,1,0
616,Valparaiso,1173.23,6,Drake,1376.03,35,29,20.28,202.8,0,1
617,Pittsburgh,1514.67,33,Duke,1435.8,30,3,7.89,78.87,1,0
619,Wofford,1509.68,35,East Tennessee St,1283.31,17,18,22.64,226.37,1,0
620,Tennessee-Martin,1406.89,38,Eastern Kentucky,1425.8,28,10,1.89,18.91,1,0
621,Auburn,1654.33,13,Florida,1675.82,24,11,2.15,21.48,0,1
622,North Carolina Central,1272.68,21,Florida A&M,1455.32,28,7,18.26,182.65,0,1
623,Massachusetts,1235.37,0,Florida Int'l,1423.54,44,44,18.82,188.17,0,1
624,Arkansas St,1516.71,38,Georgia St,1534.13,52,14,1.74,17.42,0,1
625,North Carolina,1509.9,38,Georgia Tech,1387.92,22,16,12.2,121.98,1,0
626,North Alabama,1306.46,34,Hampton,1311.8,40,6,0.53,5.34,0,1
627,Howard,1200.94,17,Harvard,1410.22,62,45,20.93,209.27,0,1
628,Incarnate Word,1316.83,38,Houston Baptist,1301.82,36,2,1.5,15.01,1,0
629,Weber St,1505.75,41,Idaho,1351.29,35,6,15.45,154.46,1,0
630,North Dakota St,1649.89,37,Illinois St,1459.0,3,34,19.09,190.89,1,0
631,TCU,1526.55,24,Iowa St,1627.41,49,25,10.09,100.86,0,1
632,Grambling St,1413.49,44,Jackson St,1257.78,21,23,15.57,155.71,1,0
633,Tennessee St,1246.86,23,Jacksonville St,1360.37,31,8,11.35,113.51,0,1
634,Oklahoma,1674.73,45,Kansas,1431.23,20,25,24.35,243.5,1,0
635,Baylor,1665.52,31,Kansas St,1586.54,12,19,7.9,78.97,1,0
636,Abilene Christian,1354.72,24,Lamar,1241.53,27,3,11.32,113.19,0,1
637,Memphis,1667.3,52,Louisiana-Monroe,1455.67,33,19,21.16,211.63,1,0
638,Boston College,1523.54,39,Louisville,1552.26,41,2,2.87,28.72,0,1
639,Utah St,1497.19,6,LSU,1743.48,42,36,24.63,246.29,0,1
640,SE Louisiana,1491.06,34,McNeese St,1397.83,38,4,9.32,93.23,0,1
641,Chattanooga,1373.88,34,Mercer,1289.67,17,17,8.42,84.21,1,0
643,Virginia Tech,1611.9,42,Miami FL,1553.87,35,7,5.8,58.03,1,0
644,Iowa,1627.71,3,Michigan,1688.55,10,7,6.08,60.84,0,1
645,Marshall,1454.56,13,Middle Tennessee St,1385.64,24,11,6.89,68.92,0,1
646,Illinois,1528.31,17,Minnesota,1670.26,40,23,14.2,141.95,0,1
647,Vanderbilt,1412.55,6,Mississippi,1507.86,31,25,9.53,95.31,0,1
648,Troy,1507.77,10,Missouri,1530.34,42,32,2.26,22.57,0,1
650,Idaho St,1234.34,20,Montana,1513.19,59,39,27.88,278.85,0,1
651,Davidson,1443.82,42,Morehead St,1279.54,31,11,16.43,164.28,1,0
652,Eastern Illinois,1218.84,17,Murray St,1302.9,24,7,8.41,84.06,0,1
653,Air Force,1623.68,25,Navy,1600.05,34,9,2.36,23.63,0,1
655,Elon,1392.53,10,New Hampshire,1429.99,26,16,3.75,37.46,0,1
656,Liberty,1487.55,20,New Mexico St,1356.47,13,7,13.11,131.08,1,0
657,Central Arkansas,1434.53,14,Nicholls St,1436.93,34,20,0.24,2.4,0,1
658,North Carolina A&T,1487.58,58,Norfolk St,1370.73,19,39,11.68,116.84,1,0
660,Northern Colorado,1193.32,23,Northern Arizona,1301.02,41,18,10.77,107.7,0,1
661,Ball St,1452.32,27,Northern Illinois,1388.32,20,7,6.4,64.0,1,0
662,Youngstown St,1407.51,14,Northern Iowa,1482.79,21,7,7.53,75.28,0,1
663,Bowling Green,1340.8,0,Notre Dame,1663.92,52,52,32.31,323.13,0,1
664,Michigan St,1522.86,10,Ohio State,1782.52,34,24,25.97,259.66,0,1
665,Western Kentucky,1493.81,20,Old Dominion,1249.03,3,17,24.48,244.78,1,0
666,California,1503.04,7,Oregon,1675.71,17,10,17.27,172.68,0,1
667,Purdue,1468.85,7,Penn State,1676.97,35,28,20.81,208.12,0,1
668,Southern Utah,1232.93,31,Portland St,1346.32,52,21,11.34,113.39,0,1
669,Columbia,1313.66,10,Princeton,1507.98,21,11,19.43,194.32,0,1
670,Albany NY,1471.51,20,Richmond,1375.92,23,3,9.56,95.58,0,1
671,Maryland,1423.66,48,Rutgers,1370.35,7,41,5.33,53.31,1,0
672,Eastern Washington,1414.82,27,Sacramento St,1510.47,48,21,9.56,95.64,0,1
673,Central Conn St,1543.52,28,Sacred Heart,1392.15,3,25,15.14,151.37,1,0
674,Stephen F. Austin,1263.01,20,Sam Houston St,1466.68,31,11,20.37,203.67,0,1
675,Furman,1483.81,58,Samford,1367.68,14,44,11.61,116.13,1,0
676,Marist,1278.23,7,San Diego,1539.52,31,24,26.13,261.29,0,1
677,Tennessee Tech,1320.22,37,SE Missouri St,1465.63,43,6,14.54,145.41,0,1
678,Tulsa,1388.96,37,SMU,1601.76,43,6,21.28,212.8,0,1
679,Indiana St,1374.3,0,South Dakota,1402.91,38,38,2.86,28.6,0,1
680,Southern Illinois,1464.33,10,South Dakota St,1522.58,28,18,5.82,58.24,0,1
681,Washington,1588.25,13,Stanford,1445.65,23,10,14.26,142.6,0,1
682,Butler,1228.19,27,Stetson,1386.35,30,3,15.82,158.16,0,1
683,James Madison,1627.06,45,Stony Brook,1344.29,38,7,28.28,282.77,1,0
684,Georgia,1729.6,43,Tennessee,1572.29,14,29,15.73,157.31,1,0
685,Oklahoma St,1613.62,35,Texas Tech,1506.64,45,10,10.7,106.98,0,1
686,VMI,1315.06,34,The Citadel,1409.07,21,13,9.4,94.0,1,0
687,Western Michigan,1541.63,24,Toledo,1442.01,31,7,9.96,99.62,0,1
688,Oregon St,1507.36,48,UCLA,1456.93,31,17,5.04,50.43,1,0
689,Boise St,1655.03,38,UNLV,1375.75,13,25,27.93,279.28,1,0
690,Texas-San Antonio,1309.18,26,UTEP,1209.29,16,10,9.99,99.88,1,0
691,Monmouth NJ,1531.41,16,Wagner,1197.3,14,2,33.41,334.11,1,0
692,Texas,1537.72,42,West Virginia,1455.98,31,11,8.17,81.73,1,0
693,Gardner-Webb,1255.48,24,Western Carolina,1248.32,21,3,0.72,7.16,1,0
694,Missouri St,1234.4,37,Western Illinois,1229.84,31,6,0.46,4.56,1,0
695,Villanova,1512.39,35,William & Mary,1366.01,28,7,14.64,146.37,1,0
696,Kent St,1449.07,0,Wisconsin,1683.44,48,48,23.44,234.37,0,1
697,Fordham,1279.64,24,Yale,1543.33,48,24,26.37,263.7,0,1
698,Appalachian St,1675.51,17,Louisiana-Lafayette,1640.8,7,10,3.47,34.71,1,0
699,Bethune-Cookman,1398.87,27,North Carolina Central,1272.68,13,14,12.62,126.19,1,0
700,Syracuse,1463.14,10,North Carolina St,1450.19,16,6,1.29,12.95,0,1
701,Louisiana-Monroe,1455.67,24,Texas St-San Marcos,1352.08,14,10,10.36,103.59,1,0
702,Virginia,1600.93,9,Miami FL,1553.87,17,8,4.71,47.06,0,1
703,Colorado St,1451.19,35,New Mexico,1330.43,21,14,12.08,120.76,1,0
704,Colorado,1455.02,3,Oregon,1675.71,45,42,22.07,220.69,0,1
705,Lafayette,1255.7,3,Princeton,1507.98,28,25,25.23,252.27,0,1
706,Houston Baptist,1301.82,20,Abilene Christian,1354.72,45,25,5.29,52.89,0,1
707,Fresno St,1461.2,24,Air Force,1623.68,43,19,16.25,162.48,0,1
708,Kent St,1449.07,26,Akron,1242.49,3,23,20.66,206.58,1,0
710,Washington,1588.25,51,Arizona,1422.92,27,24,16.53,165.33,1,0
711,Washington St,1552.18,34,Arizona St,1519.73,38,4,3.25,32.46,0,1
713,SE Missouri St,1465.63,24,Austin Peay,1523.1,28,4,5.75,57.47,0,1
714,Texas Tech,1506.64,30,Baylor,1665.52,33,3,15.89,158.88,0,1
715,Hawai`i,1531.49,37,Boise St,1655.03,59,22,12.35,123.54,0,1
716,Toledo,1442.01,7,Bowling Green,1340.8,20,13,10.12,101.21,0,1
717,Holy Cross,1405.18,47,Brown,1318.72,31,16,8.65,86.45,1,0
719,Drake,1376.03,42,Butler,1228.19,7,35,14.78,147.84,1,0
720,McNeese St,1397.83,31,Central Arkansas,1434.53,40,9,3.67,36.71,0,1
721,New Mexico St,1356.47,28,Central Michigan,1512.82,42,14,15.64,156.35,0,1
722,Florida St,1557.52,14,Clemson,1767.37,45,31,20.98,209.85,0,1
723,Georgia St,1534.13,31,Coastal Carolina,1455.26,21,10,7.89,78.87,1,0
724,Bucknell,1242.48,32,Colgate,1271.22,14,18,2.87,28.74,1,0
725,Central Conn St,1543.52,24,Columbia,1313.66,14,10,22.99,229.86,1,0
726,Yale,1543.33,10,Dartmouth,1571.81,42,32,2.85,28.48,0,1
727,San Diego,1539.52,37,Davidson,1443.82,17,20,9.57,95.7,1,0
728,Georgia Tech,1387.92,23,Duke,1435.8,41,18,4.79,47.88,0,1
729,Jacksonville St,1360.37,28,Eastern Illinois,1218.84,20,8,14.15,141.53,1,0
730,Ball St,1452.32,29,Eastern Michigan,1468.97,23,6,1.67,16.65,1,0
731,Northern Colorado,1193.32,21,Eastern Washington,1414.82,54,33,22.15,221.51,0,1
732,Delaware,1341.12,7,Elon,1392.53,42,35,5.14,51.4,0,1
733,Middle Tennessee St,1385.64,13,Florida Atlantic,1528.24,28,15,14.26,142.6,0,1
