Date,Home,Home Score,Away,Away Score,Location if Neutral Site
04-Nov-17,Baylor,38,Kansas,9,
04-Nov-17,Mississippi,37,Kentucky,34,
04-Nov-17,North Texas,24,Louisiana Tech,23,
04-Nov-17,Appalachian St,45,Louisiana-Monroe,52,
04-Nov-17,Virginia Tech,10,Miami FL,28,
04-Nov-17,Minnesota,10,Michigan,33,
04-Nov-17,Penn State,24,Michigan St,27,
04-Nov-17,UTEP,3,Middle Tennessee St,30,
04-Nov-17,Massachusetts,23,Mississippi St,34,
04-Nov-17,Florida,16,Missouri,45,
04-Nov-17,Northwestern,31,Nebraska,24,
04-Nov-17,Utah St,24,New Mexico,10,
04-Nov-17,Clemson,38,North Carolina St,31,
04-Nov-17,Wake Forest,37,Notre Dame,48,
04-Nov-17,Oklahoma,62,Oklahoma St,52,
04-Nov-17,UNC-Charlotte,0,Old Dominion,6,
04-Nov-17,Illinois,10,Purdue,29,
04-Nov-17,Maryland,24,Rutgers,31,
04-Nov-17,San Diego St,52,San José St,7,
04-Nov-17,Central Florida,31,SMU,24,
04-Nov-17,Louisiana-Lafayette,19,South Alabama,14,
04-Nov-17,Arizona,35,Southern Cal,49,
04-Nov-17,Texas,7,TCU,24,
04-Nov-17,Southern Miss,10,Tennessee,24,
04-Nov-17,Auburn,42,Texas A&M;,27,
04-Nov-17,New Mexico St,45,Texas St-San Marcos,35,
04-Nov-17,Kansas St,42,Texas Tech,35,
04-Nov-17,Cincinnati,17,Tulane,16,
04-Nov-17,Hawai`i,23,UNLV,31,
04-Nov-17,Western Kentucky,17,Vanderbilt,31,
04-Nov-17,Georgia Tech,36,Virginia,40,
04-Nov-17,Oregon,3,Washington,38,
04-Nov-17,Stanford,21,Washington St,24,
04-Nov-17,Iowa St,16,West Virginia,20,
04-Nov-17,Colorado St,13,Wyoming,16,
07-Nov-17,Bowling Green,28,Buffalo,38,
07-Nov-17,Akron,14,Miami OH,24,
08-Nov-17,Eastern Michigan,30,Central Michigan,42,
08-Nov-17,Toledo,10,Ohio U.,38,
08-Nov-17,Kent St,20,Western Michigan,48,
09-Nov-17,Georgia Southern,6,Appalachian St,27,
09-Nov-17,Ball St,17,Northern Illinois,63,
09-Nov-17,North Carolina,34,Pittsburgh,31,
10-Nov-17,Temple,35,Cincinnati,24,
10-Nov-17,Washington,22,Stanford,30,
10-Nov-17,Brigham Young,31,UNLV,21,
11-Nov-17,Wyoming,28,Air Force,14,
11-Nov-17,Oregon St,28,Arizona,49,
11-Nov-17,Duke,16,Army,21,
11-Nov-17,Georgia,17,Auburn,40,
11-Nov-17,Texas Tech,38,Baylor,24,Arlington TX
11-Nov-17,North Carolina St,17,Boston College,14,
11-Nov-17,Connecticut,24,Central Florida,49,
11-Nov-17,Florida St,14,Clemson,31,
11-Nov-17,Troy,42,Coastal Carolina,17,
11-Nov-17,Southern Cal,38,Colorado,24,
11-Nov-17,Boise St,59,Colorado St,52,
11-Nov-17,Tulane,31,East Carolina,24,
11-Nov-17,Old Dominion,37,Florida Int'l,30,
11-Nov-17,Virginia Tech,22,Georgia Tech,28,
11-Nov-17,Fresno St,31,Hawai`i,21,
11-Nov-17,Indiana,24,Illinois,14,
11-Nov-17,Oklahoma St,49,Iowa St,42,
11-Nov-17,West Virginia,28,Kansas St,23,
11-Nov-17,Florida Atlantic,48,Louisiana Tech,23,
11-Nov-17,Virginia,21,Louisville,38,
11-Nov-17,Arkansas,10,LSU,33,
11-Nov-17,Western Kentucky,23,Marshall,30,
11-Nov-17,Michigan,35,Maryland,10,
11-Nov-17,Maine,31,Massachusetts,44,Boston MA
11-Nov-17,Notre Dame,8,Miami FL,41,
11-Nov-17,Nebraska,21,Minnesota,54,
11-Nov-17,Louisiana-Lafayette,22,Mississippi,50,
11-Nov-17,Alabama,31,Mississippi St,24,
11-Nov-17,Tennessee,17,Missouri,50,
11-Nov-17,SMU,40,Navy,43,
11-Nov-17,San José St,14,Nevada,59,
11-Nov-17,UTEP,10,North Texas,45,
11-Nov-17,Purdue,13,Northwestern,23,
11-Nov-17,Michigan St,3,Ohio State,48,
11-Nov-17,TCU,20,Oklahoma,38,
11-Nov-17,Rutgers,6,Penn State,35,
11-Nov-17,Southern Miss,43,Rice,34,
11-Nov-17,Arkansas St,19,South Alabama,24,
11-Nov-17,Florida,20,South Carolina,28,
11-Nov-17,Wake Forest,64,Syracuse,43,
11-Nov-17,Kansas,27,Texas,42,
11-Nov-17,New Mexico,14,Texas A&M;,55,
11-Nov-17,Georgia St,33,Texas St-San Marcos,30,
11-Nov-17,Alabama-Birmingham,24,Texas-San Antonio,19,
11-Nov-17,Arizona St,37,UCLA,44,
11-Nov-17,Middle Tennessee St,35,UNC-Charlotte,21,
11-Nov-17,Washington St,33,Utah,25,
11-Nov-17,Kentucky,44,Vanderbilt,21,
11-Nov-17,Iowa,14,Wisconsin,38,
14-Nov-17,Ohio U.,34,Akron,37,
14-Nov-17,Toledo,66,Bowling Green,37,
15-Nov-17,Central Michigan,42,Kent St,23,
15-Nov-17,Eastern Michigan,27,Miami OH,24,
15-Nov-17,Western Michigan,31,Northern Illinois,35,
16-Nov-17,Buffalo,40,Ball St,24,
16-Nov-17,Tulsa,20,South Florida,27,
17-Nov-17,UNLV,38,New Mexico,35,
17-Nov-17,Middle Tennessee St,38,Western Kentucky,41,
18-Nov-17,Mercer,0,Alabama,56,
18-Nov-17,Mississippi St,28,Arkansas,21,
18-Nov-17,Texas St-San Marcos,12,Arkansas St,30,
18-Nov-17,Louisiana-Monroe,14,Auburn,42,
18-Nov-17,Iowa St,23,Baylor,13,
18-Nov-17,Air Force,19,Boise St,44,
18-Nov-17,Connecticut,16,Boston College,39,Boston MA
18-Nov-17,Massachusetts,16,Brigham Young,10,
18-Nov-17,The Citadel,3,Clemson,61,
18-Nov-17,San José St,14,Colorado St,42,
18-Nov-17,Georgia Tech,20,Duke,43,
18-Nov-17,Cincinnati,20,East Carolina,48,
18-Nov-17,Alabama-Birmingham,7,Florida,36,
18-Nov-17,Florida Int'l,24,Florida Atlantic,52,
18-Nov-17,Delaware St,6,Florida St,77,
18-Nov-17,Kentucky,13,Georgia,42,
18-Nov-17,South Alabama,0,Georgia Southern,52,
18-Nov-17,Coastal Carolina,13,Idaho,7,
18-Nov-17,Rutgers,0,Indiana,41,
18-Nov-17,Purdue,24,Iowa,15,
18-Nov-17,Oklahoma,41,Kansas,3,
18-Nov-17,New Mexico St,34,Louisiana-Lafayette,47,
18-Nov-17,Syracuse,10,Louisville,56,
18-Nov-17,SMU,45,Memphis,66,
18-Nov-17,Virginia,28,Miami FL,44,
18-Nov-17,Maryland,7,Michigan St,17,
18-Nov-17,Texas A&M;,31,Mississippi,24,
18-Nov-17,Western Carolina,10,North Carolina,65,
18-Nov-17,Army,49,North Texas,52,
18-Nov-17,Minnesota,0,Northwestern,39,
18-Nov-17,Navy,17,Notre Dame,24,
18-Nov-17,Illinois,14,Ohio State,52,
18-Nov-17,Kansas St,45,Oklahoma St,40,
18-Nov-17,Rice,21,Old Dominion,24,
18-Nov-17,Arizona,28,Oregon,48,
18-Nov-17,Arizona St,40,Oregon St,24,
18-Nov-17,Nebraska,44,Penn State,56,
18-Nov-17,Nevada,23,San Diego St,42,
18-Nov-17,Wofford,10,South Carolina,31,
18-Nov-17,UCLA,23,Southern Cal,28,
18-Nov-17,UNC-Charlotte,21,Southern Miss,66,
18-Nov-17,California,14,Stanford,17,
18-Nov-17,Central Florida,45,Temple,19,
18-Nov-17,LSU,30,Tennessee,10,
18-Nov-17,TCU,27,Texas Tech,3,
18-Nov-17,Marshall,7,Texas-San Antonio,9,
18-Nov-17,Houston,17,Tulane,20,
18-Nov-17,Hawai`i,0,Utah St,38,
18-Nov-17,Louisiana Tech,42,UTEP,21,
18-Nov-17,Missouri,45,Vanderbilt,17,
18-Nov-17,Pittsburgh,14,Virginia Tech,20,
18-Nov-17,North Carolina St,24,Wake Forest,30,
18-Nov-17,Utah,30,Washington,33,
18-Nov-17,Texas,28,West Virginia,14,
18-Nov-17,Michigan,10,Wisconsin,24,
18-Nov-17,Fresno St,13,Wyoming,7,
21-Nov-17,Kent St,14,Akron,24,
21-Nov-17,Miami OH,28,Ball St,7,
21-Nov-17,Bowling Green,31,Eastern Michigan,34,
23-Nov-17,Mississippi,31,Mississippi St,28,
24-Nov-17,Missouri,48,Arkansas,45,
24-Nov-17,Ohio U.,24,Buffalo,31,
24-Nov-17,South Florida,42,Central Florida,49,
24-Nov-17,Northern Illinois,24,Central Michigan,31,
24-Nov-17,Western Kentucky,17,Florida Int'l,41,
24-Nov-17,Navy,14,Houston,24,
24-Nov-17,Iowa,56,Nebraska,14,
24-Nov-17,Miami FL,14,Pittsburgh,24,
24-Nov-17,New Mexico,10,San Diego St,35,
24-Nov-17,Baylor,22,TCU,45,
24-Nov-17,Texas Tech,27,Texas,23,
24-Nov-17,Western Michigan,10,Toledo,37,
24-Nov-17,Texas St-San Marcos,9,Troy,62,
24-Nov-17,California,27,UCLA,30,
24-Nov-17,Virginia Tech,10,Virginia,0,
