,year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
38,2016,Houston,American Athletic,West,13,9,4,0,8,5,3,0,6,6,0,0,5,2,3,0
39,2016,Idaho,Sun Belt,,13,9,4,0,8,6,2,0,5,4,1,0,7,4,3,0
40,2016,Illinois,Big Ten,West,12,3,9,0,9,2,7,0,7,2,5,0,5,1,4,0
41,2016,Indiana,Big Ten,East,13,6,7,0,9,4,5,0,7,4,3,0,5,2,3,0
42,2016,Iowa,Big Ten,West,13,8,5,0,9,6,3,0,7,4,3,0,5,4,1,0
43,2016,Iowa State,Big 12,,12,3,9,0,9,2,7,0,7,2,5,0,5,1,4,0
44,2016,Kansas,Big 12,,12,2,10,0,9,1,8,0,6,2,4,0,6,0,6,0
45,2016,Kansas State,Big 12,,13,9,4,0,9,6,3,0,6,5,1,0,6,3,3,0
46,2016,Kent State,Mid-American,East,12,3,9,0,8,2,6,0,6,1,5,0,6,2,4,0
47,2016,Kentucky,SEC,East,13,7,6,0,8,4,4,0,7,5,2,0,5,2,3,0
48,2016,Louisiana,Sun Belt,,13,6,7,0,8,5,3,0,6,3,3,0,6,3,3,0
49,2016,Louisiana Monroe,Sun Belt,,12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
50,2016,Louisiana Tech,Conference USA,West,14,9,5,0,9,6,3,0,5,5,0,0,8,3,5,0
51,2016,Louisville,ACC,Atlantic,13,9,4,0,8,7,1,0,6,5,1,0,6,4,2,0
52,2016,LSU,SEC,West,12,8,4,0,8,5,3,0,7,5,2,0,3,2,1,0
53,2016,Marshall,Conference USA,East,12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
54,2016,Maryland,Big Ten,East,13,6,7,0,9,3,6,0,6,4,2,0,6,2,4,0
55,2016,Memphis,American Athletic,West,13,8,5,0,8,5,3,0,7,5,2,0,5,3,2,0
56,2016,Miami,ACC,Coastal,13,9,4,0,8,5,3,0,6,4,2,0,6,4,2,0
57,2016,Miami (OH),Mid-American,East,13,6,7,0,8,6,2,0,6,3,3,0,6,3,3,0
58,2016,Michigan,Big Ten,East,13,10,3,0,9,7,2,0,8,8,0,0,4,2,2,0
59,2016,Michigan State,Big Ten,East,12,3,9,0,9,1,8,0,7,2,5,0,5,1,4,0
60,2016,Middle Tennessee,Conference USA,East,13,8,5,0,8,5,3,0,5,3,2,0,7,5,2,0
61,2016,Minnesota,Big Ten,West,13,9,4,0,9,5,4,0,7,6,1,0,5,2,3,0
62,2016,Mississippi State,SEC,West,13,6,7,0,8,3,5,0,6,3,3,0,6,2,4,0
63,2016,Missouri,SEC,East,12,4,8,0,8,2,6,0,7,4,3,0,5,0,5,0
64,2016,Navy,American Athletic,West,14,9,5,0,9,7,2,0,6,5,1,0,5,3,2,0
65,2016,NC State,ACC,Atlantic,13,7,6,0,8,3,5,0,7,4,3,0,5,2,3,0
66,2016,Nebraska,Big Ten,West,13,9,4,0,9,6,3,0,7,7,0,0,5,2,3,0
67,2016,Nevada,Mountain West,West,12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
68,2016,New Mexico,Mountain West,Mountain,13,9,4,0,8,6,2,0,6,5,1,0,5,2,3,0
69,2016,New Mexico State,Sun Belt,,12,3,9,0,8,2,6,0,5,3,2,0,7,0,7,0
70,2016,North Carolina,ACC,Coastal,13,8,5,0,8,5,3,0,6,4,2,0,5,4,1,0
71,2016,Northern Illinois,Mid-American,West,12,5,7,0,8,5,3,0,5,2,3,0,6,3,3,0
72,2016,North Texas,Conference USA,West,13,5,8,0,8,3,5,0,6,3,3,0,6,2,4,0
73,2016,Northwestern,Big Ten,West,13,7,6,0,9,5,4,0,7,3,4,0,5,3,2,0
74,2016,Notre Dame,FBS Independents,,12,4,8,0,0,0,0,0,6,2,4,0,3,0,3,0
75,2016,Ohio,Mid-American,East,14,8,6,0,9,6,3,0,6,4,2,0,6,4,2,0
76,2016,Ohio State,Big Ten,East,13,11,2,0,9,8,1,0,7,7,0,0,5,4,1,0
77,2016,Oklahoma,Big 12,,13,11,2,0,9,9,0,0,6,5,1,0,4,4,0,0
78,2016,Oklahoma State,Big 12,,13,10,3,0,9,7,2,0,7,6,1,0,5,3,2,0
79,2016,Old Dominion,Conference USA,East,13,10,3,0,8,7,1,0,6,6,0,0,6,3,3,0
80,2016,Ole Miss,SEC,West,12,5,7,0,8,2,6,0,7,4,3,0,4,1,3,0
81,2016,Oregon,Pac-12,North,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
82,2016,Oregon State,Pac-12,North,12,4,8,0,9,3,6,0,7,4,3,0,5,0,5,0
83,2016,Penn State,Big Ten,East,14,11,3,0,10,9,1,0,7,7,0,0,5,3,2,0
84,2016,Pittsburgh,ACC,Coastal,13,8,5,0,8,5,3,0,7,6,1,0,5,2,3,0
85,2016,Purdue,Big Ten,West,12,3,9,0,9,1,8,0,7,2,5,0,5,1,4,0
86,2016,Rice,Conference USA,West,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
87,2016,Rutgers,Big Ten,East,12,2,10,0,9,0,9,0,7,2,5,0,5,0,5,0
88,2016,San Diego State,Mountain West,West,14,11,3,0,9,7,2,0,6,5,1,0,7,5,2,0
89,2016,San José State,Mountain West,West,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
90,2016,SMU,American Athletic,West,12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
91,2016,South Alabama,Sun Belt,,13,6,7,0,8,2,6,0,7,5,2,0,5,1,4,0
92,2016,South Carolina,SEC,East,13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
93,2016,Southern Mississippi,Conference USA,West,13,7,6,0,8,4,4,0,6,4,2,0,6,2,4,0
94,2016,South Florida,American Athletic,East,13,11,2,0,8,7,1,0,7,6,1,0,5,4,1,0
95,2016,Stanford,Pac-12,North,13,10,3,0,9,6,3,0,6,4,2,0,6,5,1,0
96,2016,Syracuse,ACC,Atlantic,12,4,8,0,8,2,6,0,6,2,4,0,5,2,3,0
97,2016,TCU,Big 12,,13,6,7,0,9,4,5,0,7,2,5,0,5,4,1,0
98,2016,Temple,American Athletic,East,14,10,4,0,9,8,1,0,7,6,1,0,6,4,2,0
99,2016,Tennessee,SEC,East,13,9,4,0,8,4,4,0,7,6,1,0,4,1,3,0
100,2016,Texas,Big 12,,12,5,7,0,9,3,6,0,6,4,2,0,5,1,4,0
101,2016,Texas A&M,SEC,West,13,8,5,0,8,4,4,0,7,5,2,0,4,2,2,0
102,2016,Texas State,Sun Belt,,12,2,10,0,8,0,8,0,6,1,5,0,6,1,5,0
103,2016,Texas Tech,Big 12,,12,5,7,0,9,3,6,0,6,3,3,0,5,1,4,0
104,2016,Toledo,Mid-American,West,13,9,4,0,8,6,2,0,6,5,1,0,5,3,2,0
105,2016,Troy,Sun Belt,,13,10,3,0,8,6,2,0,6,5,1,0,6,4,2,0
106,2016,Tulane,American Athletic,West,12,4,8,0,8,1,7,0,6,2,4,0,6,2,4,0
107,2016,Tulsa,American Athletic,West,13,10,3,0,8,6,2,0,6,6,0,0,6,3,3,0
108,2016,UCF,American Athletic,East,13,6,7,0,8,4,4,0,7,3,4,0,6,3,3,0
109,2016,UCLA,Pac-12,South,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
110,2016,UMass,FBS Independents,,12,2,10,0,0,0,0,0,6,2,4,0,6,0,6,0
111,2016,UNLV,Mountain West,West,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
112,2016,USC,Pac-12,South,13,10,3,0,9,7,2,0,6,6,0,0,5,3,2,0
113,2016,Utah,Pac-12,South,13,9,4,0,9,5,4,0,6,4,2,0,6,4,2,0
114,2016,Utah State,Mountain West,Mountain,12,3,9,0,8,1,7,0,6,3,3,0,6,0,6,0
115,2016,UTEP,Conference USA,West,12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0
116,2016,UT San Antonio,Conference USA,West,13,6,7,0,8,5,3,0,6,4,2,0,6,2,4,0
117,2016,Vanderbilt,SEC,East,13,6,7,0,8,3,5,0,6,4,2,0,6,2,4,0
118,2016,Virginia,ACC,Coastal,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
119,2016,Virginia Tech,ACC,Coastal,14,10,4,0,9,6,3,0,6,5,1,0,5,4,1,0
120,2016,Wake Forest,ACC,Atlantic,13,7,6,0,8,3,5,0,7,4,3,0,5,2,3,0
121,2016,Washington,Pac-12,North,14,12,2,0,10,9,1,0,7,6,1,0,5,5,0,0
122,2016,Washington State,Pac-12,North,13,8,5,0,9,7,2,0,7,5,2,0,5,3,2,0
123,2016,Western Kentucky,Conference USA,East,14,11,3,0,9,8,1,0,7,6,1,0,6,4,2,0
124,2016,Western Michigan,Mid-American,West,14,13,1,0,9,9,0,0,6,6,0,0,6,6,0,0
125,2016,West Virginia,Big 12,,13,10,3,0,9,7,2,0,7,6,1,0,4,3,1,0
126,2016,Wisconsin,Big Ten,West,14,11,3,0,10,7,3,0,6,5,1,0,5,4,1,0
127,2016,Wyoming,Mountain West,Mountain,14,8,6,0,9,6,3,0,7,6,1,0,6,2,4,0
