,did_home_win,conference_game,neutral_site,season,week,conference,l3g_avg_points,l5g_avg_points,l7g_avg_points,l3g_avg_spread,l5g_avg_spread,l7g_avg_spread,l3g_opp_avg_points,l5g_opp_avg_points,l7g_opp_avg_points,l3g_opp_avg_spread,l5g_opp_avg_spread,l7g_opp_avg_spread,season_type_postseason,season_type_regular,conference_ACC,conference_American Athletic,conference_Big 12,conference_Big East,conference_Big Ten,conference_Conference USA,conference_FBS Independents,conference_FCS,conference_Mid-American,conference_Mountain West,conference_Pac-12,conference_SEC,conference_Sun Belt,conference_Western Athletic,team
7707,False,True,False,2019,14,American Athletic,26.66666666666667,29.4,34.714285714285715,-12.666666666666664,2.6,4.142857142857143,39.333333333333336,26.8,30.57142857142857,11.666666666666664,-3.6,-5.142857142857143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,East Carolina
7746,True,True,False,2019,14,Pac-12,9.0,16.4,18.428571428571427,-31.0,-20.8,-18.285714285714285,39.0,36.2,35.714285714285715,30.0,19.8,17.285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Colorado
7697,True,True,False,2019,14,Mid-American,37.333333333333336,37.6,37.857142857142854,13.666666666666664,17.0,16.857142857142858,23.66666666666667,20.6,21.0,-14.666666666666664,-18.0,-17.857142857142858,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Buffalo
7689,False,True,False,2019,14,Mid-American,5.666666666666668,8.8,10.857142857142858,-24.0,-22.2,-19.428571428571427,29.66666666666667,31.0,30.285714285714285,23.0,21.2,18.428571428571427,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Akron
7697,True,True,False,2019,14,Mid-American,4.333333333333333,6.6,11.142857142857142,-45.0,-46.2,-29.57142857142857,48.33333333333334,51.8,39.714285714285715,44.0,45.2,28.57142857142857,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bowling Green
7689,False,True,False,2019,14,Mid-American,40.333333333333336,32.4,31.42857142857143,17.666666666666668,7.8,6.2857142857142865,21.66666666666667,23.6,24.142857142857146,-18.666666666666668,-8.8,-7.2857142857142865,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ohio
7709,False,True,False,2019,14,Big Ten,33.0,30.4,29.42857142857143,1.0,-1.8,-1.7142857142857142,31.0,31.2,30.142857142857146,-2.0,0.8,0.7142857142857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Indiana
7733,True,True,False,2019,14,American Athletic,49.0,48.6,43.714285714285715,12.666666666666664,18.0,13.428571428571427,36.333333333333336,30.6,30.285714285714285,-13.666666666666664,-19.0,-14.428571428571427,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SMU
7690,True,True,False,2019,14,Mid-American,29.33333333333333,27.6,30.57142857142857,-4.666666666666667,-13.8,-6.7142857142857135,33.0,40.4,36.285714285714285,3.6666666666666665,12.8,5.7142857142857135,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Western Michigan
7704,True,True,False,2019,14,Sun Belt,45.33333333333334,35.8,36.57142857142857,-1.0,-6.8,2.571428571428572,45.33333333333334,41.6,33.0,0.0,5.8,-3.571428571428572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Arkansas State
7692,False,True,False,2019,14,Mid-American,32.333333333333336,22.6,19.142857142857142,3.6666666666666665,-15.6,-19.571428571428573,27.66666666666667,37.2,37.714285714285715,-4.666666666666667,14.6,18.571428571428573,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Kent State
7718,True,True,False,2019,14,Conference USA,21.0,17.4,22.57142857142857,-11.666666666666664,-20.2,-14.0,31.66666666666667,36.6,35.57142857142857,10.666666666666666,19.2,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Middle Tennessee
7744,True,True,False,2019,14,Sun Belt,20.0,24.8,25.57142857142857,-20.0,-23.0,-14.714285714285715,39.0,46.8,39.285714285714285,19.0,22.0,13.714285714285715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Louisiana Monroe
7738,False,True,False,2019,14,Conference USA,36.66666666666666,41.2,41.142857142857146,2.6666666666666665,14.0,13.857142857142858,34.0,27.2,27.285714285714285,-3.6666666666666665,-15.0,-14.857142857142858,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,North Texas
7706,True,True,False,2019,14,American Athletic,32.0,24.6,26.0,5.333333333333333,0.0,-5.0,25.66666666666667,23.6,30.0,-6.333333333333332,-1.0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,South Florida
7691,True,True,False,2019,14,SEC,21.66666666666667,23.4,29.57142857142857,-5.333333333333333,-1.6,8.714285714285714,27.0,25.0,20.857142857142858,4.333333333333333,0.6,-9.714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mississippi State
7703,False,True,False,2019,14,Big 12,37.0,37.6,33.285714285714285,13.666666666666664,14.0,11.142857142857142,23.33333333333333,23.6,22.142857142857146,-14.666666666666664,-15.0,-12.142857142857142,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TCU
7757,True,True,False,2019,15,Conference USA,11.666666666666664,16.2,19.857142857142858,-18.666666666666668,-9.2,-5.0,29.33333333333333,24.4,23.857142857142854,17.666666666666668,8.2,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,UAB
7750,True,True,False,2019,14,Mountain West,30.33333333333333,28.4,29.142857142857146,-3.0,-2.0,-0.8571428571428571,33.333333333333336,30.4,30.0,2.0,1.0,-0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,San José State
7724,True,True,False,2019,14,ACC,22.33333333333333,22.4,24.42857142857143,4.0,0.6,2.7142857142857144,17.333333333333332,20.8,20.714285714285715,-5.0,-1.6,-3.7142857142857135,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Miami
7748,True,False,False,2019,14,FBS Independents,40.333333333333336,34.2,33.285714285714285,17.666666666666668,9.4,8.0,21.66666666666667,23.8,24.285714285714285,-18.666666666666668,-10.4,-9.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,BYU
7750,True,True,False,2019,14,Mountain West,24.0,25.0,23.0,-9.666666666666666,-5.2,-4.571428571428571,32.666666666666664,29.2,26.57142857142857,8.666666666666666,4.2,3.571428571428572,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fresno State
7721,False,True,False,2019,14,Mountain West,26.0,21.8,23.42857142857143,-9.333333333333334,-16.4,-12.571428571428573,34.333333333333336,37.2,35.0,8.333333333333334,15.4,11.571428571428573,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,UNLV
7756,False,True,True,2019,15,Mid-American,24.66666666666667,19.0,17.428571428571427,-2.333333333333333,-20.4,-21.428571428571427,26.0,38.4,37.857142857142854,1.3333333333333333,19.4,20.428571428571427,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Miami (OH)
7705,False,True,False,2019,14,Sun Belt,43.0,42.8,36.0,12.666666666666664,12.4,11.0,30.33333333333333,30.4,25.0,-13.666666666666664,-13.4,-12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Troy
7721,False,True,False,2019,14,Mountain West,21.66666666666667,21.0,26.857142857142854,-12.333333333333336,-8.0,0.2857142857142857,34.0,29.0,26.57142857142857,11.333333333333336,7.0,-1.2857142857142858,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nevada
7757,True,True,False,2019,15,Conference USA,34.0,34.4,34.0,14.0,18.4,11.714285714285715,20.0,16.0,22.285714285714285,-15.0,-19.4,-12.714285714285715,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Florida Atlantic
7704,True,True,False,2019,14,Sun Belt,15.666666666666664,18.0,18.714285714285715,-13.333333333333336,-10.6,-11.142857142857142,29.0,28.6,29.857142857142854,12.333333333333336,9.6,10.142857142857142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,South Alabama
7723,True,True,False,2019,14,Conference USA,21.33333333333333,16.2,12.0,-7.666666666666668,-23.2,-27.142857142857146,28.0,38.4,38.142857142857146,6.666666666666668,22.2,26.142857142857146,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,UT San Antonio
7641,False,False,False,2019,13,FBS Independents,31.0,28.2,31.285714285714285,-18.33333333333333,-22.8,-18.571428571428573,49.33333333333334,51.0,49.85714285714285,17.333333333333332,21.8,17.571428571428573,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,UMass
7710,True,True,False,2019,14,Sun Belt,10.0,10.8,14.428571428571427,-25.66666666666667,-28.6,-20.0,34.666666666666664,38.4,33.42857142857143,24.66666666666667,27.6,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Texas State
7739,True,True,False,2019,14,Sun Belt,32.0,28.8,26.142857142857146,-3.333333333333333,-10.2,-13.571428571428573,34.333333333333336,38.0,38.714285714285715,2.333333333333333,9.2,12.571428571428573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Georgia State
7720,False,True,False,2019,14,Conference USA,9.666666666666666,14.8,26.42857142857143,-18.666666666666668,-11.2,1.4285714285714286,28.33333333333333,26.0,25.0,17.666666666666668,10.2,-2.4285714285714284,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Old Dominion
7090,True,False,False,2019,3,FCS,15.0,13.6,10.714285714285714,-26.33333333333333,-29.0,-30.57142857142857,40.333333333333336,41.6,40.285714285714285,25.33333333333333,28.0,29.57142857142857,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Norfolk State
7754,True,True,False,2019,15,Sun Belt,36.0,44.0,41.714285714285715,21.33333333333333,19.6,20.571428571428573,14.666666666666664,24.4,21.142857142857142,-22.33333333333333,-20.6,-21.571428571428577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Appalachian State
7739,True,True,False,2019,14,Sun Belt,40.66666666666666,34.4,29.857142857142854,19.666666666666668,10.8,4.714285714285714,21.0,23.6,25.142857142857146,-20.666666666666668,-11.8,-5.7142857142857135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Georgia Southern
2835,True,False,False,2014,5,FCS,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yale
7720,False,True,False,2019,14,Conference USA,21.66666666666667,23.2,22.285714285714285,-12.333333333333336,-19.2,-16.0,33.0,41.4,37.285714285714285,11.333333333333336,18.2,15.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Charlotte
7710,True,True,False,2019,14,Sun Belt,21.33333333333333,26.6,23.714285714285715,-16.666666666666668,-3.6,-10.0,38.0,30.2,33.714285714285715,15.666666666666664,2.6,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Coastal Carolina
7719,True,False,False,2019,14,FBS Independents,46.0,34.6,36.142857142857146,19.0,10.2,13.285714285714285,27.0,24.4,22.857142857142854,-20.0,-11.2,-14.285714285714285,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Liberty
6931,True,False,False,2019,1,FCS,7.0,7.0,7.0,-48.0,-48.0,-48.0,54.0,54.0,54.0,47.0,47.0,47.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Campbell
