game_id,did_home_win,conference_game,neutral_site,season,week,away_l3g_avg_points,away_l5g_avg_points,away_l7g_avg_points,home_l3g_avg_points,home_l5g_avg_points,home_l7g_avg_points,home_l3g_avg_spread,home_l5g_avg_spread,home_l7g_avg_spread,away_l3g_avg_spread,away_l5g_avg_spread,away_l7g_avg_spread,home_l3g_opp_avg_points,home_l5g_opp_avg_points,home_l7g_opp_avg_points,away_l3g_opp_avg_points,away_l5g_opp_avg_points,away_l7g_opp_avg_points,home_l3g_opp_avg_spread,home_l5g_opp_avg_spread,home_l7g_opp_avg_spread,away_l3g_opp_avg_spread,away_l5g_opp_avg_spread,away_l7g_opp_avg_spread,season_type_postseason,season_type_regular,away_conference_ACC,away_conference_American Athletic,away_conference_Big 12,away_conference_Big East,away_conference_Big Ten,away_conference_Conference USA,away_conference_FBS Independents,away_conference_FCS,away_conference_Mid-American,away_conference_Mountain West,away_conference_Pac-12,away_conference_SEC,away_conference_Sun Belt,away_conference_Western Athletic,home_conference_ACC,home_conference_American Athletic,home_conference_Big 12,home_conference_Big East,home_conference_Big Ten,home_conference_Conference USA,home_conference_FBS Independents,home_conference_FCS,home_conference_Mid-American,home_conference_Mountain West,home_conference_Pac-12,home_conference_SEC,home_conference_Sun Belt,home_conference_Western Athletic
2020,FALSE,TRUE,FALSE,2013,6,34,26.4,24.14285714,22.33333333,19.6,19.85714286,-16.66666667,-12,-8.571428571,4,-8.6,-9.857142857,39,31.6,28.42857143,29,34,33,15.66666667,11,7.571428571,-5,7.6,8.857142857,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,TRUE,FALSE,FALSE,2013,6,32,28.8,26.14285714,41.33333333,46.4,47,19.33333333,25.6,28.42857143,-3.333333333,-10.2,-13.57142857,22,20.8,18.57142857,34.33333333,38,38.71428571,-20.33333333,-26.6,-29.42857143,2.333333333,9.2,12.57142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,TRUE,TRUE,FALSE,2013,6,35.33333333,35.8,33.57142857,37.66666667,29.4,31.28571429,12.66666667,2,6.428571429,1.333333333,7.6,2.714285714,25,27.4,24.85714286,33,27.2,29.85714286,-13.66666667,-3,-7.428571429,-2.333333333,-8.6,-3.714285714,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,TRUE,FALSE,FALSE,2013,6,21.66666667,20.8,23.14285714,31,34.6,28.71428571,-2,6.6,-1.142857143,-11.66666667,-5.6,-2.571428571,33,28,29.85714286,32.33333333,25.4,24.71428571,1,-7.6,0.142857143,10.66666667,4.6,1.571428571,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,TRUE,TRUE,FALSE,2013,6,19.33333333,16.4,19.14285714,43,42.8,36,12.66666667,12.4,11,-14,-18,-18,30.33333333,30.4,25,32.33333333,33.4,36.14285714,-13.66666667,-13.4,-12,13,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,FALSE,TRUE,FALSE,2013,6,24.33333333,17,15.57142857,35,34,34.57142857,19.33333333,15.8,14.57142857,-8,-18.4,-24.14285714,15.66666667,18.2,20,31.33333333,34.4,38.71428571,-20.33333333,-16.8,-15.57142857,7,17.4,23.14285714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026,FALSE,TRUE,FALSE,2013,6,40.33333333,32.4,31.42857143,5.666666667,8.8,10.85714286,-24,-22.2,-19.42857143,17.66666667,7.8,6.285714286,29.66666667,31,30.28571429,21.66666667,23.6,24.14285714,23,21.2,18.42857143,-18.66666667,-8.8,-7.285714286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2027,TRUE,TRUE,FALSE,2013,6,21.33333333,16.2,12,29.33333333,27,30.85714286,12.66666667,0.4,2.571428571,-7.666666667,-23.2,-27.14285714,16.66666667,26.6,28.28571429,28,38.4,38.14285714,-13.66666667,-1.4,-3.571428571,6.666666667,22.2,26.14285714,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2028,TRUE,TRUE,FALSE,2013,6,29.33333333,27.6,30.57142857,34.33333333,35.2,38.85714286,4,12.8,19.14285714,-4.666666667,-13.8,-6.714285714,30.33333333,22.4,19.71428571,33,40.4,36.28571429,-5,-13.8,-20.14285714,3.666666667,12.8,5.714285714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2029,FALSE,TRUE,FALSE,2013,6,40.33333333,36.6,38.57142857,36.66666667,32.4,30.28571429,22,16.8,13.14285714,21.33333333,9.6,11.14285714,14.66666667,15.6,17.14285714,18,26,26.42857143,-23,-17.8,-14.14285714,-22.33333333,-10.6,-12.14285714,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2030,TRUE,TRUE,FALSE,2013,6,33,33.6,33.71428571,33,35,35.14285714,24,25.4,22.42857143,11.66666667,8.6,5.571428571,9,9.6,12.71428571,20.33333333,24,27.14285714,-25,-26.4,-23.42857143,-12.66666667,-9.6,-6.571428571,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2031,TRUE,TRUE,FALSE,2013,6,25,28.8,24.42857143,30.66666667,34.8,36.71428571,2.333333333,12.4,9.857142857,3,2,-4.285714286,28.33333333,22.4,26.85714286,21,25.8,27.71428571,-3.333333333,-13.4,-10.85714286,-4,-3,3.285714286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2032,FALSE,TRUE,FALSE,2013,6,40.33333333,37.4,36.85714286,29.33333333,29.2,35.85714286,0,-3.2,3.571428571,26,18.8,18.57142857,29.33333333,32.4,32.28571429,13.33333333,17.6,17.28571429,-1,2.2,-4.571428571,-27,-19.8,-19.57142857,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,TRUE,TRUE,FALSE,2013,6,27.33333333,25.2,25.85714286,41.66666667,42.6,40.57142857,20.33333333,26,22.71428571,-19,-17.4,-12.71428571,21.33333333,16.6,17.85714286,45.33333333,41.6,37.57142857,-21.33333333,-27,-23.71428571,18,16.4,11.71428571,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2034,FALSE,TRUE,FALSE,2013,6,26,19,17.85714286,30.66666667,27.4,30.42857143,-8.666666667,-8.4,-1.285714286,-6.333333333,-12,-14.42857143,39.33333333,35.8,31.71428571,31.33333333,30,31.28571429,7.666666667,7.4,0.285714286,5.333333333,11,13.42857143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2035,FALSE,TRUE,FALSE,2013,6,24.33333333,19.8,20.85714286,36,37,34.14285714,12.66666667,10.2,3,-13.66666667,-17,-14.85714286,23.33333333,26.8,31.14285714,37,35.8,34.71428571,-13.66666667,-11.2,-4,12.66666667,16,13.85714286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2036,FALSE,TRUE,FALSE,2013,6,34.33333333,23.8,18.28571429,34,33,31,13.66666667,7.4,8.428571429,-7,-16.6,-27.14285714,20.33333333,25.6,22.57142857,40.33333333,39.4,44.42857143,-14.66666667,-8.4,-9.428571429,6,15.6,26.14285714,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2037,TRUE,TRUE,FALSE,2013,6,15.66666667,21.6,28.71428571,41.66666667,39.6,36.71428571,11,16.2,11.14285714,-25.33333333,-17.8,-8.428571429,30.66666667,23.4,25.57142857,40,38.4,36.14285714,-12,-17.2,-12.14285714,24.33333333,16.8,7.428571429,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,TRUE,TRUE,FALSE,2013,6,9.333333333,13.2,16.42857143,25,25.6,24.28571429,8,7.8,0.285714286,-50.33333333,-43,-35.85714286,17,17.8,24,58.66666667,55.2,51.28571429,-9,-8.8,-1.285714286,49.33333333,42,34.85714286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2039,TRUE,TRUE,FALSE,2013,6,17.66666667,17.6,25,24.33333333,30.6,25.28571429,-2,12.4,9.857142857,-12,-20,-10.14285714,26.33333333,18.2,15.42857143,28.66666667,36.6,34.14285714,1,-13.4,-10.85714286,11,19,9.142857143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,FALSE,TRUE,FALSE,2013,6,32.33333333,33.2,32.85714286,30.33333333,30,28.42857143,17.66666667,13.8,9.571428571,18.66666667,19,19.14285714,12.66666667,16.2,18.85714286,12.66666667,13.2,12.71428571,-18.66666667,-14.8,-10.57142857,-19.66666667,-20,-20.14285714,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2041,FALSE,TRUE,FALSE,2013,6,29.66666667,26.6,29.28571429,22.33333333,23.4,23.28571429,0.666666667,4.4,3.428571429,-7.333333333,-8.4,-2.428571429,21.66666667,19,19.85714286,36,34,30.71428571,-1.666666667,-5.4,-4.428571429,6.333333333,7.4,1.428571429,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2042,FALSE,TRUE,FALSE,2013,6,18.33333333,19,26,37.66666667,34.4,32.14285714,23.66666667,20,16,-26,-23.2,-10.42857143,14,14.4,16.14285714,43.33333333,41.2,35.42857143,-24.66666667,-21,-17,25,22.2,9.428571429,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2043,FALSE,TRUE,FALSE,2013,6,39.33333333,40,40.85714286,45,45,41.71428571,15.33333333,17.8,16.42857143,11,12.8,16.14285714,29.66666667,27.2,25.28571429,27.33333333,26.2,23.71428571,-16.33333333,-18.8,-17.42857143,-12,-13.8,-17.14285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2044,FALSE,FALSE,FALSE,2013,6,24,25,23,22.33333333,22.2,26.57142857,0,-1.2,3.714285714,-9.666666667,-5.2,-4.571428571,22.33333333,23.4,22.85714286,32.66666667,29.2,26.57142857,-1,0.2,-4.714285714,8.666666667,4.2,3.571428571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2045,TRUE,FALSE,FALSE,2013,6,40.33333333,31,25.42857143,9.666666667,14.8,26.42857143,-18.66666667,-11.2,1.428571429,7.333333333,1.2,-6,28.33333333,26,25,32,28.8,30.42857143,17.66666667,10.2,-2.428571429,-8.333333333,-2.2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2046,FALSE,TRUE,FALSE,2013,6,37.33333333,32.2,34.42857143,25.66666667,26.8,27.57142857,-2,-2,-1.714285714,16,8.2,10.28571429,27.66666667,28.8,29.28571429,20.33333333,23,23.14285714,1,1,0.714285714,-17,-9.2,-11.28571429,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2047,TRUE,FALSE,FALSE,2013,6,12.66666667,20,18.28571429,24.66666667,33.6,26.42857143,-16.66666667,-7.8,-14,-29.66666667,-29.2,-29.42857143,41.33333333,41.4,40.42857143,41.33333333,48.2,46.71428571,15.66666667,6.8,13,28.66666667,28.2,28.42857143,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2048,TRUE,TRUE,FALSE,2013,6,24,22.2,24.57142857,28.66666667,39.4,35,17,24.6,19.14285714,-16,-12.4,-10.57142857,11.66666667,14.8,15.85714286,39,33.6,34.14285714,-18,-25.6,-20.14285714,15,11.4,9.571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2049,TRUE,TRUE,FALSE,2013,6,10,10.8,14.42857143,30.33333333,40.6,39.85714286,22.66666667,32,22.85714286,-25.66666667,-28.6,-20,7.666666667,8.6,17,34.66666667,38.4,33.42857143,-23.66666667,-33,-23.85714286,24.66666667,27.6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2050,TRUE,TRUE,FALSE,2013,6,14.66666667,10,10,32.33333333,33.8,34,20,25.8,25.42857143,-20.66666667,-29.6,-26.85714286,12.33333333,8,8.571428571,34.33333333,38.6,35.85714286,-21,-26.8,-26.42857143,19.66666667,28.6,25.85714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2051,FALSE,TRUE,FALSE,2013,6,49.33333333,53,44,21.66666667,23.4,29.57142857,-5.333333333,-1.6,8.714285714,17.66666667,11.2,7.571428571,27,25,20.85714286,30.66666667,40.8,35.42857143,4.333333333,0.6,-9.714285714,-18.66666667,-12.2,-8.571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2052,TRUE,TRUE,FALSE,2013,6,25.66666667,27,23,40.66666667,49.4,47.85714286,14.33333333,27.6,24,-5,-4.2,-7.571428571,26.33333333,21.8,23.85714286,29.66666667,30.2,29.57142857,-15.33333333,-28.6,-25,4,3.2,6.571428571,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2053,TRUE,TRUE,FALSE,2013,6,30,36,27.57142857,17,25.4,19.57142857,-3,0.6,-10.57142857,-2.333333333,8.8,-3.571428571,20,24.8,30.14285714,31.33333333,26.2,30.14285714,2,-1.6,9.571428571,1.333333333,-9.8,2.571428571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2054,FALSE,TRUE,FALSE,2013,6,25,24.8,22.57142857,19.33333333,23,22,-12.66666667,-10.4,-14.28571429,0,8,0.857142857,32,33.4,36.28571429,24,15.8,20.71428571,11.66666667,9.4,13.28571429,-1,-9,-1.857142857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2055,TRUE,FALSE,TRUE,2013,6,19.66666667,22,25.28571429,34.33333333,38,41.71428571,12,20.6,26.85714286,-8,-4.4,-3.285714286,22.33333333,17.4,14.85714286,26.66666667,25.4,27.57142857,-13,-21.6,-27.85714286,7,3.4,2.285714286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2056,FALSE,TRUE,FALSE,2013,6,7,20.4,21.42857143,15,21.4,21.57142857,-13.66666667,-12.6,-8.857142857,-19.66666667,-6.8,-6.285714286,28.66666667,34,30.42857143,25.66666667,26.2,26.71428571,12.66666667,11.6,7.857142857,18.66666667,5.8,5.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2057,TRUE,TRUE,FALSE,2013,6,6.666666667,16.6,16.14285714,22,22.6,30.42857143,0.333333333,-1.2,11.57142857,-18.66666667,-5.8,-5,21.66666667,23.8,18.85714286,24.33333333,21.4,20.14285714,-1.333333333,0.2,-12.57142857,17.66666667,4.8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2058,FALSE,TRUE,FALSE,2013,6,54.66666667,52.6,48.71428571,22.33333333,16,19.14285714,5.666666667,-10.6,-4.142857143,36.66666667,38,29.85714286,16.66666667,26.6,23.28571429,17,13.6,17.85714286,-6.666666667,9.6,3.142857143,-37.66666667,-39,-30.85714286,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2059,TRUE,TRUE,FALSE,2013,6,17.33333333,17.6,24.42857143,27,33.4,33.85714286,1,10.8,11.57142857,-13.33333333,-13.6,-10.42857143,26,22.6,22.28571429,29.66666667,30.2,33.85714286,-2,-11.8,-12.57142857,12.33333333,12.6,9.428571429,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2060,TRUE,TRUE,FALSE,2013,6,27.66666667,31.2,27.57142857,25.66666667,21.2,24.42857143,-4,-3.4,3.428571429,7.666666667,12,7.571428571,29.66666667,24.6,21,19,18.2,19,3,2.4,-4.428571429,-8.666666667,-13,-8.571428571,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2061,FALSE,TRUE,FALSE,2013,6,37.33333333,33.4,29.14285714,31.33333333,31,33,0.666666667,-1.8,0.142857143,-1,-3,-10.42857143,30.66666667,32.8,32.85714286,37.33333333,35.4,38.57142857,-1.666666667,0.8,-1.142857143,0,2,9.428571429,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2062,TRUE,TRUE,FALSE,2013,7,3.333333333,4,6.285714286,26.33333333,31.8,26.57142857,-8.666666667,5.2,-5.428571429,-39.33333333,-30.8,-28.14285714,35,26.6,32,41.66666667,33.8,33.42857143,7.666666667,-6.2,4.428571429,38.33333333,29.8,27.14285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2063,FALSE,TRUE,FALSE,2013,7,23.66666667,25,24.28571429,30.33333333,36,35.57142857,15.66666667,21,18.71428571,8,10.4,7,14.66666667,15,16.85714286,14.66666667,13.6,16.28571429,-16.66666667,-22,-19.71428571,-9,-11.4,-8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2064,TRUE,TRUE,FALSE,2013,7,17,24.8,26,31.66666667,34.2,28.85714286,0.666666667,7,3.857142857,-22.66666667,-14.4,-16.57142857,31,27.2,25,38.66666667,38.2,41.57142857,-1.666666667,-8,-4.857142857,21.66666667,13.4,15.57142857,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2065,TRUE,TRUE,FALSE,2013,7,21.66666667,28.8,34.71428571,33,34.4,36,19.66666667,22.6,24.71428571,-2.333333333,5,3,13.33333333,11.8,11.28571429,23,22.8,30.71428571,-20.66666667,-23.6,-25.71428571,1.333333333,-6,-4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2066,TRUE,TRUE,FALSE,2013,7,26.66666667,24.8,23,37.66666667,29.4,31.28571429,12.66666667,2,6.428571429,5.666666667,2.4,1.428571429,25,27.4,24.85714286,20,21.4,20.57142857,-13.66666667,-3,-7.428571429,-6.666666667,-3.4,-2.428571429,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,TRUE,TRUE,FALSE,2013,7,25,32.6,28,37,37.6,33.28571429,13.66666667,14,11.14285714,-20,-10.6,-13,23.33333333,23.6,22.14285714,44,42.2,40,-14.66666667,-15,-12.14285714,19,9.6,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2068,FALSE,TRUE,FALSE,2013,7,25.33333333,27,28.14285714,25.66666667,24.2,29.57142857,4,-3.2,-0.142857143,-10,-7.6,-6.857142857,21.66666667,27.4,29.71428571,34.33333333,33.6,34,-5,2.2,-0.857142857,9,6.6,5.857142857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2069,TRUE,FALSE,FALSE,2013,7,30.66666667,28.6,28.71428571,41.66666667,38.2,33.71428571,14,16,14.42857143,-1.333333333,-4.8,-1.571428571,27.66666667,22.2,19.28571429,31,32.4,29.28571429,-15,-17,-15.42857143,0.333333333,3.8,0.571428571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2070,FALSE,TRUE,FALSE,2013,7,7,20.4,21.42857143,21.66666667,28.6,33.42857143,15,21.2,20.71428571,-19.66666667,-6.8,-6.285714286,6.666666667,7.4,12.71428571,25.66666667,26.2,26.71428571,-16,-22.2,-21.71428571,18.66666667,5.8,5.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2071,TRUE,TRUE,FALSE,2013,7,38.33333333,41.8,41.28571429,27,28.4,34.14285714,-12,-4.6,-0.285714286,4.666666667,13.4,5.142857143,39,33,34.42857143,32.66666667,27.4,35.14285714,11,3.6,-0.714285714,-5.666666667,-14.4,-6.142857143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2072,FALSE,TRUE,FALSE,2013,7,32,24.6,26,16.33333333,19.2,21.85714286,-26.33333333,-16.8,-20.85714286,5.333333333,0,-5,42.66666667,36,42.71428571,25.66666667,23.6,30,25.33333333,15.8,19.85714286,-6.333333333,-1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2073,TRUE,TRUE,FALSE,2013,7,37.66666667,28.8,31.28571429,33.33333333,36.6,34.42857143,-0.666666667,13.6,7.142857143,10,2.4,5.714285714,34,23,27.28571429,26.66666667,25.4,24.57142857,-0.333333333,-14.6,-8.142857143,-11,-3.4,-6.714285714,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2074,TRUE,TRUE,FALSE,2013,7,33,30.4,29.42857143,27,27.8,25.85714286,-5,3.2,5.857142857,1,-1.8,-1.714285714,32,24.6,20,31,31.2,30.14285714,4,-4.2,-6.857142857,-2,0.8,0.714285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2075,TRUE,TRUE,TRUE,2013,7,36.33333333,40.4,41.28571429,34.66666667,35.6,37.28571429,-0.666666667,-0.6,8,0,11.4,3.285714286,35.33333333,36.2,29.28571429,35.33333333,28,37,-0.333333333,-0.4,-9,-1,-12.4,-4.285714286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2076,FALSE,TRUE,FALSE,2013,7,18.33333333,22,27,17.66666667,20.8,25.57142857,-32.33333333,-21.6,-11.42857143,-13.33333333,-13.4,-9.857142857,50,42.4,37,30.66666667,34.4,35.85714286,31.33333333,20.6,10.42857143,12.33333333,12.4,8.857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2077,TRUE,FALSE,FALSE,2013,7,40.33333333,32.8,28.85714286,18,25.8,25.42857143,-18.66666667,-5.4,-10.28571429,13,5.6,2.571428571,36.66666667,31.2,35.71428571,26.33333333,26.2,25.28571429,17.66666667,4.4,9.285714286,-14,-6.6,-3.571428571,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,FALSE,TRUE,FALSE,2013,7,28,22.8,27,39.33333333,39,38.71428571,25.66666667,24.2,23.28571429,11,-3.8,4.428571429,13.66666667,14.8,15.42857143,16,25.6,21.57142857,-26.66666667,-25.2,-24.28571429,-12,2.8,-5.428571429,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2079,FALSE,TRUE,FALSE,2013,7,24.33333333,17,15.57142857,34,33.6,38.42857143,0.333333333,0.4,8.285714286,-8,-18.4,-24.14285714,33.66666667,33.2,30.14285714,31.33333333,34.4,38.71428571,-1.333333333,-1.4,-9.285714286,7,17.4,23.14285714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2080,TRUE,FALSE,FALSE,2013,7,12,17,15.57142857,28.66666667,39.4,35,17,24.6,19.14285714,-40.66666667,-32,-33,11.66666667,14.8,15.85714286,51.66666667,48,47.57142857,-18,-25.6,-20.14285714,39.66666667,31,32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2081,TRUE,TRUE,FALSE,2013,7,32.33333333,22.6,19.14285714,39,41,38.71428571,8,8.4,4.714285714,3.666666667,-15.6,-19.57142857,31,32.6,34,27.66666667,37.2,37.71428571,-9,-9.4,-5.714285714,-4.666666667,14.6,18.57142857,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2082,TRUE,TRUE,FALSE,2013,7,24.66666667,19,17.42857143,31,28.2,31.28571429,-18.33333333,-22.8,-18.57142857,-2.333333333,-20.4,-21.42857143,49.33333333,51,49.85714286,26,38.4,37.85714286,17.33333333,21.8,17.57142857,1.333333333,19.4,20.42857143,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2083,TRUE,TRUE,FALSE,2013,7,9.333333333,11.8,13.85714286,35.66666667,35.8,39.28571429,20.33333333,23.6,28.57142857,-15.33333333,-15.8,-9.571428571,15.33333333,12.2,10.71428571,23.66666667,26.6,22.42857143,-21.33333333,-24.6,-29.57142857,14.33333333,14.8,8.571428571,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2084,TRUE,TRUE,FALSE,2013,7,24,28.2,24,56.66666667,53.4,49,48.66666667,43.8,38.71428571,-19,-9.4,-11.71428571,8,9.6,10.28571429,42,36.6,34.71428571,-49.66666667,-44.8,-39.71428571,18,8.4,10.71428571,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,TRUE,TRUE,FALSE,2013,7,31.66666667,34.4,32.28571429,43,42.6,45.71428571,27.33333333,26.4,28.57142857,0.666666667,7,3.428571429,15.66666667,16.2,17.14285714,30,26.4,27.85714286,-28.33333333,-27.4,-29.57142857,-1.666666667,-8,-4.428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2086,FALSE,TRUE,FALSE,2013,7,45,37.4,33.71428571,30.66666667,31.2,31.71428571,3.333333333,8.6,10.71428571,25.33333333,20.2,13.71428571,27.33333333,22.6,21,18.66666667,16.2,19,-4.333333333,-9.6,-11.71428571,-26.33333333,-21.2,-14.71428571,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
