,game_id,home_team,away_team
1668,1668,Hawai'i,USC
1669,1669,Army,Morgan State
1670,1670,Georgia State,Samford
1671,1671,Miami,Florida Atlantic
1672,1672,Michigan State,Western Michigan
1673,1673,SMU,Texas Tech
1674,1674,Houston,Southern
1675,1675,Kansas State,North Dakota State
1676,1676,Arizona,Northern Arizona
1677,1677,Wisconsin,UMass
1678,1678,Illinois,Southern Illinois
1679,1679,Ohio State,Buffalo
1680,1680,West Virginia,William & Mary
1681,1681,Boston College,Villanova
1682,1682,Cincinnati,Purdue
1683,1683,Georgia Tech,Elon
1684,1684,Florida,Toledo
1685,1685,NC State,Louisiana Tech
1686,1686,Maryland,Florida International
1687,1687,Texas A&M,Rice
1688,1688,Air Force,Colgate
1689,1689,Penn State,Syracuse
1690,1690,Virginia,BYU
1691,1691,Oklahoma State,Mississippi State
1692,1692,Michigan,Central Michigan
1693,1693,Iowa,Northern Illinois
1694,1694,Notre Dame,Temple
1695,1695,Duke,North Carolina Central
1696,1696,Arkansas,Louisiana
1697,1697,Oregon,Nicholls
1698,1698,Virginia Tech,Alabama
1699,1699,Tennessee,Austin Peay
1700,1700,Oregon State,Eastern Washington
1701,1701,Eastern Michigan,Howard
1702,1702,East Carolina,Old Dominion
1703,1703,Oklahoma,Louisiana Monroe
1704,1704,Marshall,Miami (OH)
1705,1705,Arkansas State,Arkansas-Pine Bluff
1706,1706,Troy,UAB
1707,1707,Southern Mississippi,Texas State
1708,1708,North Texas,Idaho
1709,1709,Auburn,Washington State
1710,1710,Missouri,Murray State
1711,1711,South Florida,McNeese
1712,1712,Western Kentucky,Kentucky
1713,1713,Baylor,Wofford
1714,1714,Nebraska,Wyoming
1715,1715,Clemson,Georgia
1716,1716,Texas,New Mexico State
1717,1717,New Mexico,UT San Antonio
1718,1718,Iowa State,Northern Iowa
1719,1719,San Diego State,Eastern Illinois
1720,1720,TCU,LSU
1721,1721,Washington,Boise State
1722,1722,UCLA,Nevada
1723,1723,California,Northwestern
1724,1724,Louisville,Ohio
1725,1725,Colorado State,Colorado
1726,1726,Pittsburgh,Florida State
1727,1727,Colorado State,Washington State
1728,1728,USC,Fresno State
1729,1729,San Diego State,Buffalo
1730,1730,Louisiana,Tulane
1731,1731,East Carolina,Ohio
1732,1732,Oregon State,Boise State
1733,1733,Bowling Green,Pittsburgh
1734,1734,Northern Illinois,Utah State
1735,1735,Maryland,Marshall
1736,1736,Minnesota,Syracuse
1737,1737,Washington,BYU
1738,1738,Notre Dame,Rutgers
1739,1739,North Carolina,Cincinnati
1740,1740,Louisville,Miami
1741,1741,Kansas State,Michigan
1742,1742,Navy,Middle Tennessee
1743,1743,Georgia Tech,Ole Miss
1744,1744,Texas,Oregon
1745,1745,Texas Tech,Arizona State
1746,1746,Boston College,Arizona
1747,1747,UCLA,Virginia Tech
1748,1748,Mississippi State,Rice
1749,1749,Texas A&M,Duke
1750,1750,North Texas,UNLV
1751,1751,Georgia,Nebraska
1752,1752,LSU,Iowa
1753,1753,South Carolina,Wisconsin
1754,1754,Michigan State,Stanford
1755,1755,Baylor,UCF
1756,1756,Alabama,Oklahoma
1757,1757,Missouri,Oklahoma State
1758,1758,Ohio State,Clemson
1759,1759,Houston,Vanderbilt
1760,1760,Ball State,Arkansas State
1761,1761,Auburn,Florida State
1762,1762,East Carolina,Florida Atlantic
1763,1763,Arizona State,Sacramento State
1764,1764,Boston College,Wake Forest
1765,1765,Florida International,UCF
1766,1766,Temple,Houston
1767,1767,Kentucky,Miami (OH)
1768,1768,Michigan State,South Florida
1769,1769,Illinois,Cincinnati
1770,1770,Penn State,Eastern Michigan
1771,1771,Iowa,Missouri State
1772,1772,Rutgers,Norfolk State
1773,1773,Louisville,Eastern Kentucky
1774,1774,Miami,Florida
1775,1775,UT San Antonio,Oklahoma State
1776,1776,Wisconsin,Tennessee Tech
1777,1777,Purdue,Indiana State
1778,1778,Kent State,Bowling Green
1779,1779,TCU,Southeastern Louisiana
1780,1780,Tennessee,Western Kentucky
1781,1781,Clemson,South Carolina State
1782,1782,North Carolina,Middle Tennessee
1783,1783,Ball State,Army
1784,1784,Virginia Tech,Western Carolina
1785,1785,Utah,Weber State
1786,1786,UMass,Maine
1787,1787,Georgia State,Chattanooga
1788,1788,Boise State,UT Martin
1789,1789,Central Michigan,New Hampshire
1790,1790,Air Force,Utah State
1791,1791,Missouri,Toledo
1792,1792,Baylor,Buffalo
1793,1793,Virginia,Oregon
1794,1794,Tulane,South Alabama
1795,1795,Ohio State,San Diego State
1796,1796,Mississippi State,Alcorn State
1797,1797,Maryland,Old Dominion
1798,1798,Wyoming,Idaho
1799,1799,Georgia,South Carolina
1800,1800,Memphis,Duke
1801,1801,California,Portland State
1802,1802,Northwestern,Syracuse
1803,1803,Nebraska,Southern Mississippi
1804,1804,Indiana,Navy
1805,1805,NC State,Richmond
1806,1806,Akron,James Madison
1807,1807,Kansas State,Louisiana
1808,1808,Marshall,Gardner-Webb
1809,1809,Arkansas,Samford
1810,1810,Western Michigan,Nicholls
1811,1811,Oklahoma,West Virginia
1812,1812,BYU,Texas
1813,1813,Ohio,North Texas
1814,1814,Tulsa,Colorado State
1815,1815,Texas A&M,Sam Houston State
1816,1816,Louisiana Monroe,Grambling
1817,1817,Louisiana Tech,Lamar
1818,1818,Kansas,South Dakota
1819,1819,Texas Tech,Stephen F. Austin
1820,1820,Troy,Savannah State
1821,1821,Texas State,Prairie View
1822,1822,Ole Miss,Southeast Missouri State
1823,1823,Vanderbilt,Austin Peay
1824,1824,Auburn,Arkansas State
1825,1825,LSU,UAB
1826,1826,UTEP,New Mexico
1827,1827,Michigan,Notre Dame
1828,1828,Colorado,Central Arkansas
1829,1829,Oregon State,Hawai'i
1830,1830,New Mexico State,Minnesota
1831,1831,SMU,Montana State
1832,1832,Nevada,UC Davis
1833,1833,Fresno State,Cal Poly
1834,1834,USC,Washington State
1835,1835,UNLV,Arizona
1836,1836,Stanford,San José State
1837,1837,Louisiana Tech,Tulane
1838,1838,Arkansas State,Troy
1839,1839,Texas Tech,TCU
1840,1840,Boise State,Air Force
1841,1841,West Virginia,Georgia State
1842,1842,Minnesota,Western Illinois
1843,1843,Michigan,Akron
1844,1844,Army,Stanford
1845,1845,Oklahoma,Tulsa
1846,1846,Nebraska,UCLA
1847,1847,Kentucky,Louisville
1848,1848,Indiana,Bowling Green
1849,1849,East Carolina,Virginia Tech
1850,1850,Arkansas,Southern Mississippi
1851,1851,Wake Forest,Louisiana Monroe
1852,1852,Pittsburgh,New Mexico
1853,1853,Rutgers,Eastern Michigan
1854,1854,Temple,Fordham
1855,1855,Michigan State,Youngstown State
1856,1856,USC,Boston College
1857,1857,Colorado State,Cal Poly
1858,1858,Duke,Georgia Tech
1859,1859,Florida State,Nevada
1860,1860,Buffalo,Stony Brook
1861,1861,Navy,Delaware
1862,1862,Texas A&M,Alabama
1863,1863,Oregon,Tennessee
1864,1864,Syracuse,Wagner
1865,1865,North Texas,Ball State
1866,1866,Wyoming,Northern Colorado
1867,1867,Idaho,Northern Illinois
1868,1868,Florida International,Bethune-Cookman
1869,1869,Old Dominion,Howard
1870,1870,Iowa State,Iowa
1871,1871,Penn State,UCF
1872,1872,Illinois,Washington
1873,1873,Washington State,Southern Utah
1874,1874,South Florida,Florida Atlantic
1875,1875,Auburn,Mississippi State
1876,1876,Toledo,Eastern Washington
1877,1877,Louisiana,Nicholls
1878,1878,Cincinnati,Northwestern State
1879,1879,Middle Tennessee,Memphis
1880,1880,Kansas State,UMass
1881,1881,South Carolina,Vanderbilt
1882,1882,California,Ohio State
1883,1883,LSU,Kent State
1884,1884,Oklahoma State,Lamar
1885,1885,Rice,Kansas
1886,1886,Connecticut,Maryland
1887,1887,South Alabama,Western Kentucky
1888,1888,Ohio,Marshall
1889,1889,New Mexico State,UTEP
1890,1890,Utah State,Weber State
1891,1891,Texas,Ole Miss
1892,1892,Purdue,Notre Dame
1893,1893,Northwestern,Western Michigan
1894,1894,UNLV,Central Michigan
1895,1895,Utah,Oregon State
1896,1896,Arizona,UT San Antonio
1897,1897,Arizona State,Wisconsin
1898,1898,NC State,Clemson
1899,1899,Fresno State,Boise State
1900,1900,Central Michigan,Toledo
1901,1901,Army,Wake Forest
1902,1902,Virginia Tech,Marshall
1903,1903,UMass,Vanderbilt
1904,1904,Minnesota,San José State
1905,1905,Georgia Tech,North Carolina
1906,1906,Ohio State,Florida A&M
1907,1907,Louisville,Florida International
1908,1908,Florida Atlantic,Middle Tennessee
1909,1909,Iowa,Western Michigan
1910,1910,Kansas,Louisiana Tech
1911,1911,Georgia,North Texas
1912,1912,Duke,Pittsburgh
1913,1913,Syracuse,Tulane
1914,1914,Eastern Michigan,Ball State
1915,1915,Ohio,Austin Peay
1916,1916,Georgia State,Jacksonville State
1917,1917,UAB,Northwestern State
1918,1918,Rice,Houston
1919,1919,Washington,Idaho State
1920,1920,Northwestern,Maine
1921,1921,Florida,Tennessee
1922,1922,Wisconsin,Purdue
1923,1923,Notre Dame,Michigan State
1924,1924,Rutgers,Arkansas
1925,1925,Bowling Green,Murray State
1926,1926,Maryland,West Virginia
1927,1927,Penn State,Kent State
1928,1928,USC,Utah State
1929,1929,Virginia,VMI
1930,1930,Nebraska,South Dakota State
1931,1931,Miami (OH),Cincinnati
1932,1932,Baylor,Louisiana Monroe
1933,1933,Memphis,Arkansas State
1934,1934,Old Dominion,The Citadel
1935,1935,Akron,Louisiana
1936,1936,Florida State,Bethune-Cookman
1937,1937,Miami,Savannah State
1938,1938,Stanford,Arizona State
1939,1939,Alabama,Colorado State
1940,1940,Texas A&M,SMU
1941,1941,Texas Tech,Texas State
1942,1942,Northern Illinois,Eastern Illinois
1943,1943,Western Kentucky,Morgan State
1944,1944,Mississippi State,Troy
1945,1945,San Diego State,Oregon State
1946,1946,LSU,Auburn
1947,1947,Connecticut,Michigan
1948,1948,Texas,Kansas State
1949,1949,Indiana,Missouri
1950,1950,UTEP,UT San Antonio
1951,1951,Nevada,Hawai'i
1952,1952,UNLV,Western Illinois
1953,1953,Air Force,Wyoming
1954,1954,BYU,Utah
1955,1955,Washington State,Idaho
1956,1956,UCLA,New Mexico State
1957,1957,Georgia Tech,Virginia Tech
1958,1958,Tulsa,Iowa State
1959,1959,BYU,Middle Tennessee
1960,1960,San José State,Utah State
1961,1961,UCF,South Carolina
1962,1962,Illinois,Miami (OH)
1963,1963,TCU,SMU
1964,1964,Purdue,Northern Illinois
1965,1965,South Florida,Miami
1966,1966,West Virginia,Oklahoma State
1967,1967,Tennessee,South Alabama
1968,1968,North Carolina,East Carolina
1969,1969,Pittsburgh,Virginia
1970,1970,Western Kentucky,Navy
1971,1971,Bowling Green,Akron
1972,1972,Duke,Troy
1973,1973,Ball State,Toledo
1974,1974,Oregon State,Colorado
1975,1975,Minnesota,Iowa
1976,1976,Clemson,Wake Forest
1977,1977,Georgia,LSU
1978,1978,Boston College,Florida State
1979,1979,Notre Dame,Oklahoma
1980,1980,Colorado State,UTEP
1981,1981,Buffalo,Connecticut
1982,1982,NC State,Central Michigan
1983,1983,Louisiana Tech,Army
1984,1984,UT San Antonio,Houston
1985,1985,Idaho,Temple
1986,1986,Old Dominion,Albany
1987,1987,Alabama,Ole Miss
1988,1988,Western Michigan,Kent State
1989,1989,Texas State,Wyoming
1990,1990,Rice,Florida Atlantic
1991,1991,Louisiana Monroe,Tulane
1992,1992,Kentucky,Florida
1993,1993,Arkansas,Texas A&M
1994,1994,Washington,Arizona
1995,1995,Vanderbilt,UAB
1996,1996,Missouri,Arkansas State
1997,1997,Ohio State,Wisconsin
1998,1998,New Mexico State,San Diego State
1999,1999,New Mexico,UNLV
2000,2000,Nevada,Air Force
2001,2001,Washington State,Stanford
2002,2002,Boise State,Southern Mississippi
2003,2003,Arizona State,USC
2004,2004,Oregon,California
2005,2005,Hawai'i,Fresno State
2006,2006,Louisiana Monroe,Western Kentucky
2007,2007,Iowa State,Texas
2008,2008,Utah,UCLA
2009,2009,Utah State,BYU
2010,2010,San Diego State,Nevada
2011,2011,Navy,Air Force
2012,2012,Florida State,Maryland
2013,2013,Temple,Louisville
2014,2014,SMU,Rutgers
2015,2015,Buffalo,Eastern Michigan
2016,2016,Iowa,Michigan State
2017,2017,Indiana,Penn State
2018,2018,Nebraska,Illinois
2019,2019,Virginia,Ball State
2020,2020,Kansas,Texas Tech
2021,2021,Alabama,Georgia State
2022,2022,Virginia Tech,North Carolina
2023,2023,Boston College,Army
2024,2024,Troy,South Alabama
2025,2025,Miami (OH),Central Michigan
2026,2026,Akron,Ohio
2027,2027,Marshall,UT San Antonio
2028,2028,Toledo,Western Michigan
2029,2029,UAB,Florida Atlantic
2030,2030,Michigan,Minnesota
2031,2031,Oklahoma State,Kansas State
2032,2032,Syracuse,Clemson
2033,2033,Tulane,North Texas
2034,2034,Tulsa,Rice
2035,2035,Kent State,Northern Illinois
2036,2036,Middle Tennessee,East Carolina
2037,2037,Wake Forest,NC State
2038,2038,Bowling Green,UMass
2039,2039,Miami,Georgia Tech
2040,2040,Tennessee,Georgia
2041,2041,California,Washington State
2042,2042,Southern Mississippi,Florida International
2043,2043,Memphis,UCF
2044,2044,Idaho,Fresno State
2045,2045,Old Dominion,Liberty
2046,2046,Colorado,Oregon
2047,2047,New Mexico,New Mexico State
2048,2048,Auburn,Ole Miss
2049,2049,Louisiana,Texas State
2050,2050,Florida,Arkansas
2051,2051,Mississippi State,LSU
2052,2052,Oklahoma,TCU
2053,2053,South Florida,Cincinnati
2054,2054,UTEP,Louisiana Tech
2055,2055,Notre Dame,Arizona State
2056,2056,Vanderbilt,Missouri
2057,2057,South Carolina,Kentucky
2058,2058,Northwestern,Ohio State
2059,2059,Baylor,West Virginia
2060,2060,Stanford,Washington
2061,2061,Hawai'i,San José State
2062,2062,Louisville,Rutgers
2063,2063,Air Force,San Diego State
2064,2064,USC,Arizona
2065,2065,Cincinnati,Temple
2066,2066,Virginia Tech,Pittsburgh
2067,2067,TCU,Kansas
2068,2068,Purdue,Nebraska
2069,2069,Army,Eastern Michigan
2070,2070,Georgia,Missouri
2071,2071,Houston,Memphis
2072,2072,Connecticut,South Florida
2073,2073,Texas Tech,Iowa State
2074,2074,Michigan State,Indiana
2075,2075,Texas,Oklahoma
2076,2076,Arkansas,South Carolina
2077,2077,Duke,Navy
2078,2078,Western Michigan,Buffalo
2079,2079,Ohio,Central Michigan
2080,2080,Auburn,Western Carolina
2081,2081,Ball State,Kent State
2082,2082,UMass,Miami (OH)
2083,2083,Wisconsin,Northwestern
2084,2084,Clemson,Boston College
2085,2085,LSU,Florida
2086,2086,Kansas State,Baylor
2087,2087,Maryland,Virginia
2088,2088,NC State,Syracuse
2089,2089,Colorado State,San José State
2090,2090,Georgia State,Troy
2091,2091,Wyoming,New Mexico
2092,2092,Tulane,East Carolina
2093,2093,Washington,Oregon
2094,2094,UT San Antonio,Rice
2095,2095,Northern Illinois,Akron
2096,2096,Florida Atlantic,Marshall
2097,2097,Penn State,Michigan
2098,2098,Utah,Stanford
2099,2099,BYU,Georgia Tech
2100,2100,North Texas,Middle Tennessee
2101,2101,Texas State,Louisiana Monroe
2102,2102,Arkansas State,Idaho
2103,2103,Kentucky,Alabama
2104,2104,Florida International,UAB
2105,2105,Mississippi State,Bowling Green
2106,2106,UTEP,Tulsa
2107,2107,Utah State,Boise State
2108,2108,UNLV,Hawai'i
2109,2109,Ole Miss,Texas A&M
2110,2110,Arizona State,Colorado
2111,2111,UCLA,California
2112,2112,Washington State,Oregon State
2113,2113,Western Kentucky,Louisiana
2114,2114,North Carolina,Miami
2115,2115,Louisville,UCF
2116,2116,Toledo,Navy
2117,2117,Tennessee,South Carolina
2118,2118,Vanderbilt,Georgia
2119,2119,West Virginia,Texas Tech
2120,2120,Oklahoma State,TCU
2121,2121,Northwestern,Minnesota
2122,2122,Michigan State,Purdue
2123,2123,East Carolina,Southern Mississippi
2124,2124,Memphis,SMU
2125,2125,Cincinnati,Connecticut
2126,2126,Missouri,Florida
2127,2127,Georgia Tech,Syracuse
2128,2128,Miami (OH),Akron
2129,2129,Eastern Michigan,Ohio
2130,2130,Temple,Army
2131,2131,Colorado,Charleston Southern
2132,2132,Wyoming,Colorado State
2133,2133,Western Michigan,Ball State
2134,2134,Central Michigan,Northern Illinois
2135,2135,South Alabama,Kent State
2136,2136,Texas A&M,Auburn
2137,2137,Ohio State,Iowa
2138,2138,Wake Forest,Maryland
2139,2139,Michigan,Indiana
2140,2140,Houston,BYU
2141,2141,Virginia,Duke
2142,2142,Buffalo,UMass
2143,2143,Louisiana Tech,North Texas
2144,2144,Kansas,Oklahoma
2145,2145,Stanford,UCLA
2146,2146,Arizona State,Washington
2147,2147,Ole Miss,LSU
2148,2148,Baylor,Iowa State
2149,2149,Pittsburgh,Old Dominion
2150,2150,Texas State,Georgia State
2151,2151,Alabama,Arkansas
2152,2152,Notre Dame,USC
2153,2153,Boise State,Nevada
2154,2154,Illinois,Wisconsin
2155,2155,Clemson,Florida State
2156,2156,New Mexico State,Rice
2157,2157,New Mexico,Utah State
2158,2158,Oregon,Washington State
2159,2159,Fresno State,UNLV
2160,2160,Arizona,Utah
2161,2161,California,Oregon State
2162,2162,Arkansas State,Louisiana
2163,2163,Middle Tennessee,Marshall
2164,2164,Mississippi State,Kentucky
2165,2165,BYU,Boise State
2166,2166,Iowa State,Oklahoma State
2167,2167,South Florida,Louisville
2168,2168,Minnesota,Nebraska
2169,2169,UCF,Connecticut
2170,2170,Rutgers,Houston
2171,2171,Akron,Ball State
2172,2172,Iowa,Northwestern
2173,2173,Miami,Wake Forest
2174,2174,Texas A&M,Vanderbilt
2175,2175,Virginia,Georgia Tech
2176,2176,Norfolk State,Old Dominion
2177,2177,Navy,Pittsburgh
2178,2178,Ohio,Miami (OH)
2179,2179,Bowling Green,Toledo
2180,2180,UMass,Western Michigan
2181,2181,SMU,Temple
2182,2182,Northern Illinois,Eastern Michigan
2183,2183,Kent State,Buffalo
2184,2184,Tulane,Tulsa
2185,2185,Virginia Tech,Duke
2186,2186,Illinois,Michigan State
2187,2187,Rice,UTEP
2188,2188,Maryland,Clemson
2189,2189,North Carolina,Boston College
2190,2190,Alabama,Tennessee
2191,2191,Florida State,NC State
2192,2192,Kansas State,West Virginia
2193,2193,USC,Utah
2194,2194,Western Kentucky,Troy
2195,2195,Oklahoma,Texas Tech
2196,2196,UT San Antonio,UAB
2197,2197,Air Force,Notre Dame
2198,2198,Florida International,Louisiana Tech
2199,2199,Nevada,UNLV
2200,2200,Southern Mississippi,North Texas
2201,2201,Louisiana Monroe,Georgia State
2202,2202,Texas State,South Alabama
2203,2203,San José State,Wyoming
2204,2204,LSU,Furman
2205,2205,Kansas,Baylor
2206,2206,Oregon,UCLA
2207,2207,Missouri,South Carolina
2208,2208,TCU,Texas
2209,2209,Ole Miss,Idaho
2210,2210,Auburn,Florida Atlantic
2211,2211,New Mexico State,Abilene Christian
2212,2212,Colorado,Arizona
2213,2213,Ohio State,Penn State
2214,2214,Oregon State,Stanford
2215,2215,San Diego State,Fresno State
2216,2216,Washington,California
2217,2217,Hawai'i,Colorado State
2218,2218,Memphis,Cincinnati
2219,2219,Houston,South Florida
2220,2220,North Texas,Rice
2221,2221,Troy,Louisiana Monroe
2222,2222,Washington State,Arizona State
2223,2223,Oregon State,USC
2224,2224,Air Force,Army
2225,2225,Purdue,Ohio State
2226,2226,UMass,Northern Illinois
2227,2227,Iowa,Wisconsin
2228,2228,Boston College,Virginia Tech
2229,2229,Rutgers,Temple
2230,2230,Penn State,Illinois
2231,2231,Marshall,Southern Mississippi
2232,2232,South Carolina,Mississippi State
2233,2233,NC State,North Carolina
2234,2234,Syracuse,Wake Forest
2235,2235,Georgia State,Western Kentucky
2236,2236,UAB,Middle Tennessee
2237,2237,Old Dominion,Rhode Island
2238,2238,California,Arizona
2239,2239,TCU,West Virginia
2240,2240,Notre Dame,Navy
2241,2241,Florida,Georgia
2242,2242,Michigan State,Michigan
2243,2243,Akron,Kent State
2244,2244,Virginia,Clemson
2245,2245,Kansas State,Iowa State
2246,2246,Texas,Kansas
2247,2247,Tulsa,UT San Antonio
2248,2248,Indiana,Minnesota
2249,2249,Nebraska,Northwestern
2250,2250,Utah State,Hawai'i
2251,2251,UNLV,San José State
2252,2252,Louisiana,New Mexico State
2253,2253,Florida Atlantic,Tulane
2254,2254,Idaho,Texas State
2255,2255,Arkansas,Auburn
2256,2256,Florida International,East Carolina
2257,2257,Toledo,Eastern Michigan
2258,2258,Missouri,Tennessee
2259,2259,Georgia Tech,Pittsburgh
2260,2260,Texas Tech,Oklahoma State
2261,2261,South Alabama,Arkansas State
2262,2262,Kentucky,Alabama State
2263,2263,UCLA,Colorado
2264,2264,Florida State,Miami
2265,2265,Colorado State,Boise State
2266,2266,San Diego State,New Mexico
2267,2267,Texas A&M,UTEP
2268,2268,Fresno State,Nevada
2269,2269,Buffalo,Ohio
2270,2270,Miami (OH),Bowling Green
2271,2271,Ball State,Central Michigan
2272,2272,Louisiana,Troy
2273,2273,Baylor,Oklahoma
2274,2274,Stanford,Oregon
2275,2275,Connecticut,Louisville
2276,2276,New Mexico,Air Force
2277,2277,Minnesota,Penn State
2278,2278,Purdue,Iowa
2279,2279,Army,Western Kentucky
2280,2280,Cincinnati,SMU
2281,2281,Marshall,UAB
2282,2282,Tennessee,Auburn
2283,2283,Kentucky,Missouri
2284,2284,Wake Forest,Florida State
2285,2285,Texas Tech,Kansas State
2286,2286,Florida,Vanderbilt
2287,2287,Iowa State,TCU
2288,2288,Ole Miss,Arkansas
2289,2289,Georgia,Appalachian State
2290,2290,North Carolina,Virginia
2291,2291,Eastern Michigan,Western Michigan
2292,2292,UT San Antonio,Tulane
2293,2293,California,USC
2294,2294,North Texas,UTEP
2295,2295,Texas A&M,Mississippi State
2296,2296,Navy,Hawai'i
2297,2297,New Mexico State,Boston College
2298,2298,Wisconsin,BYU
2299,2299,Colorado State,Nevada
2300,2300,Maryland,Syracuse
2301,2301,Michigan,Nebraska
2302,2302,Indiana,Illinois
2303,2303,East Carolina,Tulsa
2304,2304,Middle Tennessee,Florida International
2305,2305,Utah,Arizona State
2306,2306,Oklahoma State,Kansas
2307,2307,Duke,NC State
2308,2308,Memphis,UT Martin
2309,2309,Idaho,Old Dominion
2310,2310,Miami,Virginia Tech
2311,2311,UCF,Houston
2312,2312,West Virginia,Texas
2313,2313,Louisiana Tech,Southern Mississippi
2314,2314,Louisiana Monroe,Arkansas State
2315,2315,UNLV,Utah State
2316,2316,Washington,Colorado
2317,2317,Pittsburgh,Notre Dame
2318,2318,Alabama,LSU
2319,2319,Arizona,UCLA
2320,2320,Wyoming,Fresno State
2321,2321,San José State,San Diego State
2322,2322,Bowling Green,Ohio
2323,2323,Toledo,Buffalo
2324,2324,Kent State,Miami (OH)
2325,2325,Northern Illinois,Ball State
2326,2326,Clemson,Georgia Tech
2327,2327,Tulsa,Marshall
2328,2328,UCLA,Washington
2329,2329,Ole Miss,Troy
2330,2330,Wisconsin,Indiana
2331,2331,Temple,UCF
2332,2332,Oklahoma,Iowa State
2333,2333,Western Michigan,Central Michigan
2334,2334,Kansas,West Virginia
2335,2335,Illinois,Ohio State
2336,2336,Penn State,Purdue
2337,2337,Rutgers,Cincinnati
2338,2338,Vanderbilt,Kentucky
2339,2339,Southern Mississippi,Florida Atlantic
2340,2340,Virginia Tech,Maryland
2341,2341,Boston College,NC State
2342,2342,Pittsburgh,North Carolina
2343,2343,Old Dominion,Campbell
2344,2344,UMass,Akron
2345,2345,Georgia State,Louisiana
2346,2346,Arizona,Washington State
2347,2347,East Carolina,UAB
2348,2348,SMU,Connecticut
2349,2349,BYU,Idaho State
2350,2350,Auburn,Georgia
2351,2351,Kansas State,TCU
2352,2352,Navy,South Alabama
2353,2353,Northwestern,Michigan
2354,2354,Florida State,Syracuse
2355,2355,Texas,Oklahoma State
2356,2356,Nebraska,Michigan State
2357,2357,Duke,Miami
2358,2358,Oregon,Utah
2359,2359,Colorado,California
2360,2360,South Florida,Memphis
2361,2361,South Carolina,Florida
2362,2362,Louisville,Houston
2363,2363,New Mexico,Colorado State
2364,2364,Rice,Louisiana Tech
2365,2365,Baylor,Texas Tech
2366,2366,Arkansas State,Texas State
2367,2367,Mississippi State,Alabama
2368,2368,UTEP,Florida International
2369,2369,USC,Stanford
2370,2370,Arizona State,Oregon State
2371,2371,Boise State,Wyoming
2372,2372,Nevada,San José State
2373,2373,Hawai'i,San Diego State
2374,2374,Miami (OH),Buffalo
2375,2375,Ohio,Kent State
2376,2376,Toledo,Northern Illinois
2377,2377,UCF,Rutgers
2378,2378,UAB,Rice
2379,2379,Air Force,UNLV
2380,2380,San José State,Navy
2381,2381,Wake Forest,Duke
2382,2382,Houston,Cincinnati
2383,2383,Iowa,Michigan
2384,2384,Miami,Virginia
2385,2385,Purdue,Illinois
2386,2386,Clemson,The Citadel
2387,2387,Northwestern,Michigan State
2388,2388,Kansas State,Oklahoma
2389,2389,Louisville,Memphis
2390,2390,North Carolina,Old Dominion
2391,2391,Arkansas,Mississippi State
2392,2392,NC State,East Carolina
2393,2393,Syracuse,Pittsburgh
2394,2394,Central Michigan,UMass
2395,2395,Eastern Michigan,Bowling Green
2396,2396,South Carolina,Coastal Carolina
2397,2397,Georgia Tech,Alabama A&M
2398,2398,Wyoming,Hawai'i
2399,2399,Alabama,Chattanooga
2400,2400,Florida,Georgia Southern
2401,2401,Florida Atlantic,New Mexico State
2402,2402,Arkansas State,Georgia State
2403,2403,Minnesota,Wisconsin
2404,2404,Florida State,Idaho
2405,2405,Ohio State,Indiana
2406,2406,Arizona,Oregon
2407,2407,LSU,Texas A&M
2408,2408,North Texas,UT San Antonio
2409,2409,Washington State,Utah
2410,2410,Penn State,Nebraska
2411,2411,Maryland,Boston College
2412,2412,Notre Dame,BYU
2413,2413,Southern Mississippi,Middle Tennessee
2414,2414,Tulane,UTEP
2415,2415,Utah State,Colorado State
2416,2416,Stanford,California
2417,2417,Fresno State,New Mexico
2418,2418,Florida International,Marshall
2419,2419,Temple,Connecticut
2420,2420,South Alabama,Louisiana Monroe
2421,2421,South Florida,SMU
2422,2422,Georgia,Kentucky
2423,2423,Texas State,Western Kentucky
2424,2424,Louisiana Tech,Tulsa
2425,2425,Tennessee,Vanderbilt
2426,2426,UCLA,Arizona State
2427,2427,Ole Miss,Missouri
2428,2428,Oklahoma State,Baylor
2429,2429,Iowa State,Kansas
2430,2430,Colorado,USC
2431,2431,San Diego State,Boise State
2432,2432,Oregon State,Washington
2433,2433,Northern Illinois,Western Michigan
2434,2434,Mississippi State,Ole Miss
2435,2435,Texas,Texas Tech
2436,2436,Marshall,East Carolina
2437,2437,Akron,Toledo
2438,2438,Nebraska,Iowa
2439,2439,Houston,SMU
2440,2440,Ball State,Miami (OH)
2441,2441,Buffalo,Bowling Green
2442,2442,Central Michigan,Eastern Michigan
2443,2443,Troy,Texas State
2444,2444,Ohio,UMass
2445,2445,LSU,Arkansas
2446,2446,Florida Atlantic,Florida International
2447,2447,San José State,Fresno State
2448,2448,Washington,Washington State
2449,2449,Pittsburgh,Miami
2450,2450,Oregon,Oregon State
2451,2451,UCF,South Florida
2452,2452,Kansas,Kansas State
2453,2453,Florida,Florida State
2454,2454,Michigan,Ohio State
2455,2455,Michigan State,Minnesota
2456,2456,Connecticut,Rutgers
2457,2457,Memphis,Temple
2458,2458,North Carolina,Duke
2459,2459,Vanderbilt,Wake Forest
2460,2460,NC State,Maryland
2461,2461,UAB,Southern Mississippi
2462,2462,Utah,Colorado
2463,2463,Colorado State,Air Force
2464,2464,Utah State,Wyoming
2465,2465,Georgia State,South Alabama
2466,2466,Tulsa,North Texas
2467,2467,Nevada,BYU
2468,2468,Rice,Tulane
