,game_id,home_team,away_team
3950,3950,Wisconsin,Rutgers
3951,3951,Texas A&M,South Carolina
3952,3952,Florida State,Syracuse
3953,3953,Boston College,Virginia Tech
3954,3954,Ball State,UMass
3955,3955,Akron,Central Michigan
3956,3956,Southern Mississippi,UTEP
3957,3957,UCLA,Colorado
3958,3958,California,USC
3959,3959,Virginia,Georgia Tech
3960,3960,Florida Atlantic,Florida International
3961,3961,Charlotte,Marshall
3962,3962,Colorado State,San Diego State
3963,3963,Kansas,Oklahoma
3964,3964,Texas Tech,Oklahoma State
3965,3965,Florida,Georgia
3966,3966,Iowa,Maryland
3967,3967,NC State,Clemson
3968,3968,UNLV,Boise State
3969,3969,Appalachian State,Troy
3970,3970,Arkansas,UT Martin
3971,3971,SMU,Tulsa
3972,3972,Louisiana,Louisiana Monroe
3973,3973,Minnesota,Michigan
3974,3974,Utah,Oregon State
3975,3975,Houston,Vanderbilt
3976,3976,Duke,Miami
3977,3977,Arkansas State,Georgia State
3978,3978,Iowa State,Texas
3979,3979,North Texas,UT San Antonio
3980,3980,Memphis,Tulane
3981,3981,Kentucky,Tennessee
3982,3982,Temple,Notre Dame
3983,3983,New Mexico State,Idaho
3984,3984,Washington State,Stanford
3985,3985,Hawai'i,Air Force
3986,3986,Washington,Arizona
3987,3987,Toledo,Northern Illinois
3988,3988,Bowling Green,Ohio
3989,3989,Kent State,Buffalo
3990,3990,Kansas State,Baylor
3991,3991,Western Michigan,Ball State
3992,3992,Appalachian State,Arkansas State
3993,3993,Missouri,Mississippi State
3994,3994,Fresno State,Nevada
3995,3995,UTEP,Rice
3996,3996,SMU,Temple
3997,3997,San José State,BYU
3998,3998,Georgia,Kentucky
3999,3999,Northwestern,Penn State
4000,4000,UMass,Akron
4001,4001,Western Kentucky,Florida Atlantic
4002,4002,Tulsa,UCF
4003,4003,Purdue,Illinois
4004,4004,Florida International,Charlotte
4005,4005,West Virginia,Texas Tech
4006,4006,North Carolina,Duke
4007,4007,Florida,Vanderbilt
4008,4008,Pittsburgh,Notre Dame
4009,4009,Louisville,Syracuse
4010,4010,Boston College,NC State
4011,4011,Colorado,Stanford
4012,4012,Georgia State,Louisiana
4013,4013,Miami (OH),Eastern Michigan
4014,4014,Miami,Virginia
4015,4015,South Alabama,Idaho
4016,4016,Wyoming,Colorado State
4017,4017,Air Force,Army
4018,4018,Clemson,Florida State
4019,4019,Oklahoma State,TCU
4020,4020,Indiana,Iowa
4021,4021,Michigan,Rutgers
4022,4022,Ole Miss,Arkansas
4023,4023,Houston,Cincinnati
4024,4024,Washington State,Arizona State
4025,4025,Maryland,Wisconsin
4026,4026,Louisiana Tech,North Texas
4027,4027,Middle Tennessee,Marshall
4028,4028,Troy,Louisiana Monroe
4029,4029,New Mexico,Utah State
4030,4030,Tennessee,South Carolina
4031,4031,Texas State,New Mexico State
4032,4032,Tulane,Connecticut
4033,4033,Oregon State,UCLA
4034,4034,UNLV,Hawai'i
4035,4035,Oklahoma,Iowa State
4036,4036,Nebraska,Michigan State
4037,4037,UT San Antonio,Old Dominion
4038,4038,Memphis,Navy
4039,4039,Texas A&M,Auburn
4040,4040,East Carolina,South Florida
4041,4041,Washington,Utah
4042,4042,Alabama,LSU
4043,4043,Texas,Kansas
4044,4044,Ohio State,Minnesota
4045,4045,USC,Arizona
4046,4046,Oregon,California
4047,4047,Central Michigan,Toledo
4048,4048,Ohio,Kent State
4049,4049,Western Michigan,Bowling Green
4050,4050,Buffalo,Northern Illinois
4051,4051,Georgia Tech,Virginia Tech
4052,4052,South Alabama,Louisiana
4053,4053,Colorado,USC
4054,4054,West Virginia,Texas
4055,4055,Florida Atlantic,Middle Tennessee
4056,4056,Miami (OH),Akron
4057,4057,Old Dominion,UTEP
4058,4058,Auburn,Georgia
4059,4059,Tennessee,North Texas
4060,4060,Army,Tulane
4061,4061,Duke,Pittsburgh
4062,4062,Illinois,Ohio State
4063,4063,South Carolina,Florida
4064,4064,Michigan State,Maryland
4065,4065,Northwestern,Purdue
4066,4066,TCU,Kansas
4067,4067,Florida State,NC State
4068,4068,Louisville,Virginia
4069,4069,Charlotte,UT San Antonio
4070,4070,Air Force,Utah State
4071,4071,Arizona State,Washington
4072,4072,Eastern Michigan,UMass
4073,4073,Louisiana Monroe,Arkansas State
4074,4074,Troy,Georgia Southern
4075,4075,Notre Dame,Wake Forest
4076,4076,Iowa State,Oklahoma State
4077,4077,Indiana,Michigan
4078,4078,Syracuse,Clemson
4079,4079,Navy,SMU
4080,4080,North Carolina,Miami
4081,4081,Marshall,Florida International
4082,4082,Rutgers,Nebraska
4083,4083,Texas Tech,Kansas State
4084,4084,Mississippi State,Alabama
4085,4085,Rice,Southern Mississippi
4086,4086,Nevada,San José State
4087,4087,Texas State,Georgia State
4088,4088,Vanderbilt,Kentucky
4089,4089,Idaho,Appalachian State
4090,4090,South Florida,Temple
4091,4091,Texas A&M,Western Carolina
4092,4092,Colorado State,UNLV
4093,4093,Houston,Memphis
4094,4094,LSU,Arkansas
4095,4095,Stanford,Oregon
4096,4096,Missouri,BYU
4097,4097,Cincinnati,Tulsa
4098,4098,Iowa,Minnesota
4099,4099,Baylor,Oklahoma
4100,4100,Arizona,Utah
4101,4101,Boise State,New Mexico
4102,4102,San Diego State,Wyoming
4103,4103,California,Oregon State
4104,4104,UCLA,Washington State
4105,4105,Hawai'i,Fresno State
4106,4106,Bowling Green,Toledo
4107,4107,Ohio,Ball State
4108,4108,Kent State,Central Michigan
4109,4109,Northern Illinois,Western Michigan
4110,4110,UCF,East Carolina
4111,4111,Texas State,Louisiana Monroe
4112,4112,South Florida,Cincinnati
4113,4113,Boise State,Air Force
4114,4114,Virginia Tech,North Carolina
4115,4115,South Carolina,The Citadel
4116,4116,Army,Rutgers
4117,4117,Kansas,West Virginia
4118,4118,Kansas State,Iowa State
4119,4119,Maryland,Indiana
4120,4120,Minnesota,Illinois
4121,4121,Middle Tennessee,North Texas
4122,4122,Iowa,Purdue
4123,4123,Temple,Memphis
4124,4124,Florida,Florida Atlantic
4125,4125,Penn State,Michigan
4126,4126,NC State,Syracuse
4127,4127,Miami,Georgia Tech
4128,4128,UMass,Miami (OH)
4129,4129,Georgia State,South Alabama
4130,4130,Florida International,Western Kentucky
4131,4131,BYU,Fresno State
4132,4132,Florida State,Chattanooga
4133,4133,Oregon,USC
4134,4134,Ohio State,Michigan State
4135,4135,Wisconsin,Northwestern
4136,4136,Utah State,Nevada
4137,4137,Southern Mississippi,Old Dominion
4138,4138,Clemson,Wake Forest
4139,4139,Connecticut,Houston
4140,4140,Arizona State,Arizona
4141,4141,Virginia,Duke
4142,4142,Akron,Buffalo
4143,4143,UTEP,Louisiana Tech
4144,4144,Ole Miss,LSU
4145,4145,Utah,UCLA
4146,4146,Pittsburgh,Louisville
4147,4147,Alabama,Charleston Southern
4148,4148,Auburn,Idaho
4149,4149,Louisiana,New Mexico State
4150,4150,New Mexico,Colorado State
4151,4151,Oregon State,Washington
4152,4152,Arkansas,Mississippi State
4153,4153,Tulsa,Navy
4154,4154,UT San Antonio,Rice
4155,4155,Georgia,Georgia Southern
4156,4156,Missouri,Tennessee
4157,4157,Oklahoma State,Baylor
4158,4158,Vanderbilt,Texas A&M
4159,4159,Kentucky,Charlotte
4160,4160,Notre Dame,Boston College
4161,4161,SMU,Tulane
4162,4162,Oklahoma,TCU
4163,4163,UNLV,San Diego State
4164,4164,Stanford,California
4165,4165,Washington State,Colorado
4166,4166,Hawai'i,San José State
4167,4167,Ball State,Bowling Green
4168,4168,Northern Illinois,Ohio
4169,4169,Texas,Texas Tech
4170,4170,UCF,South Florida
4171,4171,Western Kentucky,Marshall
4172,4172,Toledo,Western Michigan
4173,4173,Akron,Kent State
4174,4174,Houston,Navy
4175,4175,Pittsburgh,Miami
4176,4176,Central Michigan,Eastern Michigan
4177,4177,Georgia State,Troy
4178,4178,Arkansas,Missouri
4179,4179,San José State,Boise State
4180,4180,Nebraska,Iowa
4181,4181,Washington,Washington State
4182,4182,Oregon,Oregon State
4183,4183,Buffalo,UMass
4184,4184,TCU,Baylor
4185,4185,Tulane,Tulsa
4186,4186,Kentucky,Louisville
4187,4187,West Virginia,Iowa State
4188,4188,Michigan,Ohio State
4189,4189,East Carolina,Cincinnati
4190,4190,Memphis,SMU
4191,4191,Purdue,Indiana
4192,4192,Rutgers,Maryland
4193,4193,Louisiana Tech,Southern Mississippi
4194,4194,Old Dominion,Florida Atlantic
4195,4195,Virginia,Virginia Tech
4196,4196,Georgia Tech,Georgia
4197,4197,South Carolina,Clemson
4198,4198,Wake Forest,Duke
4199,4199,Syracuse,Boston College
4200,4200,Wyoming,UNLV
4201,4201,Appalachian State,Louisiana
4202,4202,Georgia Southern,South Alabama
4203,4203,UT San Antonio,Middle Tennessee
4204,4204,Utah,Colorado
4205,4205,USC,UCLA
4206,4206,North Texas,UTEP
4207,4207,Michigan State,Penn State
4208,4208,Minnesota,Wisconsin
4209,4209,Rice,Charlotte
4210,4210,Utah State,BYU
4211,4211,NC State,North Carolina
4212,4212,Illinois,Northwestern
4213,4213,Auburn,Alabama
4214,4214,Tennessee,Vanderbilt
4215,4215,New Mexico State,Arkansas State
4216,4216,Kansas,Kansas State
4217,4217,Idaho,Texas State
4218,4218,Temple,Connecticut
4219,4219,Mississippi State,Ole Miss
4220,4220,LSU,Texas A&M
4221,4221,Florida,Florida State
4222,4222,Stanford,Notre Dame
4223,4223,Oklahoma State,Oklahoma
4224,4224,Fresno State,Colorado State
4225,4225,California,Arizona State
4226,4226,New Mexico,Air Force
4227,4227,San Diego State,Nevada
4228,4228,Hawai'i,Louisiana Monroe
4229,4229,Northern Illinois,Bowling Green
4230,4230,Baylor,Texas
4231,4231,Houston,Temple
4232,4232,Western Kentucky,Southern Mississippi
4233,4233,Georgia Southern,Georgia State
4234,4234,Arkansas State,Texas State
4235,4235,Louisiana Monroe,New Mexico State
4236,4236,Alabama,Florida
4237,4237,Kansas State,West Virginia
4238,4238,Louisiana,Troy
4239,4239,San Diego State,Air Force
4240,4240,South Alabama,Appalachian State
4241,4241,Stanford,USC
4242,4242,Clemson,North Carolina
4243,4243,Iowa,Michigan State
4244,4244,Navy,Army
4245,4245,California,Hawai'i
4246,4246,Connecticut,Maine
4247,4247,Louisville,Charlotte
4248,4248,Central Michigan,Presbyterian College
4249,4249,Wake Forest,Tulane
4250,4250,Cincinnati,UT Martin
4251,4251,Tennessee,Appalachian State
4252,4252,NC State,William & Mary
4253,4253,Florida International,Indiana
4254,4254,Vanderbilt,South Carolina
4255,4255,Utah,Southern Utah
4256,4256,Utah State,Weber State
4257,4257,Western Kentucky,Rice
4258,4258,Minnesota,Oregon State
4259,4259,New Mexico,South Dakota
4260,4260,Idaho,Montana State
4261,4261,UNLV,Jackson State
4262,4262,Eastern Michigan,Mississippi Valley State
4263,4263,Georgia State,Ball State
4264,4264,Michigan State,Furman
4265,4265,Buffalo,Albany
4266,4266,Syracuse,Colgate
4267,4267,Temple,Army
4268,4268,Baylor,Northwestern State
4269,4269,Colorado,Colorado State
4270,4270,Stanford,Kansas State
4271,4271,Arkansas State,Toledo
4272,4272,Nevada,Cal Poly
4273,4273,Boston College,Georgia Tech
4274,4274,Michigan,Hawai'i
4275,4275,Purdue,Eastern Kentucky
4276,4276,Houston,Oklahoma
4277,4277,Ohio State,Bowling Green
4278,4278,Navy,Fordham
4279,4279,Louisiana,Boise State
4280,4280,West Virginia,Missouri
4281,4281,Mississippi State,South Alabama
4282,4282,Northwestern,Western Michigan
4283,4283,Maryland,Howard
4284,4284,Virginia Tech,Liberty
4285,4285,Pittsburgh,Villanova
4286,4286,Washington,Rutgers
4287,4287,Air Force,Abilene Christian
4288,4288,Oklahoma State,Southeastern Louisiana
4289,4289,Wisconsin,LSU
4290,4290,Virginia,Richmond
4291,4291,Penn State,Kent State
4292,4292,Ohio,Texas State
4293,4293,Illinois,Murray State
4294,4294,Iowa,Miami (OH)
4295,4295,Texas A&M,UCLA
4296,4296,Arkansas,Louisiana Tech
4297,4297,Oregon,UC Davis
4298,4298,North Carolina,Georgia
4299,4299,Georgia Southern,Savannah State
4300,4300,Troy,Austin Peay
4301,4301,Florida Atlantic,Southern Illinois
4302,4302,Duke,North Carolina Central
4303,4303,East Carolina,Western Carolina
4304,4304,Miami,Florida A&M
4305,4305,Akron,VMI
4306,4306,Memphis,Southeast Missouri State
4307,4307,Middle Tennessee,Alabama A&M
4308,4308,North Texas,SMU
4309,4309,Tulsa,San José State
4310,4310,South Florida,Towson
4311,4311,UCF,South Carolina State
4312,4312,Kansas,Rhode Island
4313,4313,UT San Antonio,Alabama State
4314,4314,Louisiana Monroe,Southern
4315,4315,Kentucky,Southern Mississippi
4316,4316,Florida,UMass
4317,4317,TCU,South Dakota State
4318,4318,Alabama,USC
4319,4319,Texas Tech,Stephen F. Austin
4320,4320,Nebraska,Fresno State
4321,4321,Washington State,Eastern Washington
4322,4322,Iowa State,Northern Iowa
4323,4323,UTEP,New Mexico State
4324,4324,San Diego State,New Hampshire
4325,4325,Auburn,Clemson
4326,4326,Arizona,BYU
4327,4327,Wyoming,Northern Illinois
4328,4328,Arizona State,Northern Arizona
4329,4329,Old Dominion,Hampton
4330,4330,Texas,Notre Dame
4331,4331,Florida State,Ole Miss
4332,4332,UT San Antonio,New Mexico
4333,4333,San Diego State,Houston
4334,4334,Toledo,Appalachian State
4335,4335,UCF,Arkansas State
4336,4336,Louisiana,Southern Mississippi
4337,4337,Tulsa,Central Michigan
4338,4338,Western Kentucky,Memphis
4339,4339,Wyoming,BYU
4340,4340,Colorado State,Idaho
4341,4341,Old Dominion,Eastern Michigan
4342,4342,Navy,Louisiana Tech
4343,4343,Troy,Ohio
4344,4344,Middle Tennessee,Hawai'i
4345,4345,Mississippi State,Miami (OH)
4346,4346,Boston College,Maryland
4347,4347,Vanderbilt,NC State
4348,4348,North Texas,Army
4349,4349,Wake Forest,Temple
4350,4350,Washington State,Minnesota
4351,4351,Baylor,Boise State
4352,4352,Northwestern,Pittsburgh
4353,4353,Miami,West Virginia
4354,4354,Utah,Indiana
4355,4355,Kansas State,Texas A&M
4356,4356,South Carolina,South Florida
4357,4357,Virginia Tech,Arkansas
4358,4358,Colorado,Oklahoma State
4359,4359,TCU,Georgia
4360,4360,North Carolina,Stanford
4361,4361,Tennessee,Nebraska
4362,4362,Air Force,South Alabama
4363,4363,Florida State,Michigan
4364,4364,Kentucky,Georgia Tech
4365,4365,Louisville,LSU
4366,4366,Alabama,Washington
4367,4367,Clemson,Ohio State
4368,4368,Wisconsin,Western Michigan
4369,4369,Iowa,Florida
4370,4370,Penn State,USC
4371,4371,Oklahoma,Auburn
4372,4372,Alabama,Clemson
4373,4373,Florida International,Maryland
4374,4374,Syracuse,Louisville
4375,4375,UMass,Boston College
4376,4376,Michigan,UCF
4377,4377,Houston,Lamar
4378,4378,Georgia,Nicholls
4379,4379,Texas A&M,Prairie View
4380,4380,Oklahoma State,Central Michigan
4381,4381,Minnesota,Indiana State
4382,4382,Army,Rice
4383,4383,Nebraska,Wyoming
4384,4384,East Carolina,NC State
4385,4385,Pittsburgh,Penn State
4386,4386,Purdue,Cincinnati
4387,4387,Rutgers,Howard
4388,4388,Florida State,Charleston Southern
4389,4389,Clemson,Troy
4390,4390,Temple,Stony Brook
4391,4391,West Virginia,Youngstown State
4392,4392,Air Force,Georgia State
4393,4393,USC,Utah State
4394,4394,Kansas,Ohio
4395,4395,Georgia Tech,Mercer
4396,4396,Appalachian State,Old Dominion
4397,4397,Navy,Connecticut
4398,4398,Duke,Wake Forest
4399,4399,Northwestern,Illinois State
4400,4400,Florida,Kentucky
4401,4401,Bowling Green,North Dakota
4402,4402,Notre Dame,Nevada
4403,4403,Alabama,Western Kentucky
4404,4404,Ohio State,Tulsa
4405,4405,Wisconsin,Akron
4406,4406,Baylor,SMU
4407,4407,Ole Miss,Wofford
4408,4408,Vanderbilt,Middle Tennessee
4409,4409,Indiana,Ball State
4410,4410,Colorado State,UT San Antonio
4411,4411,Miami (OH),Eastern Illinois
4412,4412,San José State,Portland State
4413,4413,Washington,Idaho
4414,4414,Colorado,Idaho State
4415,4415,Marshall,Morgan State
4416,4416,Charlotte,Elon
4417,4417,Kent State,North Carolina A&T
4418,4418,Miami,Florida Atlantic
4419,4419,TCU,Arkansas
4420,4420,Texas,UTEP
4421,4421,Oklahoma,Louisiana Monroe
4422,4422,South Alabama,Georgia Southern
4423,4423,Mississippi State,South Carolina
4424,4424,South Florida,Northern Illinois
4425,4425,Toledo,Maine
4426,4426,Western Michigan,North Carolina Central
4427,4427,Southern Mississippi,Savannah State
4428,4428,Louisiana Tech,South Carolina State
4429,4429,North Texas,Bethune-Cookman
4430,4430,Louisiana,McNeese
4431,4431,Illinois,North Carolina
4432,4432,Auburn,Arkansas State
4433,4433,Utah,BYU
4434,4434,Missouri,Eastern Michigan
4435,4435,Iowa,Iowa State
4436,4436,LSU,Jacksonville State
4437,4437,Tennessee,Virginia Tech
4438,4438,Tulane,Southern
4439,4439,UCLA,UNLV
4440,4440,New Mexico State,New Mexico
4441,4441,Fresno State,Sacramento State
4442,4442,Arizona State,Texas Tech
4443,4443,Boise State,Washington State
4444,4444,San Diego State,California
4445,4445,Oregon,Virginia
4446,4446,Arizona,Grambling
4447,4447,Hawai'i,UT Martin
4448,4448,Cincinnati,Houston
4449,4449,Rice,Baylor
4450,4450,Utah State,Arkansas State
4451,4451,UT San Antonio,Arizona State
4452,4452,Tennessee,Ohio
4453,4453,Appalachian State,Miami
4454,4454,TCU,Iowa State
4455,4455,Marshall,Akron
4456,4456,Rutgers,New Mexico
4457,4457,Bowling Green,Middle Tennessee
4458,4458,Penn State,Temple
4459,4459,Memphis,Kansas
4460,4460,Louisville,Florida State
4461,4461,Clemson,South Carolina State
4462,4462,Wisconsin,Georgia State
4463,4463,Iowa,North Dakota State
4464,4464,Georgia Tech,Vanderbilt
4465,4465,Connecticut,Virginia
4466,4466,Washington State,Idaho
4467,4467,Tulsa,North Carolina A&T
4468,4468,Kansas State,Florida Atlantic
4469,4469,Toledo,Fresno State
4470,4470,Central Michigan,UNLV
4471,4471,Ball State,Eastern Kentucky
4472,4472,Virginia Tech,Boston College
4473,4473,Northern Illinois,San Diego State
4474,4474,UMass,Florida International
4475,4475,Kent State,Monmouth
4476,4476,Miami (OH),Western Kentucky
4477,4477,North Carolina,James Madison
4478,4478,Oklahoma State,Pittsburgh
4479,4479,Syracuse,South Florida
4480,4480,Michigan,Colorado
4481,4481,Nebraska,Oregon
4482,4482,Ole Miss,Alabama
4483,4483,Kentucky,New Mexico State
4484,4484,South Carolina,East Carolina
4485,4485,Illinois,Western Michigan
4486,4486,Colorado State,Northern Colorado
4487,4487,Wyoming,UC Davis
4488,4488,Oregon State,Idaho State
4489,4489,Charlotte,Eastern Michigan
4490,4490,NC State,Old Dominion
4491,4491,Georgia Southern,Louisiana Monroe
4492,4492,Wake Forest,Delaware
4493,4493,LSU,Mississippi State
4494,4494,Texas Tech,Louisiana Tech
4495,4495,Louisiana,South Alabama
4496,4496,SMU,Liberty
4497,4497,Tulane,Navy
4498,4498,Auburn,Texas A&M
4499,4499,UTEP,Army
4500,4500,UCF,Maryland
4501,4501,Southern Mississippi,Troy
4502,4502,Arkansas,Texas State
4503,4503,Florida,North Texas
4504,4504,Notre Dame,Michigan State
4505,4505,Missouri,Georgia
4506,4506,Oklahoma,Ohio State
4507,4507,Stanford,USC
4508,4508,Washington,Portland State
4509,4509,Northwestern,Duke
4510,4510,Nevada,Buffalo
4511,4511,BYU,UCLA
4512,4512,California,Texas
4513,4513,San José State,Utah
4514,4514,Arizona,Hawai'i
4515,4515,Georgia Tech,Clemson
4516,4516,Eastern Michigan,Wyoming
4517,4517,SMU,TCU
4518,4518,Utah,USC
4519,4519,Ole Miss,Georgia
4520,4520,Purdue,Nevada
4521,4521,Michigan State,Wisconsin
4522,4522,Iowa State,San José State
4523,4523,Temple,Charlotte
4524,4524,Rutgers,Iowa
4525,4525,Alabama,Kent State
4526,4526,South Florida,Florida State
4527,4527,Minnesota,Colorado State
4528,4528,Virginia,Central Michigan
4529,4529,Virginia Tech,East Carolina
4530,4530,Connecticut,Syracuse
4531,4531,Boston College,Wagner
4532,4532,Ohio,Gardner-Webb
4533,4533,Michigan,Penn State
4534,4534,Tennessee,Florida
4535,4535,Indiana,Wake Forest
4536,4536,Old Dominion,UT San Antonio
4537,4537,North Carolina,Pittsburgh
4538,4538,UMass,Mississippi State
4539,4539,Notre Dame,Duke
4540,4540,West Virginia,BYU
4541,4541,Oregon State,Boise State
4542,4542,Akron,Appalachian State
4543,4543,Northern Illinois,Western Illinois
4544,4544,Cincinnati,Miami (OH)
4545,4545,Missouri,Delaware State
4546,4546,Fresno State,Tulsa
4547,4547,Western Kentucky,Vanderbilt
4548,4548,Oregon,Colorado
4549,4549,Florida Atlantic,Ball State
4550,4550,Auburn,LSU
4551,4551,Rice,North Texas
4552,4552,Buffalo,Army
4553,4553,Middle Tennessee,Louisiana Tech
4554,4554,Florida International,UCF
4555,4555,Western Michigan,Georgia Southern
4556,4556,South Alabama,Nicholls
4557,4557,Troy,New Mexico State
4558,4558,Arkansas State,Central Arkansas
4559,4559,Texas State,Houston
4560,4560,Kansas State,Missouri State
4561,4561,Kentucky,South Carolina
4562,4562,Northwestern,Nebraska
4563,4563,Baylor,Oklahoma State
4564,4564,UTEP,Southern Mississippi
4565,4565,UCLA,Stanford
4566,4566,Tulane,Louisiana
4567,4567,Memphis,Bowling Green
4568,4568,Marshall,Louisville
4569,4569,UNLV,Idaho
4570,4570,Texas A&M,Arkansas
4571,4571,Arizona State,California
4572,4572,Utah State,Air Force
4573,4573,Arizona,Washington
4574,4574,Houston,Connecticut
4575,4575,Texas Tech,Kansas
4576,4576,Washington,Stanford
4577,4577,BYU,Toledo
4578,4578,Georgia Tech,Miami
4579,4579,Ohio State,Rutgers
4580,4580,Iowa State,Baylor
4581,4581,Arkansas,Alcorn State
4582,4582,Oklahoma State,Texas
4583,4583,Vanderbilt,Florida
4584,4584,Syracuse,Notre Dame
4585,4585,Iowa,Northwestern
4586,4586,East Carolina,UCF
4587,4587,Temple,SMU
4588,4588,Appalachian State,Georgia State
4589,4589,Duke,Virginia
4590,4590,Boston College,Buffalo
4591,4591,Miami (OH),Ohio
4592,4592,Colorado,Oregon State
4593,4593,Bowling Green,Eastern Michigan
4594,4594,UMass,Tulane
4595,4595,Kent State,Akron
4596,4596,Maryland,Purdue
4597,4597,West Virginia,Kansas State
4598,4598,NC State,Wake Forest
4599,4599,Auburn,Louisiana Monroe
4600,4600,Ball State,Northern Illinois
4601,4601,Air Force,Navy
4602,4602,Michigan,Wisconsin
4603,4603,Florida State,North Carolina
4604,4604,Nebraska,Illinois
4605,4605,Georgia,Tennessee
4606,4606,Penn State,Minnesota
4607,4607,New Mexico,San José State
4608,4608,South Carolina,Texas A&M
4609,4609,TCU,Oklahoma
4610,4610,Idaho,Troy
4611,4611,Charlotte,Old Dominion
4612,4612,California,Utah
4613,4613,Florida International,Florida Atlantic
4614,4614,North Texas,Middle Tennessee
4615,4615,Southern Mississippi,Rice
4616,4616,Cincinnati,South Florida
4617,4617,Western Kentucky,Houston Baptist
4618,4618,Louisiana Tech,UTEP
4619,4619,Central Michigan,Western Michigan
4620,4620,Ole Miss,Memphis
4621,4621,Alabama,Kentucky
4622,4622,Pittsburgh,Marshall
4623,4623,Texas State,Incarnate Word
4624,4624,LSU,Missouri
4625,4625,New Mexico State,Louisiana
4626,4626,South Alabama,San Diego State
4627,4627,Indiana,Michigan State
4628,4628,Clemson,Louisville
4629,4629,USC,Arizona State
4630,4630,Washington State,Oregon
4631,4631,Colorado State,Wyoming
4632,4632,Boise State,Utah State
4633,4633,UNLV,Fresno State
4634,4634,UCLA,Arizona
4635,4635,Hawai'i,Nevada
4636,4636,Arkansas State,Georgia Southern
4637,4637,Louisiana Tech,Western Kentucky
4638,4638,Memphis,Temple
4639,4639,Boston College,Clemson
4640,4640,Old Dominion,UMass
4641,4641,Tulsa,SMU
4642,4642,New Mexico,Boise State
4643,4643,Connecticut,Cincinnati
4644,4644,Oklahoma,Texas
4645,4645,UT San Antonio,Southern Mississippi
4646,4646,Mississippi State,Auburn
4647,4647,NC State,Notre Dame
4648,4648,Minnesota,Iowa
4649,4649,Kansas,TCU
4650,4650,South Florida,East Carolina
4651,4651,Penn State,Maryland
4652,4652,Pittsburgh,Georgia Tech
4653,4653,Ohio,Bowling Green
4654,4654,Akron,Miami (OH)
4655,4655,Navy,Houston
4656,4656,Eastern Michigan,Toledo
4657,4657,Michigan State,BYU
4658,4658,Duke,Army
4659,4659,Illinois,Purdue
4660,4660,Georgia State,Texas State
4661,4661,Buffalo,Kent State
4662,4662,Central Michigan,Ball State
4663,4663,Wyoming,Air Force
4664,4664,North Carolina,Virginia Tech
4665,4665,Texas A&M,Tennessee
4666,4666,Ohio State,Indiana
4667,4667,Oklahoma State,Iowa State
4668,4668,USC,Colorado
4669,4669,Kentucky,Vanderbilt
4670,4670,San José State,Hawai'i
4671,4671,Western Michigan,Northern Illinois
4672,4672,Rutgers,Michigan
4673,4673,North Texas,Marshall
4674,4674,Nevada,Fresno State
4675,4675,Louisiana Monroe,Idaho
4676,4676,Kansas State,Texas Tech
4677,4677,Wake Forest,Syracuse
4678,4678,Arkansas,Alabama
4679,4679,Oregon,Washington
4680,4680,Miami,Florida State
4681,4681,UTEP,Florida International
4682,4682,Oregon State,California
4683,4683,Utah,Arizona
4684,4684,Colorado State,Utah State
4685,4685,San Diego State,UNLV
4686,4686,Stanford,Washington State
4687,4687,Arizona State,UCLA
4688,4688,Florida Atlantic,Charlotte
4689,4689,South Carolina,Georgia
4690,4690,Louisiana,Appalachian State
4691,4691,Louisville,Duke
4692,4692,Tulane,Memphis
4693,4693,Fresno State,San Diego State
4694,4694,BYU,Mississippi State
4695,4695,Georgia,Vanderbilt
4696,4696,Texas Tech,West Virginia
4697,4697,Oklahoma,Kansas State
4698,4698,Clemson,NC State
4699,4699,Army,Lafayette
4700,4700,Rutgers,Illinois
4701,4701,Purdue,Iowa
4702,4702,Maryland,Minnesota
4703,4703,Georgia Tech,Georgia Southern
4704,4704,Virginia,Pittsburgh
4705,4705,Ohio,Eastern Michigan
4706,4706,Miami (OH),Kent State
4707,4707,Middle Tennessee,Western Kentucky
4708,4708,Air Force,New Mexico
4709,4709,Troy,Georgia State
4710,4710,Toledo,Bowling Green
4711,4711,Arizona,USC
4712,4712,UMass,Louisiana Tech
4713,4713,Northern Illinois,Central Michigan
4714,4714,Buffalo,Ball State
4715,4715,Michigan State,Northwestern
4716,4716,Akron,Western Michigan
4717,4717,Baylor,Kansas
4718,4718,Indiana,Nebraska
4719,4719,Tennessee,Alabama
4720,4720,Florida State,Wake Forest
4721,4721,Miami,North Carolina
4722,4722,Syracuse,Virginia Tech
4723,4723,Florida,Missouri
4724,4724,Oregon State,Utah
4725,4725,Idaho,New Mexico State
4726,4726,Charlotte,Florida International
4727,4727,Texas,Iowa State
4728,4728,Marshall,Florida Atlantic
4729,4729,South Florida,Connecticut
4730,4730,Arkansas State,South Alabama
4731,4731,Louisiana Monroe,Texas State
4732,4732,Rice,UT San Antonio
4733,4733,Arkansas,Ole Miss
4734,4734,Houston,Tulsa
4735,4735,UCF,Temple
4736,4736,Notre Dame,Stanford
4737,4737,LSU,Southern Mississippi
4738,4738,Colorado,Arizona State
4739,4739,Wisconsin,Ohio State
4740,4740,Boise State,Colorado State
4741,4741,Washington State,UCLA
4742,4742,San José State,Nevada
4743,4743,Hawai'i,UNLV
4744,4744,Virginia Tech,Miami
4745,4745,South Alabama,Troy
4746,4746,Boise State,BYU
4747,4747,Temple,South Florida
4748,4748,California,Oregon
