,_season,_week,_season_type,_start_date,_neutral_site,_conference_game,_home_id,_home_team,_home_points,_away_id,_away_team,_away_points,home_recent_week,home_elo,away_recent_week,away_elo,home_expected,away_expected,mov_multiplier,new_home_elo,new_away_elo,home_elo_change,away_elo_change,home_won,played,home_fbs,away_fbs,fbs_count
18,2017.0,1.0,regular,2017-08-31T21:20:00.000Z,False,False,235.0,Memphis,37.0,2433.0,Louisiana Monroe,29.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.1972245773362196,1518.0717396108705,1481.9282603891295,18.07173961087051,-18.07173961087051,True,True,True,True,2
19,2017.0,1.0,regular,2017-08-31T22:30:00.000Z,False,False,9.0,Arizona State,37.0,166.0,New Mexico State,31.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,1.9459101490553132,1516.0047279111136,1483.9952720888864,16.004727911113605,-16.004727911113605,True,True,True,True,2
20,2017.0,1.0,regular,2017-09-01T18:00:00.000Z,False,False,349.0,Army,64.0,2230.0,Fordham,6.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.711440323840643,1511.260454848235,1192.739545151765,11.260454848234986,-11.260454848234986,True,True,True,False,1
21,2017.0,1.0,regular,2017-09-01T18:30:00.000Z,False,False,2199.0,Eastern Michigan,24.0,2429.0,Charlotte,7.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.8903717578961645,1523.7727387205175,1476.2272612794825,23.77273872051751,-23.77273872051751,True,True,True,True,2
22,2017.0,1.0,regular,2017-09-01T19:00:00.000Z,False,False,183.0,Syracuse,50.0,2115.0,Central Connecticut,7.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.3724880223845455,1510.4503507560876,1193.5496492439124,10.450350756087573,-10.450350756087573,True,True,True,False,1
23,2017.0,1.0,regular,2017-09-01T20:00:00.000Z,False,False,2226.0,Florida Atlantic,19.0,2426.0,Navy,42.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.1780538303479458,1468.9338981881133,1531.0661018118867,-31.06610181188671,31.06610181188671,False,True,True,True,2
24,2017.0,1.0,regular,2017-09-01T20:00:00.000Z,False,False,164.0,Rutgers,14.0,264.0,Washington,30.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.833213344056216,1472.3047818256716,1527.6952181743284,-27.695218174328375,27.695218174328375,False,True,True,True,2
25,2017.0,1.0,regular,2017-09-01T20:00:00.000Z,True,False,38.0,Colorado,17.0,36.0,Colorado State,3.0,0,1500,1.0,1528.5049955482352,0.5021514710743379,0.49784852892566217,2.6734113023422696,1523.957169913518,1504.5478256347171,23.9571699135181,-23.9571699135181,True,True,True,True,2
26,2017.0,1.0,regular,2017-09-01T21:00:00.000Z,False,False,275.0,Wisconsin,59.0,328.0,Utah State,10.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.912023005428146,1532.1756191128816,1467.8243808871184,32.17561911288158,-32.17561911288158,True,True,True,True,2
27,2017.0,1.0,regular,2017-09-01T21:30:00.000Z,False,False,2459.0,Northern Illinois,20.0,103.0,Boston College,23.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,1.3862943611198906,1486.4486997191361,1513.5513002808639,-13.55130028086387,13.55130028086387,False,True,True,True,2
28,2017.0,1.0,regular,2017-09-02T12:00:00.000Z,False,False,213.0,Penn State,52.0,2006.0,Akron,0.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.970291913552122,1532.6548694115938,1467.3451305884062,32.654869411593836,-32.654869411593836,True,True,True,True,2
29,2017.0,1.0,regular,2017-09-02T12:00:00.000Z,False,False,228.0,Clemson,56.0,2309.0,Kent State,3.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.9889840465642745,1532.8086085259529,1467.1913914740471,32.80860852595288,-32.80860852595288,True,True,True,True,2
30,2017.0,1.0,regular,2017-09-02T12:00:00.000Z,False,False,251.0,Texas,41.0,120.0,Maryland,51.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.3978952727983707,1476.5601016673654,1523.4398983326346,-23.439898332634584,23.439898332634584,False,True,True,True,2
31,2017.0,1.0,regular,2017-09-02T12:00:00.000Z,False,False,356.0,Illinois,24.0,2050.0,Ball State,21.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,1.3862943611198906,1511.401998219294,1488.598001780706,11.401998219294,-11.401998219294,True,True,True,True,2
32,2017.0,1.0,regular,2017-09-02T12:00:00.000Z,False,False,2294.0,Iowa,24.0,2751.0,Wyoming,3.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.091042453358316,1525.4232156873832,1474.5767843126168,25.423215687383163,-25.423215687383163,True,True,True,True,2
33,2017.0,1.0,regular,2017-09-02T12:00:00.000Z,False,False,127.0,Michigan State,35.0,189.0,Bowling Green,10.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.258096538021482,1526.797202648072,1473.202797351928,26.797202648072016,-26.797202648072016,True,True,True,True,2
34,2017.0,1.0,regular,2017-09-02T12:00:00.000Z,False,False,142.0,Missouri,72.0,2623.0,Missouri State,43.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.929954957802911,1509.3926861673297,1194.6073138326703,9.392686167329657,-9.392686167329657,True,True,True,False,1
35,2017.0,1.0,regular,2017-09-02T12:20:00.000Z,False,False,153.0,North Carolina,30.0,25.0,California,35.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,1.791759469228055,1482.4851984689774,1517.5148015310226,-17.514801531022613,17.514801531022613,False,True,True,True,2
36,2017.0,1.0,regular,2017-09-02T12:30:00.000Z,False,False,2390.0,Miami,41.0,2065.0,Bethune-Cookman,13.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.8907829968331114,1509.2990642454758,1194.7009357545242,9.299064245475847,-9.299064245475847,True,True,True,False,1
37,2017.0,1.0,regular,2017-09-02T13:00:00.000Z,False,False,221.0,Pittsburgh,28.0,2754.0,Youngstown State,21.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,2.4027160670670376,1505.7425487593318,1198.2574512406682,5.742548759331839,-5.742548759331839,True,True,True,False,1
38,2017.0,1.0,regular,2017-09-02T14:00:00.000Z,False,False,204.0,Oregon State,35.0,2502.0,Portland State,32.0,1.0,1471.4950044517648,1.0,1196.5214967524475,0.8526537934590259,0.1473462065409741,1.5843146089998759,1475.6969739086292,1192.3195272955832,4.20196945686439,-4.20196945686439,True,True,True,False,1
39,2017.0,1.0,regular,2017-09-02T14:00:00.000Z,False,False,2005.0,Air Force,62.0,2678.0,VMI,0.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.787235503183494,1511.4416071362912,1192.5583928637088,11.441607136291168,-11.441607136291168,True,True,True,False,1
40,2017.0,1.0,regular,2017-09-02T15:00:00.000Z,True,False,2579.0,South Carolina,35.0,152.0,NC State,28.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.0794415416798357,1517.1029973289412,1482.8970026710588,17.10299732894123,-17.10299732894123,True,True,True,True,2
41,2017.0,1.0,regular,2017-09-02T15:30:00.000Z,False,False,201.0,Oklahoma,56.0,2638.0,UTEP,7.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.912023005428146,1532.1756191128816,1467.8243808871184,32.17561911288158,-32.17561911288158,True,True,True,True,2
42,2017.0,1.0,regular,2017-09-02T15:30:00.000Z,True,False,57.0,Florida,17.0,130.0,Michigan,33.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.833213344056216,1472.3047818256716,1527.6952181743284,-27.695218174328375,27.695218174328375,False,True,True,True,2
43,2017.0,1.0,regular,2017-09-02T15:30:00.000Z,False,False,5.0,UAB,38.0,2010.0,Alabama A&M,7.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.004526778445062,1509.5709145988865,1194.4290854011135,9.570914598886475,-9.570914598886475,True,True,True,False,1
44,2017.0,1.0,regular,2017-09-02T15:30:00.000Z,False,False,258.0,Virginia,28.0,2729.0,William & Mary,10.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.4021878960956773,1508.1313102906856,1195.8686897093144,8.131310290685633,-8.131310290685633,True,True,True,False,1
45,2017.0,1.0,regular,2017-09-02T15:30:00.000Z,False,False,87.0,Notre Dame,49.0,218.0,Temple,16.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.5263605246161616,1529.0036211283307,1470.9963788716693,29.00362112833068,-29.00362112833068,True,True,True,True,2
46,2017.0,1.0,regular,2017-09-02T15:30:00.000Z,False,False,77.0,Northwestern,31.0,2440.0,Nevada,20.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.4849066497880004,1520.4378680247294,1479.5621319752706,20.43786802472937,-20.43786802472937,True,True,True,True,2
47,2017.0,1.0,regular,2017-09-02T15:45:00.000Z,False,False,68.0,Boise State,24.0,2653.0,Troy,13.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.4849066497880004,1520.4378680247294,1479.5621319752706,20.43786802472937,-20.43786802472937,True,True,True,True,2
48,2017.0,1.0,regular,2017-09-02T16:00:00.000Z,False,False,58.0,South Florida,31.0,2619.0,Stony Brook,17.0,1.0,1529.7608061624726,0,1204,0.8857376643615353,0.11426233563846465,3.1787353834098293,1536.2985812896034,1197.4622248728692,6.537775127130772,-6.537775127130772,True,True,True,False,1
49,2017.0,1.0,regular,2017-09-02T16:00:00.000Z,False,False,2641.0,Texas Tech,56.0,331.0,Eastern Washington,10.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.448699959959102,1510.6324991062668,1193.3675008937332,10.632499106266778,-10.632499106266778,True,True,True,False,1
50,2017.0,1.0,regular,2017-09-02T16:00:00.000Z,False,False,2572.0,Southern Mississippi,17.0,96.0,Kentucky,24.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.0794415416798357,1479.6730495787042,1520.3269504212958,-20.326950421295805,20.326950421295805,False,True,True,True,2
51,2017.0,1.0,regular,2017-09-02T16:00:00.000Z,False,False,344.0,Mississippi State,49.0,2127.0,Charleston Southern,0.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.520194649129161,1510.803373120146,1193.196626879854,10.803373120146034,-10.803373120146034,True,True,True,False,1
52,2017.0,1.0,regular,2017-09-02T17:15:00.000Z,False,False,30.0,USC,49.0,2711.0,Western Michigan,31.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.9444389791664403,1524.2174309719871,1475.7825690280129,24.21743097198714,-24.21743097198714,True,True,True,True,2
53,2017.0,1.0,regular,2017-09-02T18:00:00.000Z,False,False,151.0,East Carolina,14.0,256.0,James Madison,34.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,2.6834733024805812,1458.1110458097205,1245.8889541902795,-41.88895419027949,41.88895419027949,False,True,True,False,1
54,2017.0,1.0,regular,2017-09-02T18:00:00.000Z,False,False,295.0,Old Dominion,31.0,399.0,Albany,17.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.1290496021138985,1507.4785032475525,1196.5214967524475,7.478503247552453,-7.478503247552453,True,True,True,False,1
55,2017.0,1.0,regular,2017-09-02T18:00:00.000Z,False,False,150.0,Duke,60.0,2428.0,North Carolina Central,7.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.609120221870485,1511.015907361881,1192.984092638119,11.01590736188109,-11.01590736188109,True,True,True,False,1
56,2017.0,1.0,regular,2017-09-02T18:15:00.000Z,False,False,61.0,Georgia,31.0,2026.0,Appalachian State,10.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.091042453358316,1525.4232156873832,1474.5767843126168,25.423215687383163,-25.423215687383163,True,True,True,True,2
57,2017.0,1.0,regular,2017-09-02T18:30:00.000Z,False,False,276.0,Marshall,31.0,193.0,Miami (OH),26.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,1.791759469228055,1514.7368689150824,1485.2631310849176,14.736868915082368,-14.736868915082368,True,True,True,True,2
58,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,195.0,Ohio,59.0,2261.0,Hampton,0.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.730860313491923,1511.3068690871069,1192.6931309128931,11.306869087106861,-11.306869087106861,True,True,True,False,1
59,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,309.0,Louisiana,51.0,2545.0,Southeastern Louisiana,48.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,1.6018107113780249,1503.8283658395546,1200.1716341604454,3.8283658395546354,-3.8283658395546354,True,True,True,False,1
60,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,326.0,Texas State,20.0,2277.0,Houston Baptist,11.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,2.660550002409087,1506.3587780199616,1197.6412219800384,6.358778019961619,-6.358778019961619,True,True,True,False,1
61,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,249.0,North Texas,59.0,2320.0,Lamar,14.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.42385035308614,1510.573107952616,1193.426892047384,10.573107952616056,-10.573107952616056,True,True,True,False,1
62,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,98.0,Western Kentucky,31.0,2198.0,Eastern Kentucky,17.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.1290496021138985,1507.4785032475525,1196.5214967524475,7.478503247552453,-7.478503247552453,True,True,True,False,1
63,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,2348.0,Louisiana Tech,52.0,2466.0,Northwestern State,24.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.8907829968331114,1509.2990642454758,1194.7009357545242,9.299064245475847,-9.299064245475847,True,True,True,False,1
64,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,2567.0,SMU,58.0,2617.0,Stephen F. Austin,14.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.398454557507723,1510.5124113949203,1193.4875886050797,10.512411394920264,-10.512411394920264,True,True,True,False,1
65,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,324.0,Coastal Carolina,38.0,113.0,UMass,28.0,0,1500,1.0,1486.4486997191361,0.5623491409064265,0.4376508590935735,2.4127570890796894,1519.007013830757,1467.4416858883792,19.007013830756932,-19.007013830756932,True,True,True,True,2
66,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,239.0,Baylor,45.0,2335.0,Liberty,48.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,1.2218940682947754,1480.9262627636876,1223.0737372363124,-19.073737236312354,19.073737236312354,False,True,True,False,1
67,2017.0,1.0,regular,2017-09-02T19:00:00.000Z,False,False,2305.0,Kansas,38.0,2546.0,Southeast Missouri State,16.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.622944997397127,1508.6589250328386,1195.3410749671614,8.658925032838624,-8.658925032838624,True,True,True,False,1
68,2017.0,1.0,regular,2017-09-02T19:10:00.000Z,False,False,2306.0,Kansas State,55.0,2110.0,Central Arkansas,19.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.172279100744377,1509.9718466538632,1194.0281533461368,9.971846653863167,-9.971846653863167,True,True,True,False,1
69,2017.0,1.0,regular,2017-09-02T19:30:00.000Z,True,False,2509.0,Purdue,28.0,97.0,Louisville,35.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.0794415416798357,1479.6730495787042,1520.3269504212958,-20.326950421295805,20.326950421295805,False,True,True,True,2
70,2017.0,1.0,regular,2017-09-02T19:30:00.000Z,False,False,145.0,Ole Miss,47.0,6.0,South Alabama,27.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.044522437723423,1525.040597716549,1474.959402283451,25.040597716548973,-25.040597716548973,True,True,True,True,2
71,2017.0,1.0,regular,2017-09-02T19:30:00.000Z,False,False,23.0,San José State,34.0,13.0,Cal Poly,13.0,1.0,1470.2391938375272,0,1204,0.8462243614113141,0.15377563858868595,3.516615589537883,1479.9730503806652,1194.266143456862,9.733856543138018,-9.733856543138018,True,True,True,False,1
72,2017.0,1.0,regular,2017-09-02T19:30:00.000Z,False,False,2.0,Auburn,41.0,290.0,Georgia Southern,7.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.5553480614894135,1529.242037912731,1470.757962087269,29.242037912730893,-29.242037912730893,True,True,True,True,2
73,2017.0,1.0,regular,2017-09-02T20:00:00.000Z,False,False,158.0,Nebraska,43.0,2032.0,Arkansas State,36.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.0794415416798357,1517.1029973289412,1482.8970026710588,17.10299732894123,-17.10299732894123,True,True,True,True,2
74,2017.0,1.0,regular,2017-09-02T20:00:00.000Z,False,False,2628.0,TCU,63.0,2296.0,Jackson State,0.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.805432134134075,1511.4850975186637,1192.5149024813363,11.485097518663679,-11.485097518663679,True,True,True,False,1
75,2017.0,1.0,regular,2017-09-02T20:00:00.000Z,False,False,66.0,Iowa State,42.0,2460.0,Northern Iowa,24.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.4021878960956773,1508.1313102906856,1195.8686897093144,8.131310290685633,-8.131310290685633,True,True,True,False,1
76,2017.0,1.0,regular,2017-09-02T20:00:00.000Z,False,False,2393.0,Middle Tennessee,6.0,238.0,Vanderbilt,28.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,3.1354942159291497,1469.3499267971895,1530.6500732028105,-30.650073202810518,30.650073202810518,False,True,True,True,2
77,2017.0,1.0,regular,2017-09-02T20:00:00.000Z,False,False,2655.0,Tulane,43.0,2755.0,Grambling,14.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.929954957802911,1509.3926861673297,1194.6073138326703,9.392686167329657,-9.392686167329657,True,True,True,False,1
78,2017.0,1.0,regular,2017-09-02T20:00:00.000Z,True,False,333.0,Alabama,24.0,52.0,Florida State,7.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.8903717578961645,1523.7727387205175,1476.2272612794825,23.77273872051751,-23.77273872051751,True,True,True,True,2
79,2017.0,1.0,regular,2017-09-02T20:00:00.000Z,False,False,167.0,New Mexico,38.0,2000.0,Abilene Christian,14.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.719289293440148,1508.8891902003688,1195.1108097996312,8.88919020036883,-8.88919020036883,True,True,True,False,1
80,2017.0,1.0,regular,2017-09-02T20:15:00.000Z,False,False,2483.0,Oregon,77.0,253.0,Southern Utah,21.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.6715928514895015,1511.1652184380537,1192.8347815619463,11.165218438053671,-11.165218438053671,True,True,True,False,1
81,2017.0,1.0,regular,2017-09-02T20:30:00.000Z,False,False,21.0,San Diego State,38.0,302.0,UC Davis,17.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,3.5715826666955337,1508.5361678363104,1195.4638321636896,8.53616783631037,-8.53616783631037,True,True,True,False,1
82,2017.0,1.0,regular,2017-09-02T21:00:00.000Z,False,False,2439.0,UNLV,40.0,47.0,Howard,43.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,1.2218940682947754,1480.9262627636876,1223.0737372363124,-19.073737236312354,19.073737236312354,False,True,True,False,1
83,2017.0,1.0,regular,2017-09-02T21:30:00.000Z,True,False,99.0,LSU,27.0,252.0,BYU,0.0,0,1500,1.0,1507.4785032475525,0.532365719352312,0.46763428064768786,3.3209156563022475,1527.9535320724779,1479.5249711750746,27.953532072477856,-27.953532072477856,True,True,True,True,2
84,2017.0,1.0,regular,2017-09-02T22:00:00.000Z,False,False,278.0,Fresno State,66.0,2916.0,Incarnate Word,0.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.858363320724856,1511.6116043182199,1192.3883956817801,11.611604318219861,-11.611604318219861,True,True,True,False,1
85,2017.0,1.0,regular,2017-09-02T22:30:00.000Z,False,False,265.0,Washington State,31.0,147.0,Montana State,0.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.004526778445062,1509.5709145988865,1194.4290854011135,9.570914598886475,-9.570914598886475,True,True,True,False,1
86,2017.0,1.0,regular,2017-09-02T23:00:00.000Z,False,False,12.0,Arizona,62.0,2464.0,Northern Arizona,24.0,0,1500,0,1204,0.8672208959675437,0.13277910403245627,4.233106944057365,1510.117226651499,1193.882773348501,10.117226651499095,-10.117226651499095,True,True,True,False,1
87,2017.0,1.0,regular,2017-09-02T23:59:00.000Z,False,False,62.0,Hawai'i,41.0,2717.0,Western Carolina,18.0,1.0,1513.5513002808639,0,1204,0.8759489247123029,0.12405107528769713,3.6984438814997938,1521.8096272079065,1195.7416730729574,8.258326927042617,-8.258326927042617,True,True,True,False,1
88,2017.0,1.0,regular,2017-09-03T19:30:00.000Z,True,False,259.0,Virginia Tech,31.0,277.0,West Virginia,24.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,2.0794415416798357,1517.1029973289412,1482.8970026710588,17.10299732894123,-17.10299732894123,True,True,True,True,2
89,2017.0,1.0,regular,2017-09-03T19:30:00.000Z,False,False,26.0,UCLA,45.0,245.0,Texas A&M,44.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,0.6931471805599453,1505.700999109647,1494.299000890353,5.700999109647,-5.700999109647,True,True,True,True,2
90,2017.0,1.0,regular,2017-09-04T20:00:00.000Z,True,False,59.0,Georgia Tech,41.0,2633.0,Tennessee,42.0,0,1500,0,1500,0.5430664920222119,0.4569335079777882,0.6931471805599453,1493.224349859568,1506.775650140432,-6.775650140431935,6.775650140431935,False,True,True,True,2
91,2017.0,2.0,regular,2017-09-07T20:00:00.000Z,False,False,328.0,Utah State,51.0,304.0,Idaho State,13.0,1.0,1467.8243808871184,0,1204,0.8444067525000821,0.1555932474999178,4.162760620432811,1479.482934870081,1192.3414460170375,11.65855398296253,-11.65855398296253,True,True,True,False,1
92,2017.0,2.0,regular,2017-09-08T19:00:00.000Z,True,False,2229.0,Florida International,17.0,2016.0,Alcorn State,10.0,1.0,1468.6909503875122,0,1204,0.8450610197024203,0.15493898029757963,2.3638453985484427,1475.2834827088923,1197.40746767862,6.592532321380077,-6.592532321380077,True,True,True,False,1
