,year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
0,2018,Air Force,Mountain West,Mountain,12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
1,2018,Akron,Mid-American,East,12,4,8,0,8,2,6,0,5,2,3,0,7,2,5,0
2,2018,Alabama,SEC,West,15,14,1,0,9,9,0,0,7,7,0,0,4,4,0,0
3,2018,Appalachian State,Sun Belt,,13,11,2,0,9,8,1,0,6,6,0,0,6,4,2,0
4,2018,Arizona,Pac-12,South,12,5,7,0,9,4,5,0,7,4,3,0,5,1,4,0
5,2018,Arizona State,Pac-12,South,13,7,6,0,9,5,4,0,6,5,1,0,6,2,4,0
6,2018,Arkansas,SEC,West,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0
7,2018,Arkansas State,Sun Belt,,13,8,5,0,8,5,3,0,6,5,1,0,6,3,3,0
8,2018,Army,FBS Independents,,13,11,2,0,0,0,0,0,6,6,0,0,4,2,2,0
9,2018,Auburn,SEC,West,13,8,5,0,8,3,5,0,7,5,2,0,4,1,3,0
10,2018,Ball State,Mid-American,West,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
11,2018,Baylor,Big 12,,13,7,6,0,9,4,5,0,6,4,2,0,5,1,4,0
12,2018,Boise State,Mountain West,Mountain,13,10,3,0,9,7,2,0,7,5,2,0,6,5,1,0
13,2018,Boston College,ACC,Atlantic,12,7,5,0,8,4,4,0,7,5,2,0,5,2,3,0
14,2018,Bowling Green,Mid-American,East,12,3,9,0,8,2,6,0,6,1,5,0,6,2,4,0
15,2018,Buffalo,Mid-American,East,14,10,4,0,9,7,2,0,6,5,1,0,6,5,1,0
16,2018,BYU,FBS Independents,,13,7,6,0,0,0,0,0,6,3,3,0,6,3,3,0
17,2018,California,Pac-12,North,13,7,6,0,9,4,5,0,7,4,3,0,5,3,2,0
18,2018,Central Michigan,Mid-American,West,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
19,2018,Charlotte,Conference USA,East,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
20,2018,Cincinnati,American Athletic,East,13,11,2,0,8,6,2,0,6,6,0,0,6,4,2,0
21,2018,Clemson,ACC,Atlantic,15,15,0,0,9,9,0,0,7,7,0,0,5,5,0,0
22,2018,Coastal Carolina,Sun Belt,,12,5,7,0,8,2,6,0,5,1,4,0,7,4,3,0
23,2018,Colorado,Pac-12,South,12,5,7,0,9,2,7,0,6,3,3,0,5,1,4,0
24,2018,Colorado State,Mountain West,Mountain,12,3,9,0,8,2,6,0,6,2,4,0,5,1,4,0
25,2018,Connecticut,American Athletic,East,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
26,2018,Duke,ACC,Coastal,13,8,5,0,8,3,5,0,6,3,3,0,6,4,2,0
27,2018,East Carolina,American Athletic,East,12,3,9,0,8,1,7,0,7,3,4,0,5,0,5,0
28,2018,Eastern Michigan,Mid-American,West,13,7,6,0,8,5,3,0,6,4,2,0,6,3,3,0
29,2018,Florida,SEC,East,13,10,3,0,8,5,3,0,7,5,2,0,4,4,0,0
30,2018,Florida Atlantic,Conference USA,East,12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
31,2018,Florida International,Conference USA,East,13,9,4,0,8,6,2,0,7,4,3,0,5,4,1,0
32,2018,Florida State,ACC,Atlantic,12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
33,2018,Fresno State,Mountain West,West,14,12,2,0,9,8,1,0,6,6,0,0,7,5,2,0
34,2018,Georgia,SEC,East,14,11,3,0,9,7,2,0,7,7,0,0,4,3,1,0
35,2018,Georgia Southern,Sun Belt,,13,10,3,0,8,6,2,0,6,5,1,0,6,4,2,0
36,2018,Georgia State,Sun Belt,,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
37,2018,Georgia Tech,ACC,Coastal,13,7,6,0,8,5,3,0,6,4,2,0,6,3,3,0
38,2018,Hawai'i,Mountain West,West,14,8,6,0,8,5,3,0,7,5,2,0,6,3,3,0
39,2018,Houston,American Athletic,West,13,8,5,0,8,5,3,0,6,5,1,0,6,3,3,0
40,2018,Illinois,Big Ten,West,12,4,8,0,9,2,7,0,6,3,3,0,5,1,4,0
41,2018,Indiana,Big Ten,East,12,5,7,0,9,2,7,0,7,3,4,0,5,2,3,0
42,2018,Iowa,Big Ten,West,13,9,4,0,9,5,4,0,7,5,2,0,5,3,2,0
43,2018,Iowa State,Big 12,,13,8,5,0,9,6,3,0,7,6,1,0,5,2,3,0
44,2018,Kansas,Big 12,,12,3,9,0,9,1,8,0,6,2,4,0,6,1,5,0
45,2018,Kansas State,Big 12,,12,5,7,0,9,3,6,0,7,5,2,0,5,0,5,0
46,2018,Kent State,Mid-American,East,12,2,10,0,8,1,7,0,5,1,4,0,7,1,6,0
47,2018,Kentucky,SEC,East,13,9,4,0,8,4,4,0,7,6,1,0,5,2,3,0
48,2018,Liberty,FBS Independents,,12,6,6,0,0,0,0,0,6,5,1,0,6,1,5,0
49,2018,Louisiana,Sun Belt,,14,7,7,0,9,5,4,0,6,5,1,0,7,2,5,0
50,2018,Louisiana Monroe,Sun Belt,,12,6,6,0,8,4,4,0,5,3,2,0,7,3,4,0
51,2018,Louisiana Tech,Conference USA,West,13,8,5,0,8,5,3,0,5,3,2,0,7,4,3,0
52,2018,Louisville,ACC,Atlantic,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0
53,2018,LSU,SEC,West,13,10,3,0,8,5,3,0,7,6,1,0,4,2,2,0
54,2018,Marshall,Conference USA,East,13,9,4,0,8,6,2,0,6,4,2,0,7,5,2,0
55,2018,Maryland,Big Ten,East,12,5,7,0,9,3,6,0,6,3,3,0,5,1,4,0
