,_season,_week,_season_type,_start_date,_neutral_site,_conference_game,_home_team,_home_points,_away_team,_away_points,home_recent_week,home_elo,away_recent_week,away_elo,home_expected,away_expected,mov_multiplier,new_home_elo,new_away_elo,home_elo_change,away_elo_change,predicted_home_win,predicted_away_win,correct_prediction,home_won,away_won,played,home_fbs,away_fbs,fbs_count
0,2011.0,1.0,regular,2011-09-01T18:00:00.000Z,False,False,Louisville,21.0,Murray State,9.0,0,1529.7316923076924,0,2010,0.06965812792591485,0.9303418720740853,2.1053446665098496,1566.9468079773296,1972.7848843303627,37.21511566963727,-37.21511566963727,False,True,False,True,False,True,True,False,1
1,2011.0,1.0,regular,2011-09-01T19:00:00.000Z,False,False,Temple,42.0,Villanova,7.0,0,1526.8406153846154,0,2010,0.06858729808548443,0.9314127019145156,2.938230844506291,1578.8380204494886,1958.0025949351268,51.99740506487319,-51.99740506487319,False,True,False,True,False,True,True,False,1
2,2011.0,1.0,regular,2011-09-01T19:00:00.000Z,False,False,Toledo,58.0,New Hampshire,22.0,0,1523.2133846153845,0,2010,0.06726537395867434,0.9327346260413257,2.956699040530281,1575.6118805192139,1957.6015040961706,52.39849590382937,-52.39849590382937,False,True,False,True,False,True,True,False,1
3,2011.0,1.0,regular,2011-09-01T19:00:00.000Z,False,True,Florida International,41.0,North Texas,16.0,0,1519.2515384615385,0,1455.9289230769232,0.6311627253656095,0.36883727463439053,3.354653554746877,1542.7606426765713,1432.4198188618905,23.50910421503272,-23.50910421503272,True,False,True,True,False,True,True,True,2
4,2011.0,1.0,regular,2011-09-01T19:00:00.000Z,False,False,Central Michigan,21.0,South Carolina State,6.0,0,1471.6067692307693,0,2010,0.05085675927594376,0.9491432407240562,2.2274723441432402,1511.7763852982926,1969.8303839324767,40.16961606752329,-40.16961606752329,False,True,False,True,False,True,True,False,1
5,2011.0,1.0,regular,2011-09-01T19:30:00.000Z,False,False,Rutgers,48.0,North Carolina Central,0.0,0,1470.6475384615385,0,2010,0.05059088128233179,0.9494091187176683,3.1255578740075043,1527.0287682481267,1953.6187702134118,56.381229786588165,-56.381229786588165,False,True,False,True,False,True,True,False,1
6,2011.0,1.0,regular,2011-09-01T19:30:00.000Z,False,False,Georgia Tech,63.0,Western Carolina,21.0,0,1501.3696923076923,0,2010,0.05979265919003602,0.9402073408099639,3.054916808331679,1555.9425412740788,1955.4271510336134,54.57284896638657,-54.57284896638657,False,True,False,True,False,True,True,False,1
7,2011.0,1.0,regular,2011-09-01T20:00:00.000Z,False,False,Memphis,14.0,Mississippi State,59.0,0,1401.2259999999999,0,1561.7253846153847,0.3205566500061703,0.6794433499938297,4.1299379900837,1376.0722973501454,1586.8790872652391,-25.153702649854495,25.153702649854495,False,True,True,False,True,True,True,True,2
8,2011.0,1.0,regular,2011-09-01T20:00:00.000Z,False,False,Wisconsin,51.0,UNLV,17.0,0,1598.8453846153845,0,1426.2373846153846,0.7624765505135614,0.23752344948643853,3.8580431092145524,1616.256523059177,1408.8262461715922,17.411138443792424,-17.411138443792424,True,False,True,True,False,True,True,True,2
9,2011.0,1.0,regular,2011-09-01T20:00:00.000Z,False,False,Syracuse,36.0,Wake Forest,29.0,0,1525.6315384615384,0,1460.154,0.6340457743202762,0.36595422567972385,2.143229445521207,1540.5336920331426,1445.2518464283958,14.90215357160423,-14.90215357160423,True,False,True,True,False,True,True,True,2
