Rank,Team,Record,ELO,SoS,SoS Rank,Change,Conference,Is P5
122,Alcorn St,(9-4),1449.9,1321,236,N/A,SWAC East,False
123,SE Missouri St,(9-4),1446.26,1381,182,N/A,OVC,False
124,Colorado,(5-7),1444.95,1546,29,N/A,PAC 12 South,True
125,Alabama-Birmingham,(9-5),1444.88,1401,159,N/A,CUSA West,False
126,Colorado St,(4-8),1443.14,1469,106,N/A,MW Mountain,False
127,Houston,(4-8),1442.06,1536,41,N/A,AAC West,False
128,UCLA,(4-8),1440.07,1549,21,N/A,PAC 12 South,True
129,Eastern Michigan,(6-7),1439.18,1477,97,N/A,MAC West,False
130,Davidson,(8-4),1439.09,1288,251,N/A,Pioneer,False
131,Nicholls St,(9-5),1437.81,1382,181,N/A,Southland,False
132,South Florida,(4-8),1436.63,1547,24,N/A,AAC East,False
133,Tulsa,(4-8),1433.66,1557,15,N/A,AAC West,False
134,Stanford,(4-8),1431.43,1545,30,N/A,PAC 12 North,True
135,New Hampshire,(6-5),1431.0,1411,148,N/A,CAA,False
136,Central Arkansas,(9-4),1427.36,1412,145,N/A,Southland,False
137,Eastern Kentucky,(7-5),1426.61,1345,217,N/A,OVC,False
138,Southern Miss,(7-6),1424.71,1459,115,N/A,CUSA West,False
139,North Carolina St,(4-8),1421.98,1492,86,N/A,ACC Atlantic,True
140,Eastern Washington,(7-5),1418.97,1327,232,N/A,Big Sky,False
141,UNC-Charlotte,(7-6),1418.37,1437,127,N/A,CUSA East,False
142,Toledo,(6-6),1415.5,1468,109,N/A,MAC West,False
143,Kansas,(3-9),1414.3,1547,24,N/A,Big 12,True
144,Florida Int'l,(6-6),1413.67,1416,142,N/A,CUSA East,False
145,Maryland,(3-9),1410.44,1539,35,N/A,Big 10 East,True
146,Tennessee-Martin,(7-5),1408.95,1404,155,N/A,OVC,False
147,Northern Illinois,(5-7),1405.92,1476,98,N/A,MAC West,False
148,Arizona,(4-8),1405.58,1525,56,N/A,PAC 12 South,True
149,Youngstown St,(6-6),1405.3,1408,152,N/A,MVFC,False
150,The Citadel,(6-6),1404.97,1376,188,N/A,Southern,False
151,Harvard,(4-6),1404.22,1417,140,N/A,Ivy League,False
152,Grambling St,(6-5),1404.08,1338,223,N/A,SWAC West,False
153,Maine,(6-6),1402.52,1412,145,N/A,CAA,False
154,South Dakota,(5-7),1401.69,1419,137,N/A,MVFC,False
155,McNeese St,(7-5),1401.36,1395,164,N/A,Southland,False
156,UNLV,(4-8),1400.3,1485,91,N/A,MW West,False
157,Bethune-Cookman,(7-4),1399.21,1334,226,N/A,MEAC,False
158,East Carolina,(4-8),1396.63,1462,113,N/A,AAC East,False
159,Southern U.,(8-5),1395.38,1352,212,N/A,SWAC West,False
160,Vanderbilt,(3-9),1394.75,1539,35,N/A,SEC East,True
161,Cornell NY,(4-6),1393.95,1394,166,N/A,Ivy League,False
162,Robert Morris PA,(7-5),1392.99,1330,230,N/A,NEC,False
163,Elon,(5-6),1392.28,1432,131,N/A,CAA,False
164,Prairie View A&M,(6-5),1391.67,1312,244,N/A,SWAC West,False
165,Sacred Heart,(7-5),1391.29,1314,243,N/A,NEC,False
166,Not FBS,(0-0),1388.24,1500,79,N/A,FCS,False
167,Holy Cross,(7-6),1387.14,1385,176,N/A,Patriot,False
168,Stetson,(7-4),1386.97,1267,254,N/A,Pioneer,False
169,LIU Post,(0-0),1385.82,1500,79,N/A,NEC,False
170,Campbell,(6-5),1385.66,1354,210,N/A,Big South,False
171,Georgia Tech,(3-9),1381.68,1547,24,N/A,ACC Coastal,True
172,Arkansas,(2-10),1379.58,1552,17,N/A,SEC West,True
173,Drake,(6-5),1377.59,1308,246,N/A,Pioneer,False
174,Chattanooga,(6-6),1377.37,1390,169,N/A,Southern,False
175,Pennsylvania,(5-5),1374.41,1408,152,N/A,Ivy League,False
176,Indiana St,(5-7),1374.23,1395,164,N/A,MVFC,False
177,Richmond,(5-7),1374.0,1419,137,N/A,CAA,False
178,William & Mary,(5-7),1368.95,1417,140,N/A,CAA,False
179,Middle Tennessee St,(4-8),1368.4,1441,124,N/A,CUSA East,False
180,UC-Davis,(5-7),1368.01,1413,144,N/A,Big Sky,False
181,Charleston Southern,(6-6),1367.7,1372,193,N/A,Big South,False
182,Norfolk St,(5-7),1367.11,1338,223,N/A,MEAC,False
183,Samford,(5-7),1362.43,1389,170,N/A,Southern,False
184,Jacksonville St,(6-6),1360.49,1380,183,N/A,OVC,False
185,Rutgers,(2-10),1360.25,1561,12,N/A,Big 10 East,True
186,St Francis PA,(6-6),1359.15,1312,244,N/A,NEC,False
187,Duquesne,(6-5),1351.78,1325,234,N/A,NEC,False
188,Idaho,(5-7),1350.57,1388,172,N/A,Big Sky,False
189,Abilene Christian,(5-7),1349.87,1363,204,N/A,Southland,False
190,Alabama A&M,(7-5),1347.96,1277,252,N/A,SWAC East,False
191,Stony Brook,(5-7),1346.4,1396,163,N/A,CAA,False
192,Texas St-San Marcos,(3-9),1344.9,1527,49,N/A,Sun Belt West,False
193,Delaware,(5-7),1344.07,1418,139,N/A,CAA,False
194,North Texas,(4-8),1343.4,1412,145,N/A,CUSA West,False
195,Portland St,(5-7),1341.82,1333,227,N/A,Big Sky,False
196,Arkansas-Pine Bluff,(6-5),1338.27,1274,253,N/A,SWAC West,False
197,South Alabama,(2-10),1334.06,1507,73,N/A,Sun Belt West,False
198,New Mexico St,(2-10),1333.92,1478,95,N/A,Independent,False
199,Georgetown DC,(5-6),1333.46,1296,250,N/A,Patriot,False
200,New Mexico,(2-10),1326.52,1527,49,N/A,MW Mountain,False
201,Connecticut,(2-10),1324.0,1478,95,N/A,AAC East,False
202,Tennessee Tech,(6-6),1323.42,1346,216,N/A,OVC,False
203,Alabama St,(5-6),1321.13,1341,222,N/A,SWAC East,False
204,Bowling Green,(3-9),1320.52,1475,99,N/A,MAC East,False
205,Rice,(3-9),1316.91,1450,121,N/A,CUSA West,False
206,VMI,(5-7),1316.13,1368,198,N/A,Southern,False
207,Incarnate Word,(5-7),1315.9,1343,219,N/A,Southland,False
208,North Alabama,(4-7),1313.14,1370,195,N/A,Big South,False
209,Columbia,(3-7),1313.08,1435,128,N/A,Ivy League,False
210,Brown,(2-8),1311.66,1402,157,N/A,Ivy League,False
211,Hampton,(5-7),1311.22,1299,247,N/A,Big South,False
212,Houston Baptist,(5-7),1300.52,1315,242,N/A,Southland,False
213,Texas-San Antonio,(4-8),1299.61,1431,132,N/A,CUSA West,False
214,Murray St,(4-8),1298.93,1378,187,N/A,OVC,False
215,Northern Arizona,(4-8),1296.28,1361,206,N/A,Big Sky,False
216,Mercer,(4-8),1289.68,1385,176,N/A,Southern,False
217,Marist,(4-7),1280.05,1376,188,N/A,Pioneer,False
218,Morehead St,(5-7),1279.98,1322,235,N/A,Pioneer,False
219,Fordham,(4-8),1278.39,1362,205,N/A,Patriot,False
220,Lehigh,(4-7),1278.37,1321,236,N/A,Patriot,False
221,Cal Poly SLO,(3-8),1278.25,1387,174,N/A,Big Sky,False
222,Colgate,(4-8),1278.24,1388,172,N/A,Patriot,False
223,East Tennessee St,(3-9),1277.63,1392,168,N/A,Southern,False
224,North Carolina Central,(4-8),1272.15,1348,214,N/A,MEAC,False
225,Bryant,(4-8),1269.99,1320,238,N/A,NEC,False
226,Lafayette,(4-8),1264.57,1369,196,N/A,Patriot,False
227,Stephen F. Austin,(3-9),1263.85,1369,196,N/A,Southland,False
228,Northwestern St,(3-9),1262.04,1386,175,N/A,Southland,False
229,Rhode Island,(2-10),1261.53,1405,154,N/A,CAA,False
230,Morgan St,(3-9),1259.48,1367,200,N/A,MEAC,False
231,Jackson St,(4-8),1259.43,1317,241,N/A,SWAC East,False
232,Gardner-Webb,(3-9),1252.13,1374,191,N/A,Big South,False
233,Western Carolina,(3-9),1250.01,1385,176,N/A,Southern,False
234,Tennessee St,(3-9),1248.68,1342,221,N/A,OVC,False
235,Bucknell,(3-8),1243.69,1385,176,N/A,Patriot,False
236,Lamar,(4-8),1243.5,1343,219,N/A,Southland,False
237,Jacksonville FL,(3-9),1242.5,1353,211,N/A,Pioneer,False
238,Southern Utah,(3-9),1237.49,1358,207,N/A,Big Sky,False
239,Massachusetts,(1-11),1235.01,1434,129,N/A,Independent,False
240,Missouri St,(1-10),1233.02,1453,119,N/A,MVFC,False
241,Idaho St,(3-9),1232.52,1375,190,N/A,Big Sky,False
242,Old Dominion,(1-11),1229.57,1459,115,N/A,CUSA East,False
243,Western Illinois,(1-11),1229.21,1424,134,N/A,MVFC,False
244,Butler,(3-9),1226.87,1331,229,N/A,Pioneer,False
245,Presbyterian,(2-10),1225.51,1320,238,N/A,Big South,False
246,Akron,(0-12),1225.21,1455,117,N/A,MAC East,False
247,Eastern Illinois,(1-11),1217.11,1411,148,N/A,OVC,False
248,Northern Colorado,(2-10),1202.62,1371,194,N/A,Big Sky,False
249,Howard,(2-10),1202.28,1373,192,N/A,MEAC,False
250,UTEP,(1-11),1191.59,1401,159,N/A,CUSA West,False
251,Wagner,(1-11),1190.09,1355,209,N/A,NEC,False
252,Delaware St,(2-10),1188.08,1320,238,N/A,MEAC,False
253,Valparaiso,(1-11),1168.02,1347,215,N/A,Pioneer,False
254,Texas Southern,(0-11),1132.76,1333,227,N/A,SWAC West,False
255,Missouri Valley,(3-8),1122.16,1100,255,N/A,SWAC East,False
