game_id,attendance,away_conference,away_id,away_line_scores,away_points,away_post_win_prob,away_team,conference_game,excitement_index,home_conference,home_id,home_line_scores,home_points,home_post_win_prob,home_team,id,neutral_site,season,season_type,start_date,start_time_tbd,venue,venue_id,week
207,0,Mountain West,36,"[3, 0, 0, 7]",10,0.05575867370680243,Colorado State,False,,Mid-American,193,"[3, 14, 7, 7]",31,0.9442413262931976,Miami (OH),302610193,False,2010,regular,2010-09-18T15:30:00.000Z,,Yager Stadium,3996.0,3
208,0,Pac-10,30,"[7, 6, 6, 13]",32,0.7154735077219324,USC,True,,Big Ten,135,"[7, 0, 7, 7]",21,0.2845264922780676,Minnesota,302610135,False,2010,regular,2010-09-18T15:30:00.000Z,,TCF Bank Stadium,3953.0,3
209,0,Mid-American,2117,"[14, 7, 14, 17]",52,0.7367439905344157,Central Michigan,True,,Mid-American,2199,"[0, 7, 7, 0]",14,0.2632560094655843,Eastern Michigan,302612199,False,2010,regular,2010-09-18T16:00:00.000Z,,Rynearson Stadium,3912.0,3
210,0,Sun Belt,2653,"[9, 14, 3, 7]",33,0.4918728396273063,Troy,False,,Conference USA,5,"[0, 7, 6, 21]",34,0.5081271603726937,UAB,302610005,False,2010,regular,2010-09-18T16:00:00.000Z,,Legion Field,3803.0,3
211,0,Big 12,239,"[3, 0, 7, 0]",10,0.005409870468651157,Baylor,False,,Mountain West,2628,"[21, 14, 3, 7]",45,0.9945901295313488,TCU,302612628,False,2010,regular,2010-09-18T16:30:00.000Z,,Amon G. Carter Stadium,3616.0,3
212,0,Big Ten,84,"[0, 17, 14, 7]",38,0.6252965408399322,Indiana,False,,Sun Belt,98,"[7, 0, 0, 14]",21,0.3747034591600678,Western Kentucky,302610098,False,2010,regular,2010-09-18T17:00:00.000Z,,Houchens Industries-L. T. Smith Stadium,3796.0,3
213,0,Big East,97,"[0, 14, 7, 7]",28,0.5189679315488823,Louisville,False,,Pac-10,204,"[7, 14, 14, 0]",35,0.4810320684511177,Oregon State,302610204,False,2010,regular,2010-09-18T17:30:00.000Z,,Reser Stadium,3893.0,3
214,0,,2502,"[0, 0, 0, 0]",0,9.204947615626402e-05,Portland State,False,,Pac-10,2483,"[21, 24, 24, 0]",69,0.9999079505238437,Oregon,302612483,False,2010,regular,2010-09-18T18:15:00.000Z,,Autzen Stadium,3626.0,3
215,0,ACC,228,"[7, 10, 0, 7, 0]",24,0.4458300315511471,Clemson,False,,SEC,2,"[0, 3, 21, 0, 3]",27,0.5541699684488529,Auburn,302610002,False,2010,regular,2010-09-18T19:00:00.000Z,,Jordan-Hare Stadium,3785.0,3
216,0,,231,"[0, 6, 7, 6]",19,0.030536375188457643,Furman,False,,SEC,2579,"[14, 7, 10, 7]",38,0.9694636248115424,South Carolina,302612579,False,2010,regular,2010-09-18T19:00:00.000Z,,Williams-Brice Stadium,3994.0,3
217,0,SEC,344,"[0, 0, 7, 0]",7,0.01705810834735666,Mississippi State,True,,SEC,99,"[3, 9, 14, 3]",29,0.9829418916526433,LSU,302610099,False,2010,regular,2010-09-18T19:00:00.000Z,,Tiger Stadium,3958.0,3
218,0,Sun Belt,2393,"[3, 7, 7, 0]",17,,Middle Tennessee,False,,Conference USA,235,"[3, 14, 7, 0]",24,,Memphis,302610235,False,2010,regular,2010-09-18T19:00:00.000Z,,Liberty Bowl Memorial Stadium,3805.0,3
219,0,FBS Independents,2426,"[7, 9, 14, 7]",37,0.34621938734537616,Navy,False,,Western Athletic,2348,"[3, 20, 0, 0]",23,0.6537806126546238,Louisiana Tech,302612348,False,2010,regular,2010-09-18T19:00:00.000Z,,Joe Aillet Stadium,3776.0,3
220,0,Conference USA,2116,"[3, 7, 0, 14]",24,0.5854514648195452,UCF,False,,Mid-American,2084,"[0, 3, 7, 0]",10,0.41454853518045476,Buffalo,302612084,False,2010,regular,2010-09-18T19:00:00.000Z,,UB Stadium,3965.0,3
221,0,Mid-American,2649,"[7, 14, 10, 6]",37,0.03577017253373338,Toledo,True,,Mid-American,2711,"[0, 7, 3, 14]",24,0.9642298274662666,Western Michigan,302612711,False,2010,regular,2010-09-18T19:00:00.000Z,,Waldo Stadium,3980.0,3
222,0,Conference USA,202,"[0, 7, 7, 14]",28,0.0014606419071158117,Tulsa,False,,Big 12,197,"[20, 21, 17, 7]",65,0.9985393580928842,Oklahoma State,302610197,False,2010,regular,2010-09-18T19:00:00.000Z,,Boone Pickens Stadium,3646.0,3
223,0,Big Ten,77,"[3, 10, 14, 3]",30,0.5412582183418648,Northwestern,False,,Conference USA,242,"[0, 3, 3, 7]",13,0.4587417816581352,Rice,302610242,False,2010,regular,2010-09-18T19:00:00.000Z,,Rice Stadium,3895.0,3
224,0,Sun Belt,2229,"[3, 3, 14, 0]",20,0.06741032729842178,Florida International,False,,Big 12,245,"[0, 6, 0, 21]",27,0.9325896727015782,Texas A&M,302610245,False,2010,regular,2010-09-18T19:00:00.000Z,,Kyle Field,3795.0,3
225,0,Mountain West,21,"[7, 7, 0, 10]",24,0.04307245494406586,San Diego State,False,,Big 12,142,"[10, 7, 3, 7]",27,0.9569275450559341,Missouri,302610142,False,2010,regular,2010-09-18T19:00:00.000Z,,Faurot Field,3838.0,3
226,0,Conference USA,276,"[0, 14, 14, 0]",28,0.01498438642091593,Marshall,False,,Mid-American,189,"[14, 14, 0, 16]",44,0.9850156135790841,Bowling Green,302610189,False,2010,regular,2010-09-18T19:00:00.000Z,,Doyt Perry Stadium,3700.0,3
227,0,Mid-American,2006,"[0, 3, 0, 7]",10,0.0002835203722163504,Akron,False,,SEC,96,"[3, 17, 20, 7]",47,0.9997164796277836,Kentucky,302610096,False,2010,regular,2010-09-18T19:00:00.000Z,,Commonwealth Stadium,3683.0,3
228,0,,311,"[7, 7, 0, 0]",14,0.0325077166807497,Maine,False,,Big East,183,"[0, 17, 14, 7]",38,0.9674922833192503,Syracuse,302610183,False,2010,regular,2010-09-18T19:15:00.000Z,,Carrier Dome,1964.0,3
229,0,Sun Belt,2433,"[0, 6, 8, 6]",20,0.25842870381218497,Louisiana Monroe,True,,Sun Belt,2032,"[14, 7, 7, 6]",34,0.741571296187815,Arkansas State,302612032,False,2010,regular,2010-09-18T20:00:00.000Z,,Centennial Bank Stadium,3625.0,3
230,0,Western Athletic,68,"[17, 17, 10, 7]",51,0.9445907943665538,Boise State,False,,Mountain West,2751,"[0, 0, 6, 0]",6,0.05540920563344617,Wyoming,302612751,False,2010,regular,2010-09-18T20:00:00.000Z,,War Memorial Stadium,3984.0,3
231,0,Big 12,251,"[14, 0, 3, 7]",24,0.7881735505421443,Texas,True,,Big 12,2641,"[7, 7, 0, 0]",14,0.21182644945785561,Texas Tech,302612641,False,2010,regular,2010-09-18T20:00:00.000Z,,Jones AT&T Stadium,3784.0,3
232,0,Mountain West,254,"[7, 14, 28, 7]",56,0.7833608728237083,Utah,True,,Mountain West,167,"[0, 0, 14, 0]",14,0.21663912717629175,New Mexico,302610167,False,2010,regular,2010-09-18T20:00:00.000Z,,University Stadium,3971.0,3
233,0,,253,"[0, 5, 6, 0]",11,0.601476441521994,Southern Utah,False,,Western Athletic,23,"[3, 7, 0, 6]",16,0.39852355847800597,San José State,302610023,False,2010,regular,2010-09-18T20:00:00.000Z,,Spartan Stadium,3935.0,3
234,0,FBS Independents,87,"[7, 0, 14, 7, 3]",31,0.2919563541792125,Notre Dame,False,,Big Ten,127,"[0, 7, 14, 7, 6]",34,0.7080436458207875,Michigan State,302610127,False,2010,regular,2010-09-18T20:00:00.000Z,,Spartan Stadium,3936.0,3
235,0,Western Athletic,278,"[3, 14, 7, 17]",41,0.40264037643886386,Fresno State,True,,Western Athletic,328,"[7, 10, 7, 0]",24,0.5973596235611361,Utah State,302610328,False,2010,regular,2010-09-18T20:00:00.000Z,,Romney Stadium,3905.0,3
236,0,Western Athletic,166,"[0, 10, 0, 0]",10,,New Mexico State,False,,Conference USA,2638,"[14, 7, 21, 0]",42,,UTEP,302612638,False,2010,regular,2010-09-18T21:05:00.000Z,,Sun Bowl Stadium,3946.0,3
237,0,Big Ten,2294,"[0, 7, 7, 13]",27,0.05354339047727574,Iowa,True,,Pac-10,12,"[14, 13, 0, 7]",34,0.9464566095227243,Arizona,302610012,False,2010,regular,2010-09-18T22:30:00.000Z,,Arizona Stadium,3619.0,3
238,0,Conference USA,248,"[3, 0, 0, 10]",13,0.032030308369294214,Houston,False,,Pac-10,26,"[7, 14, 10, 0]",31,0.9679696916307058,UCLA,302610026,False,2010,regular,2010-09-18T22:30:00.000Z,,Rose Bowl,1056.0,3
239,0,Mountain West,2439,"[0, 0, 0, 7]",7,0.0012920959635429607,UNLV,False,,Western Athletic,70,"[10, 14, 3, 3]",30,0.998707904036457,Idaho,302610070,False,2010,regular,2010-09-18T22:30:00.000Z,,Kibbie Dome,3791.0,3
240,0,ACC,154,"[7, 3, 14, 0]",24,0.021289808940631927,Wake Forest,False,,Pac-10,24,"[14, 27, 14, 13]",68,0.9787101910593681,Stanford,302610024,False,2010,regular,2010-09-18T23:15:00.000Z,,Stanford Stadium,3940.0,3
241,0,ACC,2390,"[7, 3, 7, 14]",31,0.7414323110356915,Miami,False,,Big East,221,"[0, 0, 0, 3]",3,0.25856768896430843,Pittsburgh,302660221,False,2010,regular,2010-09-23T19:30:00.000Z,,Heinz Field,3752.0,4
242,0,Mountain West,2628,"[7, 7, 14, 13]",41,0.23869652755815274,TCU,False,,Conference USA,2567,"[7, 3, 7, 7]",24,0.7613034724418473,SMU,302672567,False,2010,regular,2010-09-24T20:00:00.000Z,,Gerald J. Ford Stadium,3735.0,4
243,0,,2458,"[0, 0, 0, 7]",7,5.2270695752310026e-05,Northern Colorado,False,,Big Ten,127,"[14, 21, 7, 3]",45,0.9999477293042477,Michigan State,302680127,False,2010,regular,2010-09-25T12:00:00.000Z,,Spartan Stadium,3936.0,4
244,0,Mid-American,189,"[0, 14, 7, 0]",21,0.00030936687292693055,Bowling Green,False,,Big Ten,130,"[21, 7, 16, 21]",65,0.9996906331270731,Michigan,302680130,False,2010,regular,2010-09-25T12:00:00.000Z,,Michigan Stadium,3558.0,4
245,0,ACC,259,"[0, 7, 9, 3]",19,0.7388439291940787,Virginia Tech,True,,ACC,103,"[0, 0, 0, 0]",0,0.2611560708059213,Boston College,302680103,False,2010,regular,2010-09-25T12:00:00.000Z,,Alumni Stadium,3615.0,4
246,0,ACC,152,"[7, 10, 14, 14]",45,0.5674684641054482,NC State,True,,ACC,59,"[0, 7, 7, 14]",28,0.4325315358945519,Georgia Tech,302680059,False,2010,regular,2010-09-25T12:00:00.000Z,,Bobby Dodd Stadium at Historic Grant Field,721.0,4
247,0,Mid-American,2084,"[0, 14, 7, 0]",21,0.008081733868892216,Buffalo,False,,Big East,41,"[14, 0, 17, 14]",45,0.9919182661311078,Connecticut,302680041,False,2010,regular,2010-09-25T12:00:00.000Z,,Rentschler Field,3892.0,4
248,0,,2046,"[0, 3, 0, 0]",3,0.00014630466725285007,Austin Peay,False,,Big Ten,275,"[14, 35, 14, 7]",70,0.9998536953327471,Wisconsin,302680275,False,2010,regular,2010-09-25T12:00:00.000Z,,Camp Randall Stadium,347.0,4
249,0,Mid-American,2050,"[0, 0, 0, 0]",0,1.7859556360355633e-05,Ball State,False,,Big Ten,2294,"[7, 14, 14, 10]",45,0.9999821404436396,Iowa,302682294,False,2010,regular,2010-09-25T12:00:00.000Z,,Kinnick Stadium,3793.0,4
250,0,Sun Belt,2229,"[7, 7, 7, 7]",28,0.35937348805927194,Florida International,False,,ACC,120,"[0, 21, 7, 14]",42,0.6406265119407281,Maryland,302680120,False,2010,regular,2010-09-25T12:00:00.000Z,,Maryland Stadium,3665.0,4
251,0,Mid-American,2117,"[6, 7, 0, 12]",25,,Central Michigan,False,,Big Ten,77,"[6, 7, 10, 7]",30,,Northwestern,302680077,False,2010,regular,2010-09-25T12:00:00.000Z,,Ryan Field,3911.0,4
252,0,Mid-American,2649,"[14, 3, 7, 7]",31,0.6176026843985265,Toledo,False,,Big Ten,2509,"[0, 0, 17, 3]",20,0.3823973156014735,Purdue,302682509,False,2010,regular,2010-09-25T12:00:00.000Z,,Ross-Ade Stadium,3907.0,4
253,0,Conference USA,5,"[7, 0, 8, 8, 3, 3]",29,0.6936393902836362,UAB,False,,SEC,2633,"[14, 9, 0, 0, 3, 6]",32,0.30636060971636375,Tennessee,302682633,False,2010,regular,2010-09-25T12:21:00.000Z,,Neyland Stadium,3853.0,4
254,0,Conference USA,2116,"[7, 0, 0, 6]",13,0.6622649295274021,UCF,False,,Big 12,2306,"[0, 0, 3, 14]",17,0.33773507047259793,Kansas State,302682306,False,2010,regular,2010-09-25T12:30:00.000Z,,Bill Snyder Family Football Stadium,3636.0,4
255,0,,2678,"[7, 0, 0, 0]",7,0.0005345913674260627,VMI,False,,ACC,258,"[14, 17, 10, 7]",48,0.9994654086325739,Virginia,302680258,False,2010,regular,2010-09-25T13:30:00.000Z,,Scott Stadium,3923.0,4
256,0,Mountain West,2005,"[0, 7, 0, 13]",20,0.6621421042676351,Air Force,True,,Mountain West,2751,"[0, 7, 7, 0]",14,0.3378578957323649,Wyoming,302682751,False,2010,regular,2010-09-25T14:00:00.000Z,,War Memorial Stadium,3984.0,4
257,0,Mid-American,193,"[0, 3, 3, 7]",13,0.03376598892520044,Miami (OH),False,,Big 12,142,"[21, 7, 23, 0]",51,0.9662340110747996,Missouri,302680142,False,2010,regular,2010-09-25T14:00:00.000Z,,Faurot Field,3838.0,4
258,0,FBS Independents,349,"[14, 7, 14, 0]",35,0.20782335556255505,Army,False,,ACC,150,"[7, 0, 0, 14]",21,0.792176644437445,Duke,302680150,False,2010,regular,2010-09-25T15:00:00.000Z,,Wallace Wade Stadium,3982.0,4
259,0,Pac-10,30,"[21, 7, 15, 7]",50,0.5977143881047657,USC,True,,Pac-10,265,"[7, 6, 0, 3]",16,0.4022856118952343,Washington State,302680265,False,2010,regular,2010-09-25T15:00:00.000Z,,Martin Stadium,3820.0,4
260,0,Pac-10,26,"[0, 13, 14, 7]",34,0.45328416569114927,UCLA,False,,Big 12,251,"[3, 0, 3, 6]",12,0.5467158343088507,Texas,302680251,False,2010,regular,2010-09-25T15:30:00.000Z,,Darrell K Royal-Texas Memorial Stadium,3910.0,4
261,0,Pac-10,24,"[10, 6, 3, 18]",37,0.5296623589255456,Stanford,False,,FBS Independents,87,"[3, 3, 0, 8]",14,0.47033764107445447,Notre Dame,302680087,False,2010,regular,2010-09-25T15:30:00.000Z,,Notre Dame Stadium,3855.0,4
262,0,Mid-American,218,"[13, 0, 0, 0]",13,0.0005927339291015299,Temple,False,,Big Ten,213,"[6, 3, 6, 7]",22,0.9994072660708985,Penn State,302680213,False,2010,regular,2010-09-25T15:30:00.000Z,,Beaver Stadium,3632.0,4
263,0,SEC,333,"[7, 0, 7, 10]",24,0.15988813166225302,Alabama,True,,SEC,8,"[10, 7, 3, 0]",20,0.840111868337747,Arkansas,302680008,False,2010,regular,2010-09-25T15:30:00.000Z,,Donald W. Reynolds Razorback Stadium Frank Broyles Field,3887.0,4
264,0,Mid-American,2199,"[0, 14, 6, 0]",20,0.00028076198829951604,Eastern Michigan,False,,Big Ten,194,"[24, 14, 14, 21]",73,0.9997192380117005,Ohio State,302680194,False,2010,regular,2010-09-25T15:30:00.000Z,,Ohio Stadium,3861.0,4
265,0,ACC,154,"[0, 0, 0, 0]",0,0.0011992296418393833,Wake Forest,True,,ACC,52,"[0, 10, 7, 14]",31,0.9988007703581606,Florida State,302680052,False,2010,regular,2010-09-25T15:30:00.000Z,,Bobby Bowden Field at Doak Campbell Stadium,3697.0,4
266,0,Conference USA,2655,"[0, 14, 3, 6]",23,0.1275679361494635,Tulane,True,,Conference USA,248,"[7, 21, 0, 14]",42,0.8724320638505365,Houston,302680248,False,2010,regular,2010-09-25T15:30:00.000Z,,Robertson Stadium,453.0,4
267,0,Sun Belt,2032,"[7, 7, 0, 14]",28,0.5124977508212982,Arkansas State,True,,Sun Belt,2653,"[14, 10, 0, 11]",35,0.4875022491787018,Troy,302682653,False,2010,regular,2010-09-25T15:30:00.000Z,,Veterans Memorial Stadium,3975.0,4
268,0,ACC,153,"[0, 7, 7, 3]",17,0.308784091926961,North Carolina,False,,Big East,164,"[10, 0, 3, 0]",13,0.691215908073039,Rutgers,302680164,False,2010,regular,2010-09-25T15:30:00.000Z,,High Point Solutions Stadium,3754.0,4
269,0,,2142,"[0, 0, 0, 7]",7,,Colgate,False,,Big East,183,"[7, 7, 14, 14]",42,,Syracuse,302680183,False,2010,regular,2010-09-25T15:30:00.000Z,,Carrier Dome,1964.0,4
270,0,Western Athletic,70,"[3, 10, 14, 7]",34,0.07882544695744698,Idaho,False,,Mountain West,36,"[0, 14, 10, 12]",36,0.921174553042553,Colorado State,302680036,False,2010,regular,2010-09-25T16:00:00.000Z,,Sonny Lubick Field at Hughes Stadium,3761.0,4
271,0,Western Athletic,2440,"[14, 10, 0, 3]",27,0.707613889584658,Nevada,False,,Mountain West,252,"[7, 3, 0, 3]",13,0.29238611041534207,BYU,302680252,False,2010,regular,2010-09-25T18:00:00.000Z,,LaVell Edwards Stadium,3801.0,4
272,0,Big 12,201,"[14, 3, 7, 7]",31,0.37049567439682163,Oklahoma,False,,Big East,2132,"[3, 6, 3, 17]",29,0.6295043256031784,Cincinnati,302682132,False,2010,regular,2010-09-25T18:00:00.000Z,,Nippert Stadium,3854.0,4
273,0,,2571,"[0, 0, 3, 0]",3,0.09142029435538879,South Dakota State,False,,Big 12,158,"[0, 14, 0, 3]",17,0.9085797056446112,Nebraska,302680158,False,2010,regular,2010-09-25T19:00:00.000Z,,Memorial Stadium,3834.0,4
274,0,SEC,96,"[0, 7, 7, 0]",14,0.034228595120435745,Kentucky,True,,SEC,57,"[14, 7, 13, 14]",48,0.9657714048795643,Florida,302680057,False,2010,regular,2010-09-25T19:00:00.000Z,,Ben Hill Griffin Stadium,3634.0,4
275,0,Western Athletic,166,"[0, 7, 0, 9]",16,0.031137539164108774,New Mexico State,False,,Big 12,2305,"[7, 14, 14, 7]",42,0.9688624608358912,Kansas,302682305,False,2010,regular,2010-09-25T19:00:00.000Z,,Memorial Stadium,3833.0,4
276,0,Mid-American,2006,"[3, 10, 0, 7]",20,0.11213919009909146,Akron,False,,Big Ten,84,"[14, 14, 7, 0]",35,0.8878608099009085,Indiana,302680084,False,2010,regular,2010-09-25T19:00:00.000Z,,Memorial Stadium,3830.0,4
277,0,,2460,"[0, 0, 0, 0]",0,0.01596106501272776,Northern Iowa,False,,Big 12,66,"[3, 10, 14, 0]",27,0.9840389349872722,Iowa State,302680066,False,2010,regular,2010-09-25T19:00:00.000Z,,Jack Trice Stadium,3772.0,4
278,0,,2110,"[0, 7, 0, 7]",14,0.0009452604878804616,Central Arkansas,False,,Conference USA,202,"[7, 17, 3, 14]",41,0.9990547395121195,Tulsa,302680202,False,2010,regular,2010-09-25T19:00:00.000Z,,Skelly Field at H. A. Chapman Stadium,3674.0,4
279,0,SEC,61,"[0, 6, 0, 6]",12,0.6319059560114729,Georgia,True,,SEC,344,"[7, 0, 0, 17]",24,0.3680940439885271,Mississippi State,302680344,False,2010,regular,2010-09-25T19:00:00.000Z,,Davis Wade Stadium,3693.0,4
280,0,Sun Belt,2393,"[3, 17, 14, 0]",34,0.5113768024692377,Middle Tennessee,True,,Sun Belt,309,"[0, 14, 0, 0]",14,0.48862319753076233,Louisiana,302680309,False,2010,regular,2010-09-25T19:00:00.000Z,,Cajun Field,3666.0,4
281,0,Mid-American,195,"[0, 3, 14, 6]",23,0.4021666795252927,Ohio,False,,Conference USA,276,"[7, 6, 3, 8]",24,0.5978333204747073,Marshall,302680276,False,2010,regular,2010-09-25T19:00:00.000Z,,Joan C. Edwards Stadium,3775.0,4
282,0,,2545,"[7, 0, 13, 0]",20,0.40466601599913277,Southeastern Louisiana,False,,Sun Belt,2433,"[0, 14, 0, 7]",21,0.5953339840008672,Louisiana Monroe,302682433,False,2010,regular,2010-09-25T19:00:00.000Z,,Malone Stadium,3817.0,4
283,0,Conference USA,2572,"[3, 0, 10, 0]",13,0.5760115917660136,Southern Mississippi,False,,Western Athletic,2348,"[3, 0, 0, 9]",12,0.4239884082339864,Louisiana Tech,302682348,False,2010,regular,2010-09-25T19:00:00.000Z,,Joe Aillet Stadium,3776.0,4
284,0,Sun Belt,249,"[7, 7, 0, 7]",21,0.03675199620350511,North Texas,True,,Sun Belt,2226,"[7, 3, 0, 7]",17,0.9632480037964949,Florida Atlantic,302682226,False,2010,regular,2010-09-25T19:00:00.000Z,,,,4
285,0,Sun Belt,98,"[0, 0, 0, 12]",12,0.3722892480939094,Western Kentucky,False,,Big East,58,"[0, 7, 14, 3]",24,0.6277107519060906,South Florida,302680058,False,2010,regular,2010-09-25T19:05:00.000Z,,Raymond James Stadium,3886.0,4
286,0,Western Athletic,278,"[7, 3, 14, 14]",38,0.10727511922053556,Fresno State,False,,SEC,145,"[14, 13, 14, 14]",55,0.8927248807794644,Ole Miss,302680145,False,2010,regular,2010-09-25T19:30:00.000Z,,Vaught-Hemingway Stadium,3974.0,4
287,0,SEC,2579,"[14, 6, 7, 0]",27,0.06849141599925257,South Carolina,True,,SEC,2,"[7, 7, 7, 14]",35,0.9315085840007474,Auburn,302680002,False,2010,regular,2010-09-25T19:45:00.000Z,,Jordan-Hare Stadium,3785.0,4
288,0,Pac-10,204,"[7, 3, 14, 0]",24,0.003034787090626434,Oregon State,False,,Western Athletic,68,"[7, 17, 7, 6]",37,0.9969652129093736,Boise State,302680068,False,2010,regular,2010-09-25T20:00:00.000Z,,Albertsons Stadium,3653.0,4
289,0,Western Athletic,23,"[3, 0, 0, 0]",3,0.0053790882960538244,San José State,False,,Mountain West,254,"[7, 28, 7, 14]",56,0.9946209117039462,Utah,302680254,False,2010,regular,2010-09-25T20:00:00.000Z,,Rice-Eccles Stadium,587.0,4
290,0,Western Athletic,328,"[0, 0, 7, 0]",7,0.007403340827346283,Utah State,False,,Mountain West,21,"[21, 7, 10, 3]",41,0.9925966591726537,San Diego State,302680021,False,2010,regular,2010-09-25T20:00:00.000Z,,Qualcomm Stadium,3932.0,4
291,0,Big 12,239,"[7, 13, 7, 3]",30,0.6556772215019406,Baylor,False,,Conference USA,242,"[3, 0, 3, 7]",13,0.3443227784980593,Rice,302680242,False,2010,regular,2010-09-25T20:00:00.000Z,,Rice Stadium,3895.0,4
292,0,Mid-American,2459,"[7, 13, 0, 14]",34,0.3218870242616333,Northern Illinois,False,,Big Ten,135,"[3, 10, 3, 7]",23,0.6781129757383667,Minnesota,302680135,False,2010,regular,2010-09-25T20:30:00.000Z,,TCF Bank Stadium,3953.0,4
293,0,Big East,277,"[0, 7, 7, 0]",14,0.6087581843004823,West Virginia,False,,SEC,99,"[7, 10, 0, 3]",20,0.3912418156995176,LSU,302680099,False,2010,regular,2010-09-25T21:00:00.000Z,,Tiger Stadium,3958.0,4
294,0,Conference USA,235,"[3, 7, 0, 3]",13,0.43538416165337657,Memphis,True,,Conference USA,2638,"[0, 3, 7, 6]",16,0.5646158383466234,UTEP,302682638,False,2010,regular,2010-09-25T21:05:00.000Z,,Sun Bowl Stadium,3946.0,4
295,0,Mountain West,167,"[7, 0, 0, 3]",10,0.4067048080635475,New Mexico,True,,Mountain West,2439,"[14, 14, 14, 3]",45,0.5932951919364525,UNLV,302682439,False,2010,regular,2010-09-25T22:00:00.000Z,,Sam Boyd Stadium,3914.0,4
296,0,Pac-10,25,"[0, 6, 0, 3]",9,0.38269660006529527,California,True,,Pac-10,12,"[0, 0, 3, 7]",10,0.6173033999347047,Arizona,302680012,False,2010,regular,2010-09-25T22:00:00.000Z,,Arizona Stadium,3619.0,4
297,0,Pac-10,2483,"[14, 14, 14, 0]",42,0.001146930123517409,Oregon,True,,Pac-10,9,"[7, 17, 7, 0]",31,0.9988530698764826,Arizona State,302680009,False,2010,regular,2010-09-25T22:30:00.000Z,,Sun Devil Stadium,3947.0,4
298,0,,2127,"[7, 0, 0, 0]",7,0.0011179787661226293,Charleston Southern,False,,Western Athletic,62,"[21, 28, 7, 10]",66,0.9988820212338774,Hawai'i,302680062,False,2010,regular,2010-09-25T23:30:00.000Z,,Aloha Stadium,3610.0,4
299,0,Big 12,245,"[14, 7, 0, 14]",35,0.4846826903406648,Texas A&M,True,,Big 12,197,"[0, 7, 21, 10]",38,0.5153173096593352,Oklahoma State,302730197,False,2010,regular,2010-09-30T19:30:00.000Z,,Boone Pickens Stadium,3646.0,5
300,0,Mountain West,252,"[0, 3, 7, 6]",16,0.10577500660640538,BYU,False,,Western Athletic,328,"[10, 14, 7, 0]",31,0.8942249933935946,Utah State,302740328,False,2010,regular,2010-10-01T20:00:00.000Z,,Romney Stadium,3905.0,5
301,0,ACC,2390,"[7, 20, 0, 3]",30,0.6003586286599587,Miami,True,,ACC,228,"[7, 7, 7, 0]",21,0.3996413713400413,Clemson,302750228,False,2010,regular,2010-10-02T12:00:00.000Z,,Memorial Stadium,3836.0,5
302,0,Sun Belt,2433,"[3, 0, 0, 0]",3,0.008725384170768402,Louisiana Monroe,False,,SEC,2,"[17, 14, 7, 14]",52,0.9912746158292316,Auburn,302750002,False,2010,regular,2010-10-02T12:00:00.000Z,,Jordan-Hare Stadium,3785.0,5
303,0,Big Ten,194,"[7, 7, 0, 10]",24,0.5643750970262411,Ohio State,True,,Big Ten,356,"[7, 3, 0, 3]",13,0.43562490297375883,Illinois,302750356,False,2010,regular,2010-10-02T12:00:00.000Z,,Memorial Stadium,3832.0,5
304,0,Mid-American,195,"[3, 7, 20, 0]",30,0.485774335263386,Ohio,True,,Mid-American,2199,"[7, 3, 0, 7]",17,0.514225664736614,Eastern Michigan,302752199,False,2010,regular,2010-10-02T12:00:00.000Z,,Rynearson Stadium,3912.0,5
305,0,SEC,238,"[0, 21, 0, 0]",21,0.050676729804850607,Vanderbilt,False,,Big East,41,"[7, 14, 10, 9]",40,0.9493232701951494,Connecticut,302750041,False,2010,regular,2010-10-02T12:00:00.000Z,,Rentschler Field,3892.0,5
306,0,Big Ten,77,"[14, 0, 6, 9]",29,0.289662918633377,Northwestern,True,,Big Ten,135,"[7, 14, 0, 7]",28,0.710337081366623,Minnesota,302750135,False,2010,regular,2010-10-02T12:00:00.000Z,,TCF Bank Stadium,3953.0,5
307,0,Big 12,2305,"[0, 7, 0, 0]",7,0.015288043349701685,Kansas,True,,Big 12,239,"[10, 17, 21, 7]",55,0.9847119566502983,Baylor,302750239,False,2010,regular,2010-10-02T12:00:00.000Z,,Floyd Casey Stadium,3724.0,5
308,0,ACC,52,"[10, 17, 7, 0]",34,0.9242742486320676,Florida State,True,,ACC,258,"[0, 0, 7, 7]",14,0.07572575136793232,Virginia,302750258,False,2010,regular,2010-10-02T12:00:00.000Z,,Scott Stadium,3923.0,5
309,0,,2016,"[0, 16, 0, 0]",16,0.0053192677835052216,Alcorn State,False,,SEC,344,"[7, 28, 0, 14]",49,0.9946807322164948,Mississippi State,302750344,False,2010,regular,2010-10-02T12:00:00.000Z,,Davis Wade Stadium,3693.0,5
310,0,Mid-American,218,"[13, 0, 8, 21]",42,0.3370620916944508,Temple,False,,FBS Independents,349,"[7, 14, 7, 7]",35,0.6629379083055492,Army,302750349,False,2010,regular,2010-10-02T12:00:00.000Z,,Blaik Field at Michie Stadium,3841.0,5
311,0,SEC,96,"[7, 10, 3, 15]",35,0.3406747543253009,Kentucky,True,,SEC,145,"[7, 14, 14, 7]",42,0.6593252456746991,Ole Miss,302750145,False,2010,regular,2010-10-02T12:21:00.000Z,,Vaught-Hemingway Stadium,3974.0,5
