game_id,attendance,away_conference,away_id,away_line_scores,away_points,away_post_win_prob,away_team,conference_game,excitement_index,home_conference,home_id,home_line_scores,home_points,home_post_win_prob,home_team,id,neutral_site,season,season_type,start_date,start_time_tbd,venue,venue_id,week
101,0,SEC,333,"[7, 21, 14, 7]",49,0.9332387040649007,Alabama,False,,Big Ten,127,"[0, 0, 0, 7]",7,0.06676129593509932,Michigan State,310010127,True,2010,postseason,2011-01-01T13:00:00.000Z,,,,1
102,0,SEC,57,"[0, 14, 6, 17]",37,0.4262030987219365,Florida,False,,Big Ten,213,"[7, 10, 7, 0]",24,0.5737969012780635,Penn State,310010213,True,2010,postseason,2011-01-01T13:00:00.000Z,,Raymond James Stadium,3886.0,1
103,0,SEC,344,"[10, 21, 14, 7]",52,0.48554355269782956,Mississippi State,False,,Big Ten,130,"[14, 0, 0, 0]",14,0.5144564473021704,Michigan,310010130,True,2010,postseason,2011-01-01T13:30:00.000Z,,,,1
104,0,Big Ten,275,"[10, 3, 0, 6]",19,0.4441236237473254,Wisconsin,True,,Mountain West,2628,"[14, 0, 7, 0]",21,0.5558763762526746,TCU,310012628,True,2010,postseason,2011-01-01T17:10:00.000Z,,Rose Bowl,1056.0,1
105,0,Big East,41,"[0, 10, 10, 0]",20,0.08965480404200199,Connecticut,False,,Big 12,201,"[14, 6, 14, 14]",48,0.910345195957998,Oklahoma,310010201,True,2010,postseason,2011-01-01T20:30:00.000Z,,,,1
106,0,Pac-10,24,"[7, 6, 13, 14]",40,0.7502587283171885,Stanford,False,,ACC,259,"[2, 10, 0, 0]",12,0.24974127168281143,Virginia Tech,310030259,True,2010,postseason,2011-01-03T20:30:00.000Z,,Hard Rock Stadium,3948.0,1
107,0,Big Ten,194,"[14, 14, 3, 0]",31,0.028270283108101868,Ohio State,False,,SEC,8,"[7, 3, 11, 5]",26,0.9717297168918981,Arkansas,310040008,True,2010,postseason,2011-01-04T20:30:00.000Z,,Mercedes-Benz Superdome,3493.0,1
108,0,Sun Belt,2393,"[14, 0, 7, 0]",21,0.0022900909465490837,Middle Tennessee,False,,Mid-American,193,"[7, 7, 14, 7]",35,0.9977099090534509,Miami (OH),310060193,True,2010,postseason,2011-01-06T20:00:00.000Z,,Ladd Peebles Stadium,3797.0,1
109,0,SEC,99,"[7, 21, 7, 6]",41,0.12584788447697937,LSU,False,,Big 12,245,"[10, 7, 0, 7]",24,0.8741521155230206,Texas A&M,310070245,True,2010,postseason,2011-01-07T20:30:00.000Z,,,,1
110,0,Big East,221,"[0, 13, 7, 7]",27,0.2669884396263852,Pittsburgh,False,,SEC,96,"[3, 0, 7, 0]",10,0.7330115603736148,Kentucky,310080096,True,2010,postseason,2011-01-08T12:00:00.000Z,,Legion Field,3803.0,1
111,0,Western Athletic,2440,"[14, 3, 3, 0]",20,0.8417482844215116,Nevada,False,,ACC,103,"[7, 0, 3, 3]",13,0.15825171557848844,Boston College,310090103,True,2010,postseason,2011-01-09T21:00:00.000Z,,,,1
112,0,SEC,2,"[0, 16, 3, 3]",22,0.5305274330219713,Auburn,False,,Pac-10,2483,"[0, 11, 0, 8]",19,0.46947256697802875,Oregon,310102483,True,2010,postseason,2011-01-10T20:38:00.000Z,,,,1
113,0,Mid-American,2117,"[0, 0, 7, 3, 0]",10,0.5252865924924868,Central Michigan,True,,Mid-American,218,"[0, 7, 3, 0, 3]",13,0.4747134075075132,Temple,302520218,False,2010,regular,2010-09-09T19:00:00.000Z,,Lincoln Financial Field,3806.0,2
114,0,SEC,2,"[7, 10, 0, 0]",17,0.6817378785730084,Auburn,True,,SEC,344,"[7, 0, 7, 0]",14,0.3182621214269916,Mississippi State,302520344,False,2010,regular,2010-09-09T19:30:00.000Z,,Davis Wade Stadium,3693.0,2
115,0,Big East,277,"[3, 0, 3, 15, 3]",24,0.6973030076898046,West Virginia,False,,Conference USA,276,"[7, 7, 0, 7, 0]",21,0.3026969923101954,Marshall,302530276,False,2010,regular,2010-09-10T19:00:00.000Z,,Joan C. Edwards Stadium,3775.0,2
116,0,Conference USA,2638,"[7, 3, 7, 7]",24,0.008999523630725093,UTEP,True,,Conference USA,248,"[14, 17, 6, 17]",54,0.9910004763692749,Houston,302530248,False,2010,regular,2010-09-10T22:15:00.000Z,,Robertson Stadium,453.0,2
117,0,,233,"[7, 14, 13, 7]",41,0.18653294066420045,South Dakota,False,,Big Ten,135,"[3, 7, 14, 14]",38,0.8134670593357995,Minnesota,302540135,False,2010,regular,2010-09-11T12:00:00.000Z,,TCF Bank Stadium,3953.0,2
118,0,,282,"[0, 7, 0, 0]",7,0.0009779176702587877,Indiana State,False,,Big East,2132,"[3, 9, 28, 0]",40,0.9990220823297412,Cincinnati,302542132,False,2010,regular,2010-09-11T12:00:00.000Z,,Nippert Stadium,3854.0,2
119,0,Conference USA,235,"[3, 7, 7, 10]",27,0.07633794248575099,Memphis,True,,Conference USA,151,"[28, 7, 7, 7]",49,0.923662057514249,East Carolina,302540151,False,2010,regular,2010-09-11T12:00:00.000Z,,Dowdy-Ficklen Stadium,3699.0,2
120,0,,2640,"[0, 0, 0, 3]",3,0.00019981595062257274,Texas Southern,False,,Big East,41,"[24, 21, 10, 7]",62,0.9998001840493774,Connecticut,302540041,False,2010,regular,2010-09-11T12:00:00.000Z,,Rentschler Field,3892.0,2
121,0,SEC,61,"[3, 0, 3, 0]",6,0.3672669524887293,Georgia,True,,SEC,2579,"[7, 7, 0, 3]",17,0.6327330475112707,South Carolina,302542579,False,2010,regular,2010-09-11T12:00:00.000Z,,Williams-Brice Stadium,3994.0,2
122,0,ACC,59,"[7, 10, 0, 8]",25,0.6208847676400755,Georgia Tech,False,,Big 12,2305,"[7, 7, 7, 7]",28,0.3791152323599245,Kansas,302542305,False,2010,regular,2010-09-11T12:00:00.000Z,,Memorial Stadium,3833.0,2
123,0,,2287,"[3, 0, 0, 0]",3,,Illinois State,False,,Big Ten,77,"[14, 16, 0, 7]",37,,Northwestern,302540077,False,2010,regular,2010-09-11T12:00:00.000Z,,Ryan Field,3911.0,2
124,0,ACC,150,"[14, 21, 3, 10]",48,0.09877799542326227,Duke,True,,ACC,154,"[7, 28, 6, 13]",54,0.9012220045767377,Wake Forest,302540154,False,2010,regular,2010-09-11T12:00:00.000Z,,BB&T Field,3630.0,2
125,0,Big Ten,127,"[10, 10, 7, 3]",30,0.3923939994229102,Michigan State,False,,Sun Belt,2226,"[7, 0, 7, 3]",17,0.6076060005770898,Florida Atlantic,302542226,True,2010,regular,2010-09-11T12:00:00.000Z,,,,2
126,0,,2710,"[7, 0, 0, 14]",21,0.4608320976686915,Western Illinois,False,,Big Ten,2509,"[7, 10, 7, 7]",31,0.5391679023313085,Purdue,302542509,False,2010,regular,2010-09-11T12:00:00.000Z,,Ross-Ade Stadium,3907.0,2
127,0,,2241,"[3, 14, 7, 7, 7]",38,0.23040522061957702,Gardner-Webb,False,,Mid-American,2006,"[14, 7, 10, 0, 6]",37,0.769594779380423,Akron,302542006,False,2010,regular,2010-09-11T12:00:00.000Z,,Summa Field at InfoCision Stadium,3768.0,2
128,0,Western Athletic,23,"[0, 0, 7, 7]",14,0.15797226632763028,San José State,False,,Big Ten,275,"[7, 10, 3, 7]",27,0.8420277336723697,Wisconsin,302540275,False,2010,regular,2010-09-11T12:00:00.000Z,,Camp Randall Stadium,347.0,2
129,0,Western Athletic,62,"[14, 7, 7, 3]",31,0.5745398306358758,Hawai'i,False,,FBS Independents,349,"[0, 7, 21, 0]",28,0.4254601693641243,Army,302540349,False,2010,regular,2010-09-11T12:00:00.000Z,,Blaik Field at Michie Stadium,3841.0,2
130,0,Big East,58,"[7, 0, 7, 0]",14,0.40879390363628265,South Florida,False,,SEC,57,"[0, 7, 21, 10]",38,0.5912060963637173,Florida,302540057,False,2010,regular,2010-09-11T12:21:00.000Z,,Ben Hill Griffin Stadium,3634.0,2
131,0,Western Athletic,70,"[0, 3, 7, 7]",17,0.028110640768754136,Idaho,False,,Big 12,158,"[3, 28, 7, 0]",38,0.9718893592312459,Nebraska,302540158,False,2010,regular,2010-09-11T12:30:00.000Z,,Memorial Stadium,3834.0,2
132,0,,160,"[0, 3, 7, 6]",16,0.04027734700742991,New Hampshire,False,,Big East,221,"[10, 7, 14, 7]",38,0.9597226529925701,Pittsburgh,302540221,False,2010,regular,2010-09-11T13:00:00.000Z,,Heinz Field,3752.0,2
133,0,,256,"[0, 7, 7, 7]",21,0.06111887644098535,James Madison,False,,ACC,259,"[7, 6, 3, 0]",16,0.9388811235590147,Virginia Tech,302540259,False,2010,regular,2010-09-11T13:30:00.000Z,,Lane Stadium,3799.0,2
134,0,Mid-American,2199,"[7, 7, 7, 0]",21,0.20578904983663182,Eastern Michigan,True,,Mid-American,193,"[7, 7, 7, 7]",28,0.7942109501633682,Miami (OH),302540193,False,2010,regular,2010-09-11T14:00:00.000Z,,Yager Stadium,3996.0,2
135,0,Mid-American,2309,"[0, 3, 3, 7]",13,0.029465357434095618,Kent State,False,,ACC,103,"[3, 3, 14, 6]",26,0.9705346425659044,Boston College,302540103,False,2010,regular,2010-09-11T15:30:00.000Z,,Alumni Stadium,3615.0,2
136,0,Big 12,66,"[0, 0, 0, 7]",7,0.014269837476796887,Iowa State,False,,Big Ten,2294,"[7, 21, 7, 0]",35,0.9857301625232031,Iowa,302542294,False,2010,regular,2010-09-11T15:30:00.000Z,,Kinnick Stadium,3793.0,2
137,0,ACC,52,"[7, 0, 0, 10]",17,0.016539991398489495,Florida State,False,,Big 12,201,"[14, 20, 10, 3]",47,0.9834600086015105,Oklahoma,302540201,False,2010,regular,2010-09-11T15:30:00.000Z,,Gaylord Family Oklahoma Memorial Stadium,3835.0,2
138,0,Sun Belt,2032,"[7, 0, 0, 17]",24,0.5962020907972515,Arkansas State,True,,Sun Belt,309,"[10, 14, 7, 0]",31,0.4037979092027485,Louisiana,302540309,False,2010,regular,2010-09-11T15:30:00.000Z,,Cajun Field,3666.0,2
139,0,,2506,"[0, 0, 7, 14]",21,2.9373216861139362e-05,Presbyterian College,False,,ACC,228,"[21, 21, 10, 6]",58,0.9999706267831389,Clemson,302540228,False,2010,regular,2010-09-11T15:30:00.000Z,,Memorial Stadium,3836.0,2
140,0,Big Ten,130,"[14, 7, 0, 7]",28,0.5640382056482707,Michigan,False,,FBS Independents,87,"[7, 0, 10, 7]",24,0.43596179435172927,Notre Dame,302540087,False,2010,regular,2010-09-11T15:30:00.000Z,,Notre Dame Stadium,3855.0,2
141,0,,2198,"[0, 0, 7, 6]",13,0.24636660459187,Eastern Kentucky,False,,Big East,97,"[0, 23, 0, 0]",23,0.75363339540813,Louisville,302540097,False,2010,regular,2010-09-11T15:30:00.000Z,,Papa John's Cardinal Stadium,3873.0,2
142,0,Big 12,38,"[0, 0, 7, 0]",7,0.35178421303897534,Colorado,False,,Pac-10,25,"[14, 17, 0, 21]",52,0.6482157869610247,California,302540025,False,2010,regular,2010-09-11T15:30:00.000Z,,California Memorial Stadium,3831.0,2
143,0,,290,"[0, 0, 7, 0]",7,0.01946498495808424,Georgia Southern,False,,FBS Independents,2426,"[6, 7, 0, 0]",13,0.9805350150419158,Navy,302542426,False,2010,regular,2010-09-11T15:30:00.000Z,,Navy-Marine Corps Memorial Stadium,3852.0,2
144,0,ACC,2390,"[7, 10, 0, 7]",24,0.029733335493650204,Miami,False,,Big Ten,194,"[3, 23, 10, 0]",36,0.9702666645063498,Ohio State,302540194,False,2010,regular,2010-09-11T15:30:00.000Z,,Ohio Stadium,3861.0,2
145,0,Mountain West,252,"[14, 0, 0, 0]",14,0.14943842520290296,BYU,True,,Mountain West,2005,"[7, 14, 7, 7]",35,0.850561574797097,Air Force,302542005,False,2010,regular,2010-09-11T16:00:00.000Z,,Falcon Stadium,3713.0,2
146,0,Mountain West,2439,"[3, 0, 7, 0]",10,0.15878102195191157,UNLV,True,,Mountain West,254,"[3, 14, 14, 7]",38,0.8412189780480884,Utah,302540254,False,2010,regular,2010-09-11T16:00:00.000Z,,Rice-Eccles Stadium,587.0,2
147,0,,2415,"[0, 0, 3, 0]",3,0.00012301249374180312,Morgan State,False,,ACC,120,"[17, 28, 3, 14]",62,0.9998769875062582,Maryland,302540120,False,2010,regular,2010-09-11T18:00:00.000Z,,Maryland Stadium,3665.0,2
148,0,,2504,"[0, 0, 7, 0]",7,0.0010564583651009318,Prairie View,False,,Conference USA,2572,"[17, 14, 3, 0]",34,0.9989435416348991,Southern Mississippi,302542572,False,2010,regular,2010-09-11T19:00:00.000Z,,M. M. Roberts Stadium,3815.0,2
149,0,,2377,"[0, 0, 0, 6]",6,,McNeese,False,,Big 12,142,"[14, 19, 17, 0]",50,,Missouri,302540142,False,2010,regular,2010-09-11T19:00:00.000Z,,Faurot Field,3838.0,2
150,0,Pac-10,2483,"[3, 10, 14, 21]",48,0.2284147773763746,Oregon,False,,SEC,2633,"[6, 7, 0, 0]",13,0.7715852226236254,Tennessee,302542633,False,2010,regular,2010-09-11T19:00:00.000Z,,Neyland Stadium,3853.0,2
151,0,Big Ten,213,"[0, 0, 0, 3]",3,0.032999256695243284,Penn State,False,,SEC,333,"[7, 10, 0, 7]",24,0.9670007433047567,Alabama,302540333,False,2010,regular,2010-09-11T19:00:00.000Z,,Bryant Denny Stadium,3657.0,2
152,0,SEC,99,"[0, 10, 0, 17]",27,0.5970000338830435,LSU,True,,SEC,238,"[0, 0, 3, 0]",3,0.4029999661169566,Vanderbilt,302540238,False,2010,regular,2010-09-11T19:00:00.000Z,,Vanderbilt Stadium,3973.0,2
153,0,,155,"[0, 7, 7, 3]",17,0.05223492903404636,North Dakota,False,,Mid-American,2459,"[13, 3, 0, 7]",23,0.9477650709659536,Northern Illinois,302542459,False,2010,regular,2010-09-11T19:00:00.000Z,,Brigham Field at Huskie Stadium,3764.0,2
154,0,Mid-American,2084,"[0, 3, 3, 0]",6,0.1944064892580798,Buffalo,False,,Big 12,239,"[10, 17, 7, 0]",34,0.8055935107419202,Baylor,302540239,False,2010,regular,2010-09-11T19:00:00.000Z,,Floyd Casey Stadium,3724.0,2
155,0,Western Athletic,2348,"[3, 7, 6, 0]",16,0.003137482565233385,Louisiana Tech,False,,Big 12,245,"[7, 14, 17, 10]",48,0.9968625174347666,Texas A&M,302540245,False,2010,regular,2010-09-11T19:00:00.000Z,,Kyle Field,3795.0,2
156,0,Conference USA,242,"[16, 7, 3, 6]",32,0.34960308934331275,Rice,False,,Sun Belt,249,"[7, 14, 7, 3]",31,0.6503969106566873,North Texas,302540249,False,2010,regular,2010-09-11T19:00:00.000Z,,,,2
157,0,SEC,8,"[7, 0, 7, 17]",31,0.9589121184514273,Arkansas,False,,Sun Belt,2433,"[0, 0, 0, 7]",7,0.041087881548572645,Louisiana Monroe,302542433,True,2010,regular,2010-09-11T19:00:00.000Z,,,,2
158,0,Big East,183,"[10, 0, 0, 10]",20,0.29341164643517614,Syracuse,False,,Pac-10,264,"[3, 10, 14, 14]",41,0.7065883535648239,Washington,302540264,False,2010,regular,2010-09-11T19:00:00.000Z,,Husky Stadium,3765.0,2
159,0,,147,"[6, 7, 9, 0]",22,0.5420872655006759,Montana State,False,,Pac-10,265,"[0, 7, 0, 16]",23,0.45791273449932407,Washington State,302540265,False,2010,regular,2010-09-11T19:00:00.000Z,,Martin Stadium,3820.0,2
160,0,Mountain West,2751,"[0, 7, 0, 0]",7,0.034934226946985336,Wyoming,False,,Big 12,251,"[3, 17, 7, 7]",34,0.9650657730530147,Texas,302540251,False,2010,regular,2010-09-11T19:00:00.000Z,,Darrell K Royal-Texas Memorial Stadium,3910.0,2
161,0,Mid-American,189,"[7, 7, 0, 6]",20,0.21933023449710887,Bowling Green,False,,Conference USA,202,"[10, 17, 6, 0]",33,0.7806697655028911,Tulsa,302540202,False,2010,regular,2010-09-11T19:00:00.000Z,,Skelly Field at H. A. Chapman Stadium,3674.0,2
162,0,Mid-American,2649,"[7, 6, 0, 7]",20,0.7563876085424095,Toledo,True,,Mid-American,195,"[10, 3, 0, 0]",13,0.24361239145759048,Ohio,302540195,False,2010,regular,2010-09-11T19:00:00.000Z,,Peden Stadium,3876.0,2
163,0,,2635,"[0, 7, 0, 0]",7,0.0009336423227310764,Tennessee Tech,False,,Mountain West,2628,"[21, 14, 6, 21]",62,0.9990663576772689,TCU,302542628,False,2010,regular,2010-09-11T19:00:00.000Z,,Amon G. Carter Stadium,3616.0,2
164,0,Sun Belt,2653,"[3, 24, 3, 8]",38,0.05491642337798608,Troy,False,,Big 12,197,"[3, 17, 14, 7]",41,0.9450835766220139,Oklahoma State,302540197,False,2010,regular,2010-09-11T19:00:00.000Z,,Boone Pickens Stadium,3646.0,2
165,0,,2335,"[14, 0, 7, 6]",27,0.13945025821566115,Liberty,False,,Mid-American,2050,"[3, 0, 17, 3]",23,0.8605497417843389,Ball State,302542050,False,2010,regular,2010-09-11T19:00:00.000Z,,Scheumann Stadium,3919.0,2
166,0,,2046,"[3, 14, 16, 0]",33,0.0049441517488737485,Austin Peay,False,,Sun Belt,2393,"[14, 21, 7, 14]",56,0.9950558482511263,Middle Tennessee,302542393,False,2010,regular,2010-09-11T19:00:00.000Z,,"Johnny Red"""" Floyd Stadium""""",3725.0,2
167,0,,2447,"[0, 14, 0, 0]",14,0.2220427935122754,Nicholls,False,,Mid-American,2711,"[7, 14, 21, 7]",49,0.7779572064877246,Western Michigan,302542711,False,2010,regular,2010-09-11T19:00:00.000Z,,Waldo Stadium,3980.0,2
168,0,,2623,"[0, 7, 3, 14]",24,0.07022796928465325,Missouri State,False,,Big 12,2306,"[7, 20, 14, 7]",48,0.9297720307153468,Kansas State,302542306,False,2010,regular,2010-09-11T19:10:00.000Z,,Bill Snyder Family Football Stadium,3636.0,2
169,0,,79,"[0, 3, 0, 0]",3,0.08256125241768042,Southern Illinois,False,,Big Ten,356,"[14, 7, 7, 7]",35,0.9174387475823196,Illinois,302540356,False,2010,regular,2010-09-11T19:30:00.000Z,,Memorial Stadium,3832.0,2
170,0,ACC,152,"[7, 14, 7, 0]",28,0.09867025053011902,NC State,False,,Conference USA,2116,"[0, 7, 0, 14]",21,0.901329749469881,UCF,302542116,False,2010,regular,2010-09-11T19:30:00.000Z,,Bright House Networks Stadium,3652.0,2
171,0,Sun Belt,98,"[7, 7, 7, 7]",28,0.0026416835011928708,Western Kentucky,False,,SEC,96,"[14, 28, 7, 14]",63,0.9973583164988071,Kentucky,302540096,False,2010,regular,2010-09-11T19:30:00.000Z,,Commonwealth Stadium,3683.0,2
172,0,Conference USA,5,"[7, 0, 0, 0]",7,0.19123954196703585,UAB,True,,Conference USA,2567,"[0, 14, 7, 7]",28,0.8087604580329641,SMU,302542567,False,2010,regular,2010-09-11T20:00:00.000Z,,Gerald J. Ford Stadium,3735.0,2
173,0,,304,"[3, 0, 0, 14]",17,0.006220097743523834,Idaho State,False,,Western Athletic,328,"[7, 10, 14, 7]",38,0.9937799022564762,Utah State,302540328,False,2010,regular,2010-09-11T20:00:00.000Z,,Romney Stadium,3905.0,2
174,0,Big 12,2641,"[21, 10, 7, 14]",52,0.41854937319633534,Texas Tech,False,,Mountain West,167,"[3, 14, 0, 0]",17,0.5814506268036647,New Mexico,302540167,False,2010,regular,2010-09-11T20:00:00.000Z,,University Stadium,3971.0,2
175,0,Mountain West,21,"[3, 10, 14, 14]",41,0.7507029042383969,San Diego State,False,,Western Athletic,166,"[7, 0, 7, 7]",21,0.2492970957616031,New Mexico State,302540166,False,2010,regular,2010-09-11T20:00:00.000Z,,Aggie Memorial Stadium,3601.0,2
176,0,Big East,164,"[3, 10, 0, 6]",19,0.1142388924529586,Rutgers,False,,Sun Belt,2229,"[7, 0, 7, 0]",14,0.8857611075470414,Florida International,302542229,False,2010,regular,2010-09-11T20:00:00.000Z,,FIU Stadium,218.0,2
177,0,SEC,145,"[14, 10, 0, 3]",27,0.30946927050943773,Ole Miss,False,,Conference USA,2655,"[0, 3, 7, 3]",13,0.6905307294905623,Tulane,302542655,False,2010,regular,2010-09-11T21:00:00.000Z,,Mercedes-Benz Superdome,3493.0,2
178,0,,2643,"[0, 0, 3, 3]",6,0.0002314926608253387,The Citadel,False,,Pac-10,12,"[7, 17, 21, 7]",52,0.9997685073391747,Arizona,302540012,False,2010,regular,2010-09-11T22:00:00.000Z,,Arizona Stadium,3619.0,2
179,0,,2464,"[3, 7, 10, 0]",20,0.008475221406400557,Northern Arizona,False,,Pac-10,9,"[7, 10, 10, 14]",41,0.9915247785935994,Arizona State,302540009,False,2010,regular,2010-09-11T22:00:00.000Z,,Sun Devil Stadium,3947.0,2
180,0,Pac-10,24,"[10, 3, 15, 7]",35,0.5230444318384,Stanford,True,,Pac-10,26,"[0, 0, 0, 0]",0,0.47695556816159995,UCLA,302540026,False,2010,regular,2010-09-11T22:30:00.000Z,,Rose Bowl,1056.0,2
181,0,ACC,258,"[0, 7, 0, 7]",14,0.426525226561177,Virginia,False,,Pac-10,30,"[0, 14, 0, 3]",17,0.573474773438823,USC,302540030,False,2010,regular,2010-09-11T22:30:00.000Z,,Los Angeles Memorial Coliseum,477.0,2
182,0,Mountain West,36,"[3, 0, 3, 0]",6,0.008141229107931136,Colorado State,False,,Western Athletic,2440,"[17, 17, 7, 10]",51,0.9918587708920689,Nevada,302542440,False,2010,regular,2010-09-11T22:30:00.000Z,,Mackay Stadium,3816.0,2
183,0,Big East,2132,"[0, 7, 0, 12]",19,0.012325963766166792,Cincinnati,False,,ACC,152,"[14, 6, 3, 7]",30,0.9876740362338332,NC State,302590152,False,2010,regular,2010-09-16T19:30:00.000Z,,Carter-Finley Stadium,3670.0,3
184,0,Big 12,2305,"[0, 3, 7, 6]",16,0.12459691473266599,Kansas,False,,Conference USA,2572,"[7, 14, 7, 3]",31,0.875403085267334,Southern Mississippi,302602572,False,2010,regular,2010-09-17T20:00:00.000Z,,M. M. Roberts Stadium,3815.0,3
185,0,Pac-10,25,"[7, 7, 10, 7]",31,0.08753079473847425,California,False,,Western Athletic,2440,"[7, 17, 14, 14]",52,0.9124692052615258,Nevada,302602440,False,2010,regular,2010-09-17T22:00:00.000Z,,Mackay Stadium,3816.0,3
186,0,ACC,59,"[14, 3, 7, 6]",30,0.34281420433714094,Georgia Tech,True,,ACC,153,"[10, 7, 7, 0]",24,0.6571857956628591,North Carolina,302610153,False,2010,regular,2010-09-18T12:00:00.000Z,,Kenan Memorial Stadium,3787.0,3
187,0,Big East,41,"[3, 3, 10, 0]",16,0.2092841809384861,Connecticut,False,,Mid-American,218,"[0, 7, 7, 16]",30,0.7907158190615139,Temple,302610218,False,2010,regular,2010-09-18T12:00:00.000Z,,Lincoln Financial Field,3806.0,3
188,0,Sun Belt,249,"[0, 0, 0, 0]",0,0.04532912121383703,North Texas,False,,FBS Independents,349,"[7, 7, 7, 3]",24,0.954670878786163,Army,302610349,False,2010,regular,2010-09-18T12:00:00.000Z,,Blaik Field at Michie Stadium,3841.0,3
189,0,Mid-American,2459,"[12, 0, 0, 10]",22,0.33586533131515106,Northern Illinois,False,,Big Ten,356,"[7, 11, 0, 10]",28,0.6641346686848489,Illinois,302610356,False,2010,regular,2010-09-18T12:00:00.000Z,,Memorial Stadium,3832.0,3
190,0,Big 12,66,"[0, 7, 10, 3]",20,0.40679538329879994,Iowa State,True,,Big 12,2306,"[3, 7, 7, 10]",27,0.5932046167012001,Kansas State,302612306,True,2010,regular,2010-09-18T12:00:00.000Z,,,,3
191,0,Mid-American,2050,"[0, 0, 6, 7]",13,0.3440622708100505,Ball State,False,,Big Ten,2509,"[14, 0, 0, 10]",24,0.6559377291899495,Purdue,302612509,False,2010,regular,2010-09-18T12:00:00.000Z,,Ross-Ade Stadium,3907.0,3
192,0,Mid-American,2309,"[0, 0, 0, 0]",0,0.036212127592654686,Kent State,False,,Big Ten,213,"[14, 0, 3, 7]",24,0.9637878724073453,Penn State,302610213,False,2010,regular,2010-09-18T12:00:00.000Z,,Beaver Stadium,3632.0,3
193,0,ACC,120,"[0, 0, 14, 3]",17,0.0033414093294805713,Maryland,False,,Big East,277,"[14, 7, 7, 3]",31,0.9966585906705194,West Virginia,302610277,False,2010,regular,2010-09-18T12:00:00.000Z,,Mountaineer Field at Milan Puskar Stadium,3842.0,3
194,0,,113,"[3, 14, 0, 20]",37,0.06270716699670675,UMass,False,,Big Ten,130,"[7, 14, 14, 7]",42,0.9372928330032932,Michigan,302610130,False,2010,regular,2010-09-18T12:00:00.000Z,,Michigan Stadium,3558.0,3
195,0,SEC,8,"[7, 10, 7, 7]",31,0.45384016357702917,Arkansas,True,,SEC,61,"[7, 0, 3, 14]",24,0.5461598364229708,Georgia,302610061,False,2010,regular,2010-09-18T12:00:00.000Z,,Sanford Stadium,3917.0,3
196,0,Mid-American,195,"[0, 0, 0, 7]",7,0.00031764355805419253,Ohio,False,,Big Ten,194,"[17, 17, 9, 0]",43,0.9996823564419458,Ohio State,302610194,False,2010,regular,2010-09-18T12:00:00.000Z,,Ohio Stadium,3861.0,3
197,0,SEC,238,"[0, 14, 7, 7]",28,0.15556599889974132,Vanderbilt,True,,SEC,145,"[0, 7, 7, 0]",14,0.8444340011002587,Ole Miss,302610145,False,2010,regular,2010-09-18T12:21:00.000Z,,Vaught-Hemingway Stadium,3974.0,3
198,0,Conference USA,151,"[10, 14, 3, 0]",27,0.15403493172909344,East Carolina,False,,ACC,259,"[7, 14, 14, 14]",49,0.8459650682709066,Virginia Tech,302610259,False,2010,regular,2010-09-18T13:30:00.000Z,,Lane Stadium,3799.0,3
199,0,Big 12,158,"[14, 14, 21, 7]",56,0.8113718298592908,Nebraska,False,,Pac-10,264,"[7, 7, 7, 0]",21,0.18862817014070918,Washington,302610264,False,2010,regular,2010-09-18T15:30:00.000Z,,Husky Stadium,3765.0,3
200,0,Mountain West,2005,"[3, 0, 7, 14]",24,0.56207928284636,Air Force,False,,Big 12,201,"[7, 3, 17, 0]",27,0.43792071715364,Oklahoma,302610201,False,2010,regular,2010-09-18T15:30:00.000Z,,Gaylord Family Oklahoma Memorial Stadium,3835.0,3
201,0,Pac-10,9,"[7, 3, 3, 6]",19,0.14010759981757004,Arizona State,True,,Big Ten,275,"[3, 10, 7, 0]",20,0.85989240018243,Wisconsin,302610275,False,2010,regular,2010-09-18T15:30:00.000Z,,Camp Randall Stadium,347.0,3
202,0,SEC,57,"[0, 7, 17, 7]",31,0.5089644643528248,Florida,True,,SEC,2633,"[3, 0, 7, 7]",17,0.49103553564717517,Tennessee,302612633,False,2010,regular,2010-09-18T15:30:00.000Z,,Neyland Stadium,3853.0,3
203,0,SEC,333,"[28, 17, 10, 7]",62,0.4744327633660431,Alabama,False,,ACC,150,"[3, 10, 0, 0]",13,0.5255672366339569,Duke,302610150,False,2010,regular,2010-09-18T15:30:00.000Z,,Wallace Wade Stadium,3982.0,3
204,0,Mountain West,252,"[0, 10, 0, 0]",10,0.004333171848884154,BYU,False,,ACC,52,"[3, 10, 14, 7]",34,0.9956668281511158,Florida State,302610052,False,2010,regular,2010-09-18T15:30:00.000Z,,Bobby Bowden Field at Doak Campbell Stadium,3697.0,3
205,0,Western Athletic,62,"[7, 3, 3, 0]",13,0.27462785157932035,Hawai'i,False,,Big 12,38,"[0, 0, 17, 14]",31,0.7253721484206797,Colorado,302610038,False,2010,regular,2010-09-18T15:30:00.000Z,,Folsom Field,3726.0,3
206,0,Pac-10,265,"[7, 7, 0, 7]",21,0.06293042360673773,Washington State,False,,Conference USA,2567,"[7, 7, 14, 7]",35,0.9370695763932623,SMU,302612567,False,2010,regular,2010-09-18T15:30:00.000Z,,Gerald J. Ford Stadium,3735.0,3
