,year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
98,2012,Texas Tech,Big 12,,13,8,5,0,9,4,5,0,6,4,2,0,5,3,2,0
99,2012,Toledo,Mid-American,West,13,9,4,0,8,6,2,0,6,5,1,0,6,4,2,0
100,2012,Troy,Sun Belt,,12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
101,2012,Tulane,Conference USA,West,12,2,10,0,8,2,6,0,7,2,5,0,5,0,5,0
102,2012,Tulsa,Conference USA,West,14,11,3,0,9,8,1,0,7,7,0,0,6,3,3,0
103,2012,UAB,Conference USA,East,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
104,2012,UCF,Conference USA,East,14,10,4,0,9,7,2,0,6,5,1,0,7,4,3,0
105,2012,UCLA,Pac-12,South,14,9,5,0,10,6,4,0,7,5,2,0,6,4,2,0
106,2012,UMass,Mid-American,East,12,1,11,0,8,1,7,0,5,0,5,0,7,1,6,0
107,2012,UNLV,Mountain West,,13,2,11,0,8,2,6,0,7,2,5,0,6,0,6,0
108,2012,USC,Pac-12,South,13,7,6,0,9,5,4,0,6,4,2,0,5,2,3,0
109,2012,Utah,Pac-12,South,12,5,7,0,9,3,6,0,6,4,2,0,6,1,5,0
110,2012,Utah State,Western Athletic,,13,11,2,0,6,6,0,0,6,6,0,0,6,4,2,0
111,2012,UTEP,Conference USA,West,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
112,2012,UT San Antonio,Western Athletic,,12,8,4,0,6,3,3,0,6,4,2,0,6,4,2,0
113,2012,Vanderbilt,SEC,East,13,9,4,0,8,5,3,0,6,4,2,0,6,4,2,0
114,2012,Virginia,ACC,Coastal,12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0
115,2012,Virginia Tech,ACC,Coastal,13,7,6,0,8,4,4,0,6,5,1,0,5,1,4,0
116,2012,Wake Forest,ACC,Atlantic,12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
117,2012,Washington,Pac-12,North,13,7,6,0,9,5,4,0,6,5,1,0,6,2,4,0
118,2012,Washington State,Pac-12,North,12,3,9,0,9,1,8,0,6,2,4,0,6,1,5,0
119,2012,Western Kentucky,Sun Belt,,13,7,6,0,8,4,4,0,6,3,3,0,6,4,2,0
120,2012,Western Michigan,Mid-American,West,12,4,8,0,8,2,6,0,6,3,3,0,6,1,5,0
121,2012,West Virginia,Big 12,,13,7,6,0,9,4,5,0,7,4,3,0,4,2,2,0
122,2012,Wisconsin,Big Ten,Leaders,14,8,6,0,9,5,4,0,7,5,2,0,5,2,3,0
123,2012,Wyoming,Mountain West,,12,4,8,0,8,3,5,0,6,1,5,0,6,3,3,0
